Site number,Year,Annual mean counts,Species Richness,Site name,Latitude,Longitude,Date type,Reaches,Current usgs gauge,Nearest USGS gauge,PODEW,TACH2,Annual mean depth to groundwater cm,Annual sum of precipitation mm,Exotic,Native,Ratio
5,2009,52,16,Santa Ana,35.34284,-106.5458,Est from map,Angostura Reach,.,.,264.17,.,.,.,0.71,274.01,385.93
5,2010,199,31,Santa Ana,35.34284,-106.5458,Est from map,Angostura Reach,.,.,258.85,.,.,.,1.55,269.78000000000003,174.05
5,2011,220,34,Santa Ana,35.34284,-106.5458,Est from map,Angostura Reach,.,.,248.02,.,.,.,.,253.00000000000003,.
5,2012,213,38,Santa Ana,35.34284,-106.5458,Est from map,Angostura Reach,.,.,227.43,.,.,.,1.41,233.83,165.84
5,2013,109,37,Santa Ana,35.34284,-106.5458,Est from map,Angostura Reach,.,.,169.9,.,.,.,0.68,176.32,259.29
5,2014,139,38,Santa Ana,35.34284,-106.5458,Est from map,Angostura Reach,.,.,134.16,.,.,.,33.940000000000005,187.01,5.51
5,2015,159,44,Santa Ana,35.34284,-106.5458,Est from map,Angostura Reach,.,.,136.69,.,.,.,64.76,158.45000000000002,2.45
5,2016,198,49,Santa Ana,35.34284,-106.5458,Est from map,Angostura Reach,.,.,129.04,.,.,.,13.5,150.6,11.16
5,2017,305,57,Santa Ana,35.34284,-106.5458,Est from map,Angostura Reach,.,.,132.45,.,.,.,25.58,160.60999999999999,6.28
5,2018,202,58,Santa Ana,35.34284,-106.5458,Est from map,Angostura Reach,.,.,138.66,.,.,.,6.61,184.27000000000007,27.88
5,2019,159,47,Santa Ana,35.34284,-106.5458,Est from map,Angostura Reach,.,.,139.54,.,.,.,56.089999999999996,175.63,3.13
5,2020,53,19,Santa Ana,35.34284,-106.5458,Est from map,Angostura Reach,.,.,139.3,.,.,.,7.48,171.43,22.92
5,2021,132,49,Santa Ana,35.34284,-106.5458,Est from map,Angostura Reach,.,.,140.04,.,.,.,.,169.15999999999997,.
6,2000,105,20,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,57.1,20.23,-116.1,215.55,163.92999999999998,114.22000000000001,0.7
6,2001,257,51,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,54.14,9.8,-122.9,143.4,129.41000000000003,89.589999999999975,0.69
6,2002,248,43,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,54.92,9.36,-133.9,141.75,54.870000000000005,85.839999999999975,1.56
6,2003,255,26,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,35.07,8.04,-134.5,86.44999999999999,63.3,62.919999999999995,0.99
6,2004,251,36,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,38.67,17.73,-128.1,188.1,248.02,101.86,0.41
6,2005,408,44,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,34,26.5,-116.1,169.79999999999998,232.32,112.27999999999999,0.48
6,2006,141,39,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,45.09,40.89,-127.8,173.75,197.05,136.63,0.69
6,2007,272,44,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,44.92,8.63,-120,197.5,77.83999999999999,108.49000000000001,1.39
6,2008,191,39,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,37.53,11.04,-109.7,147.15,102.52000000000001,118.99,1.16
6,2009,264,47,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,32.61,12.07,-110.7,162.15,201.47,144.35999999999999,0.72
6,2010,390,54,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,38.4,23.17,-110,184.6,140.36,136.19,0.97
6,2011,397,50,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,38.89,24.7,-115.6,109.75,89.71000000000001,84.46,0.94
6,2012,249,54,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,27.24,26.09,-117.2,93.3,149.63,91.83999999999999,0.61
6,2013,172,45,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,54.52,25.13,-118.2,150.4,105.38000000000001,80.44999999999999,0.76
6,2014,266,60,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,60.78,20.43,-108.7,128,133.66,183.99999999999997,1.38
6,2015,243,64,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,46.49,30.83,-97.3,284.75,203.10000000000002,140.93999999999997,0.69
6,2016,343,54,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,50.7,26.16,-101.3,115.45,202.45000000000002,159.39000000000004,0.79
6,2017,356,48,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,59.22,36.41,-88,146.4,204.07,168.21999999999997,0.82
6,2018,419,55,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,58.01,41.82,-112.1,88.35000000000001,171.23999999999998,160.73999999999998,0.94
6,2019,523,47,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,57.95,41.11,-79,133.1,245.42000000000007,140.01,0.57
6,2020,641,46,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,56.25,48.79,-111.9,121.5,196.51000000000002,120.81,0.61
6,2021,276,47,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,66.35,49.94,-116.1,138.5,180.86,131.00999999999996,0.72
7,2001,121,26,Lemitar,34.1670457032,-106.889953039,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,29.47,24.74,-258.7,108.35000000000002,24.74,78.52000000000001,3.17
7,2002,81,21,Lemitar,34.1670457032,-106.889953039,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,29.31,22.23,-267.6,173,22.79,109.12000000000002,4.79
7,2003,19,12,Lemitar,34.1670457032,-106.889953039,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,25.05,18.22,-279.7,81.65,18.38,38.839999999999996,2.11
7,2004,147,35,Lemitar,34.1670457032,-106.889953039,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,21.03,21.67,-277.5,235.95,21.740000000000002,170.0700000000001,7.82
7,2005,620,46,Lemitar,34.1670457032,-106.889953039,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,22,26.17,-266.6,190.95,26.17,75.42999999999996,2.88
7,2006,173,37,Lemitar,34.1670457032,-106.889953039,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,18.94,28.98,-270.5,345.25000000000006,46.15,318.22999999999996,6.9
7,2007,283,37,Lemitar,34.1670457032,-106.889953039,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,23.48,24.21,-261.4,221.75,24.21,104.51,4.32
7,2008,766,29,Lemitar,34.1670457032,-106.889953039,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,26.15,27.16,-260,157.3,37.36,271.96000000000004,7.28
7,2009,684,33,Lemitar,34.1670457032,-106.889953039,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,21.31,26.39,-269.7,129.9,26.580000000000002,67.87,2.55
7,2010,411,35,Lemitar,34.1670457032,-106.889953039,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,27.36,26.19,-274.1,162.5,28.28,127.85000000000008,4.52
7,2011,179,36,Lemitar,34.1670457032,-106.889953039,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,25.03,19.27,-275.8,141.6,24.239999999999988,103.69000000000001,4.28
7,2012,152,41,Lemitar,34.1670457032,-106.889953039,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,14.46,26.55,-278.4,106.6,30.6,35.169999999999995,1.15
7,2013,202,52,Lemitar,34.1670457032,-106.889953039,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,22.63,23.94,-279.1,191.9,54,241.5399999999999,4.47
7,2014,168,39,Lemitar,34.1670457032,-106.889953039,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,18.5,26.37,-271.9,162.10000000000002,29.12,176.04000000000093,6.05
7,2015,327,54,Lemitar,34.1670457032,-106.889953039,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,10.13,26,-267.5,204.75,28.43,58.76,2.07
7,2016,229,56,Lemitar,34.1670457032,-106.889953039,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,8.44,23.73,-274,215.25,30.8,55.77999999999999,1.81
7,2017,51,29,Lemitar,34.1670457032,-106.889953039,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,4.39,18.3,-278.8,169.15,19.69,74.589999999999975,3.79
7,2018,112,43,Lemitar,34.1670457032,-106.889953039,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,6.56,23.63,-289.8,103.34,23.63,30.47,1.29
7,2019,137,32,Lemitar,34.1670457032,-106.889953039,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,5.95,13.5,-267.9,162.5,18.240000000000002,46.18999999999998,2.53
7,2020,113,34,Lemitar,34.1670457032,-106.889953039,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,0.42,15.97,-274,164.05,44.160000000000004,33.06,0.75
7,2021,277,41,Lemitar,34.1670457032,-106.889953039,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,2.62,14.27,-285,187.8,92.07000000000001,94.79999999999997,1.03
8,2002,182,35,Hispanic Cultural Center,35.0688083802,-106.65807622,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,163.27,.,-147.5,83.2,32.14,183.12,5.7
8,2003,186,42,Hispanic Cultural Center,35.0688083802,-106.65807622,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,170.89,.,-144.1,108.5,104.32,193.02999999999997,1.85
8,2004,1888,44,Hispanic Cultural Center,35.0688083802,-106.65807622,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,156.81,.,-137.6,275.7,20.26,176.04000000000002,8.69
8,2005,173,40,Hispanic Cultural Center,35.0688083802,-106.65807622,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,175.13,.,-124.4,173.9,57.05,233.26000000000002,4.09
8,2006,181,38,Hispanic Cultural Center,35.0688083802,-106.65807622,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,177,.,-138.2,198.3,80.96,237.28,2.93
8,2007,180,37,Hispanic Cultural Center,35.0688083802,-106.65807622,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,170.27,.,-134.2,201.3,133.86,267.69000000000005,2
8,2008,164,38,Hispanic Cultural Center,35.0688083802,-106.65807622,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,164.25,.,-123.8,145.95,113.67,231.73999999999998,2.04
8,2009,144,36,Hispanic Cultural Center,35.0688083802,-106.65807622,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,159.21,.,-127.2,185.5,77.9,216.94000000000003,2.78
8,2010,513,47,Hispanic Cultural Center,35.0688083802,-106.65807622,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,153.53,.,-127.4,204.55,88.92,248.81999999999996,2.8
8,2011,233,47,Hispanic Cultural Center,35.0688083802,-106.65807622,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,186.35,.,-133,143.3,87.46000000000001,245.11000000000004,2.8
8,2012,268,54,Hispanic Cultural Center,35.0688083802,-106.65807622,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,186.31,.,-135.7,97.85,155.1,253.16,1.63
8,2013,423,51,Hispanic Cultural Center,35.0688083802,-106.65807622,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,172.98,.,-133.3,240.3,111.06,234.95,2.12
8,2014,270,50,Hispanic Cultural Center,35.0688083802,-106.65807622,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,170.69,.,-131.8,171.3,129.7100000000001,240.95,1.86
8,2015,394,50,Hispanic Cultural Center,35.0688083802,-106.65807622,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,164.1,.,-117.9,204.6,149.42000000000002,275.29999999999995,1.84
8,2016,284,42,Hispanic Cultural Center,35.0688083802,-106.65807622,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,170.72,.,-122.8,123.75,148.26999999999998,258.64000000000004,1.74
8,2017,333,58,Hispanic Cultural Center,35.0688083802,-106.65807622,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,169.12,.,-105.4,151.95,201.42999999999998,272.18,1.35
8,2018,311,65,Hispanic Cultural Center,35.0688083802,-106.65807622,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,142.59,.,-131.4,64.88499999999999,148.78,202.01999999999998,1.36
8,2019,244,49,Hispanic Cultural Center,35.0688083802,-106.65807622,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,144.66,.,-101.1,193.5,184.07000000000002,219.71,1.19
8,2020,240,40,Hispanic Cultural Center,35.0688083802,-106.65807622,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,143.15,.,-135.7,116.45,117.9200000000001,210.76,1.79
8,2021,273,51,Hispanic Cultural Center,35.0688083802,-106.65807622,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,152.57,.,-140.6,93.4,151.6600000000002,206.91,1.36
9,2002,208,35,Ohkay Owingeh,36.0618,-106.0761,Est from map,Cochiti Reach,8313000,Rio Grande at Otowi Bridge 8313000,85.4,.,.,.,77.65,330.50000000000006,4.26
9,2003,299,31,Ohkay Owingeh,36.0618,-106.0761,Est from map,Cochiti Reach,8313000,Rio Grande at Otowi Bridge 8313000,99.99,.,.,.,152.16000000000003,429.11,2.82
9,2004,397,43,Ohkay Owingeh,36.0618,-106.0761,Est from map,Cochiti Reach,8313000,Rio Grande at Otowi Bridge 8313000,29.55,.,.,.,133.54,361.3299999999998,2.71
9,2005,1805,38,Ohkay Owingeh,36.0618,-106.0761,Est from map,Cochiti Reach,8313000,Rio Grande at Otowi Bridge 8313000,38.99,.,.,.,147.07,332.99,2.26
9,2006,210,33,Ohkay Owingeh,36.0618,-106.0761,Est from map,Cochiti Reach,8313000,Rio Grande at Otowi Bridge 8313000,40.4,.,.,.,128.02999999999997,370.1700000000002,2.89
9,2007,211,23,Ohkay Owingeh,36.0618,-106.0761,Est from map,Cochiti Reach,8313000,Rio Grande at Otowi Bridge 8313000,33.43,.,.,.,139.24999999999997,362.05,2.6
9,2008,223,28,Ohkay Owingeh,36.0618,-106.0761,Est from map,Cochiti Reach,8313000,Rio Grande at Otowi Bridge 8313000,31.17,.,.,.,174.17000000000002,420.90999999999997,2.42
9,2009,205,34,Ohkay Owingeh,36.0618,-106.0761,Est from map,Cochiti Reach,8313000,Rio Grande at Otowi Bridge 8313000,44.64,.,.,.,106.33,424.39,3.99
9,2010,275,35,Ohkay Owingeh,36.0618,-106.0761,Est from map,Cochiti Reach,8313000,Rio Grande at Otowi Bridge 8313000,.,.,.,.,.,.,.
9,2011,187,37,Ohkay Owingeh,36.0618,-106.0761,Est from map,Cochiti Reach,8313000,Rio Grande at Otowi Bridge 8313000,4.74,.,.,.,99.84999999999998,460.72,4.61
9,2012,296,46,Ohkay Owingeh,36.0618,-106.0761,Est from map,Cochiti Reach,8313000,Rio Grande at Otowi Bridge 8313000,1.02,.,.,.,100.03,400.0400000000001,4
9,2013,191,38,Ohkay Owingeh,36.0618,-106.0761,Est from map,Cochiti Reach,8313000,Rio Grande at Otowi Bridge 8313000,.,.,.,.,.,.,.
9,2014,297,41,Ohkay Owingeh,36.0618,-106.0761,Est from map,Cochiti Reach,8313000,Rio Grande at Otowi Bridge 8313000,0.88,.,.,.,99.47999999999999,337.4899999999999,3.39
9,2015,172,35,Ohkay Owingeh,36.0618,-106.0761,Est from map,Cochiti Reach,8313000,Rio Grande at Otowi Bridge 8313000,1.04,.,.,.,95.04000000000002,351.01,3.69
10,2003,212,36,Diversion,35.191618922399996,-106.643382687,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,62.93,18.04,-204.5,106.4,55.7,130.53,2.34
10,2004,97,33,Diversion,35.191618922399996,-106.643382687,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,68.21,16.12,-214.3,282.95,61.519999999999996,157.86999999999998,2.57
10,2005,381,39,Diversion,35.191618922399996,-106.643382687,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,47.35,12.27,-233.6,196,70.32,125.94000000000001,1.79
10,2006,199,43,Diversion,35.191618922399996,-106.643382687,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,58.92,14.12,-251.3,274.9,54.660000000000004,193.81,3.55
10,2007,346,43,Diversion,35.191618922399996,-106.643382687,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,54.07,9.39,-223.8,217.25,77.73,128.62,1.65
10,2008,163,31,Diversion,35.191618922399996,-106.643382687,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,50.52,9.69,-220.1,153.7,48.83,118.74000000000001,2.43
10,2009,165,45,Diversion,35.191618922399996,-106.643382687,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,52.79,14.31,-225.1,154.25,46.44,153.87999999999997,3.31
10,2010,231,43,Diversion,35.191618922399996,-106.643382687,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,42.9,16.39,-234.5,170.55,44.07,123.42,2.8
10,2011,264,44,Diversion,35.191618922399996,-106.643382687,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,33.32,10.81,-244.8,87.1,34.31,63.02,1.84
10,2012,204,48,Diversion,35.191618922399996,-106.643382687,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,36.16,17.7,-246.8,71.65,37.94,68.67,1.81
10,2013,236,48,Diversion,35.191618922399996,-106.643382687,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,31.01,13.87,-248.7,204.85,47.19,92.73,1.97
10,2016,350,69,Diversion,35.191618922399996,-106.643382687,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,37.11,23.65,-230.4,140.8,66.42999999999999,123.35,1.86
10,2017,270,66,Diversion,35.191618922399996,-106.643382687,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,41.3,27.1,-216.8,98,70.31,117.94999999999999,1.68
11,2003,54,17,Calabacillas,35.1946222612,-106.646350963,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,.,.,.,.,.,.,.
11,2004,184,34,Calabacillas,35.1946222612,-106.646350963,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,139.02,23.85,-133.6,220.05,108.48000000000002,172.19000000000003,1.59
11,2005,234,32,Calabacillas,35.1946222612,-106.646350963,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,158.2,.,-126.7,173.4,66.03,191.64000000000001,2.9
11,2006,179,34,Calabacillas,35.1946222612,-106.646350963,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,138.72,0.13,-128,252.2,28.2,182.63000000000002,6.48
11,2007,317,45,Calabacillas,35.1946222612,-106.646350963,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,145.01,0.25,-126.4,217.9,91.21,179.61999999999998,1.97
11,2008,280,41,Calabacillas,35.1946222612,-106.646350963,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,143.89,0.23,-120.4,142.1,16.3,185.66999999999996,11.39
11,2009,162,43,Calabacillas,35.1946222612,-106.646350963,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,138.54,0.54,-133.3,143.55,15.39,188.82999999999998,12.27
11,2010,289,47,Calabacillas,35.1946222612,-106.646350963,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,145.48,.,-148.1,179.05,6.71,187.06,27.88
11,2011,194,38,Calabacillas,35.1946222612,-106.646350963,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,168.97,0.56,-168.8,99.65,20.439999999999998,198.21,9.7
11,2012,276,52,Calabacillas,35.1946222612,-106.646350963,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,143.18,0.06,-169.9,71.7,11.399999999999999,172.33999999999997,15.12
11,2013,229,37,Calabacillas,35.1946222612,-106.646350963,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,137.71,0.34,-176.7,217.55,24.12,166.92000000000002,6.92
11,2016,445,57,Calabacillas,35.1946222612,-106.646350963,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,148.73,1.72,-154,134.5,17.95,194.18,10.82
11,2017,683,26,Calabacillas,35.1946222612,-106.646350963,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,159.34,1.68,-133.4,113.45,12.71,216.81,17.06
12,2007,585,45,Minnow,35.1972256042,-106.644122231,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,155.64,0.37,-126.6,224.85,58.39,191.36999999999998,3.28
12,2008,375,45,Minnow,35.1972256042,-106.644122231,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,147.65,0.85,-119.6,117.65,24.73,212.43000000000004,8.59
12,2009,338,46,Minnow,35.1972256042,-106.644122231,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,159.21,3.03,-133.3,137.75,48.23,221.74000000000004,4.6
12,2010,265,43,Minnow,35.1972256042,-106.644122231,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,160.36,3.14,-147,159.89999999999998,19.1,235.8,12.35
12,2011,406,42,Minnow,35.1972256042,-106.644122231,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,147.43,2.07,-162,63.05,13.47,175.50000000000003,13.03
12,2012,396,51,Minnow,35.1972256042,-106.644122231,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,149.29,.,-156.4,59,22.080000000000002,182.11,8.25
12,2013,219,45,Minnow,35.1972256042,-106.644122231,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,145.8,0.25,-164.2,209.85,27.35,180.95000000000002,6.62
12,2014,422,50,Minnow,35.1972256042,-106.644122231,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,137.56,0.22,-158.9,104.35,24.89,179.13000000000002,7.2
12,2015,333,49,Minnow,35.1972256042,-106.644122231,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,143.03,0.56,-139.7,231.95,75.83000000000001,202.94000000000003,2.68
12,2016,322,46,Minnow,35.1972256042,-106.644122231,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,138.79,1.67,-151.3,119.65,28.759999999999998,201.43999999999997,7
12,2017,458,45,Minnow,35.1972256042,-106.644122231,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,127.74,2.69,-140,117.15,34.86,213.47000000000003,6.12
12,2018,152,34,Minnow,35.1972256042,-106.644122231,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,130.91,1.87,-187.7,163.505,40.45,200.41,4.95
12,2019,244,59,Minnow,35.1972256042,-106.644122231,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,143.23,4.37,-134.6,215.65,79.21000000000001,221.53999999999994,2.8
12,2020,318,36,Minnow,35.1972256042,-106.644122231,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,151.47,5.27,-165.2,92.5,54.39,200.37999999999997,3.68
12,2021,227,55,Minnow,35.1972256042,-106.644122231,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,144.96,4.74,-163.1,120.25,47.17,228.42,4.84
13,2003,171,36,Harrison,35.0150622305,-106.673722917,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,.,.,.,.,.,.,.
13,2004,171,40,Harrison,35.0150622305,-106.673722917,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,10.69,5.78,-124.3,278.75,27.480000000000004,222.18999999999997,8.09
13,2005,99,22,Harrison,35.0150622305,-106.673722917,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,15.42,9.69,-105.1,217.35,29.18,294.09999999999997,10.08
13,2006,164,35,Harrison,35.0150622305,-106.673722917,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,27.87,6,-127.3,238.84999999999997,43.43,323.1400000000001,7.44
13,2007,337,43,Harrison,35.0150622305,-106.673722917,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,38.91,5.98,-100,280.95,50.2,373.7799999999999,7.45
13,2008,213,24,Harrison,35.0150622305,-106.673722917,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,28.35,4.83,-86.5,192.5,55.25,380.3,6.88
13,2009,231,33,Harrison,35.0150622305,-106.673722917,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,35.01,4.61,-97.1,182.05,55.56,381.85,6.87
13,2010,208,33,Harrison,35.0150622305,-106.673722917,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,33.17,4.08,-97.2,171.25,76.36999999999998,379.28000000000014,4.97
13,2011,505,48,Harrison,35.0150622305,-106.673722917,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,39.52,2.78,-109.1,111.65,74.42,246.84,3.32
13,2012,260,47,Harrison,35.0150622305,-106.673722917,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,24.46,2.22,-110.8,95.1,70.21000000000001,177.16999999999996,2.52
