Site number,Year,Name,lettercode,numbercode,family,class,order,genspp,Annual mean counts
5,2018,Callilepis sp.,ARGNACAL,5011617,16,5,1,17,6
5,2018,Ceuthophilus sp.,RHCEU,1190903,9,1,19,3,2
5,2018,Chrysomelidae,INCOCHR,1020900,9,1,2,0,1
5,2018,Coccinellidae,INCOCOC,1022200,22,1,2,0,1
5,2018,Coleoptera larva,INCOLAR,1020001,0,1,2,1,4
5,2018,Collembola,INCL,1040000,0,1,4,0,6
5,2018,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,7
5,2018,Curculionidae,INCOCUR,1023100,31,1,2,0,3
5,2018,Cydnidae,INHECYD,1750500,5,1,75,0,3
5,2018,Dictynidae,ARARADIC,5012500,25,5,1,0,1
5,2018,Drassyllus texamans,GNDRATEX,5011644,16,5,1,44,5
5,2018,Eleodes longicollis,TEELELON,1024642,46,1,2,42,1
5,2018,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,2
5,2018,Embaphion contusum,TEEMBCON,1024651,46,1,2,51,1
5,2018,Esthesopus sp.,ELAETH,1020508,5,1,2,8,1
5,2018,Formica sp.,FOFOM,1111309,13,1,11,9,9
5,2018,Gnaphosidae,ARARAGNA,5011600,16,5,1,0,2
5,2018,Gryllus sp.,ORGRYGRY,1193702,37,1,19,2,7
5,2018,Habronattus sp.,ARSALHAB,5011003,10,5,1,3,1
5,2018,Halictidae,INHYHAL,1111700,17,1,11,0,1
5,2018,Hemiptera,INHE,1750000,0,1,75,0,6
5,2018,Histeridae,INCOHIS,1023000,30,1,2,0,1
5,2018,Hogna sp.,ARLYCHOG,5012406,24,5,1,6,1
5,2018,Hymenoptera,INHY,1110000,0,1,11,0,5
5,2018,Kukulcania sp.,ARAFILKUK,5019801,98,5,1,1,1
5,2018,Lasius sp.,FOLAS,1111310,13,1,11,10,7
5,2018,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,4
5,2018,Leptothorax sp.,FOLEP,1111306,13,1,11,6,20
5,2018,Lizard,LIZ,9030100,1,9,3,0,3
5,2018,Lycosidae,ARARALYC,5012400,24,5,1,0,3
5,2018,Monomorium minimum,FOMONMIN,1111317,13,1,11,17,6
5,2018,Mutillidae,INHYMUT,1111900,19,1,11,0,2
5,2018,Myrmecophilus sp.,INORMYR,1194001,40,1,19,1,1
5,2018,Neuroptera larva,INNELAR,1160001,0,1,16,1,1
5,2018,Noctuidae,INLENOC,1090100,1,1,9,0,1
5,2018,Notoxus sp.,INCONOTO,1024105,41,1,2,5,5
5,2018,Omorgus sp.,COTROOMO,1029604,96,1,2,4,1
5,2018,Pholcidae,ARARAPHO,5010200,2,5,1,0,2
5,2018,Polyxenida,DIPOX,7030000,0,7,3,0,4
5,2018,Porcellio laevis,PORLAE,6020101,1,6,2,1,4
5,2018,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,3
5,2018,Psocoptera,INPS,1220000,0,1,22,0,3
5,2018,Reduviidae,INHERED,1750100,1,1,75,0,2
5,2018,Salticidae,ARARASAL,5011000,10,5,1,0,4
5,2018,Solenopsis sp.,FOSOL,1111305,13,1,11,5,1
5,2018,Tenebrionidae,COTEN,1024600,46,1,2,0,3
5,2018,Tetramorium sp.,FOTET,1111351,13,1,11,51,6
5,2018,Thomisidae,ARARATHO,5014500,45,5,1,0,1
5,2018,Xysticus sp.,ARTHOXYS,5014502,45,5,1,2,1
5,2018,Zelotes lasalanus,GNZELLAS,5011609,16,5,1,9,4
5,2018,Zelotes sp.,ARGNAZEL,5011604,16,5,1,4,2
5,2018,.,MISSING,.,.,.,.,.,0
5,2018,.,NOCAP,0,0,0,0,0,0
5,2019,Acari,ARACA,5020000,0,5,2,0,5
5,2019,Aeolus sp.,ELAAEO,1020506,5,1,2,6,1
5,2019,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,30
5,2019,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,6
5,2019,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,6
5,2019,Bothrotes sp.,TEBOT,1024664,46,1,2,64,1
5,2019,Calathus opaculus,CACALOPA,1025503,55,1,2,3,7
5,2019,Callilepis sp.,ARGNACAL,5011617,16,5,1,17,5
5,2019,Camponotus sp.,FOCAM,1111344,13,1,11,44,1
5,2019,Coleoptera larva,INCOLAR,1020001,0,1,2,1,3
5,2019,Collembola,INCL,1040000,0,1,4,0,2
5,2019,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,7
5,2019,Cryptophagidae,INCOCRY,1020800,8,1,2,0,1
5,2019,Curculionidae,INCOCUR,1023100,31,1,2,0,1
5,2019,Cyclotrachelus sp.,CACYC,1025541,55,1,2,41,2
5,2019,Cyclotrachelus substriatus,CACYCSUB,1025527,55,1,2,27,4
5,2019,Cydnidae,INHECYD,1750500,5,1,75,0,1
5,2019,Dictynidae,ARARADIC,5012500,25,5,1,0,1
5,2019,Eleodes carbonarius (obsoletus),TEELEOBS,1024639,46,1,2,66,1
5,2019,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,5
5,2019,Gryllus sp.,ORGRYGRY,1193702,37,1,19,2,5
5,2019,Hemiptera,INHE,1750000,0,1,75,0,5
5,2019,Herpyllus sp.,ARGNAHER,5011612,16,5,1,12,1
5,2019,Heteroderes sp.,ELAHET,1020507,5,1,2,7,1
5,2019,Histeridae,INCOHIS,1023000,30,1,2,0,3
5,2019,Hogna sp.,ARLYCHOG,5012406,24,5,1,6,1
5,2019,Hymenoptera,INHY,1110000,0,1,11,0,1
5,2019,Kukulcania sp.,ARAFILKUK,5019801,98,5,1,1,1
5,2019,Lasius sp.,FOLAS,1111310,13,1,11,10,8
5,2019,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,2
5,2019,Leptothorax sp.,FOLEP,1111306,13,1,11,6,2
5,2019,Lizard,LIZ,9030100,1,9,3,0,2
5,2019,Myrmecocystus sp.,FOMYM,1111345,13,1,11,45,1
5,2019,Myrmeleontidae,INNEMYR,1160100,1,1,16,0,1
5,2019,Pasimachus californicus,CAPASCAL,1025538,55,1,2,38,6
5,2019,Pasimachus elongatus,CAPASELA,1025531,55,1,2,31,1
5,2019,Phrurolithidae,ARRAPHR,5019000,90,5,1,0,2
5,2019,Porcellio laevis,PORLAE,6020101,1,6,2,1,10
5,2019,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,1
5,2019,Salticidae,ARARASAL,5011000,10,5,1,0,1
5,2019,Scarabaeidae,INCOSCA,1020400,4,1,2,0,1
5,2019,Solenopsis sp.,FOSOL,1111305,13,1,11,5,4
5,2019,Staphylinidae,INCOSTA,1021700,17,1,2,0,2
5,2019,Varacosa sp.,ARLYCVAR,5012425,24,5,1,25,1
5,2019,Xysticus sp.,ARTHOXYS,5014502,45,5,1,2,1
5,2019,Zelotes sp.,ARGNAZEL,5011604,16,5,1,4,5
5,2019,.,NOCAP,0,0,0,0,0,0
5,2020,Archaeognatha,INAR,1800000,0,1,80,0,1
5,2020,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,21
5,2020,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,2
5,2020,Calathus opaculus,CACALOPA,1025503,55,1,2,3,6
5,2020,Curculionidae,INCOCUR,1023100,31,1,2,0,1
5,2020,Cyclotrachelus substriatus,CACYCSUB,1025527,55,1,2,27,2
5,2020,Elateridae,INCOELA,1020500,5,1,2,0,1
5,2020,Formicidae,INHYFOR,1111300,13,1,11,0,1
5,2020,Gryllus sp.,ORGRYGRY,1193702,37,1,19,2,1
5,2020,Harpalus sp.,CAHAR,1025530,55,1,2,30,2
5,2020,Hemiptera,INHE,1750000,0,1,75,0,1
5,2020,Hymenoptera,INHY,1110000,0,1,11,0,1
5,2020,Insecta larva,INLA,1000001,0,1,0,1,1
5,2020,Pardosa sp.,ARLYCPAR,5012404,24,5,1,4,1
5,2020,Pasimachus californicus,CAPASCAL,1025538,55,1,2,38,1
5,2020,Porcellio laevis,PORLAE,6020101,1,6,2,1,3
5,2020,Staphylinidae,INCOSTA,1021700,17,1,2,0,3
5,2020,Varacosa sp.,ARLYCVAR,5012425,24,5,1,25,4
5,2020,.,NOCAP,0,0,0,0,0,0
5,2021,Acari,ARACA,5020000,0,5,2,0,2
5,2021,Aeolus sp.,ELAAEO,1020506,5,1,2,6,1
5,2021,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,24
5,2021,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,4
5,2021,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,1
5,2021,Calathus opaculus,CACALOPA,1025503,55,1,2,3,3
5,2021,Ceuthophilus sp.,RHCEU,1190903,9,1,19,3,1
5,2021,Coleoptera larva,INCOLAR,1020001,0,1,2,1,5
5,2021,Collembola,INCL,1040000,0,1,4,0,2
5,2021,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,10
5,2021,Cryptophagidae,INCOCRY,1020800,8,1,2,0,8
5,2021,Cyclotrachelus substriatus,CACYCSUB,1025527,55,1,2,27,2
5,2021,Diptera,INDI,1060000,0,1,6,0,1
5,2021,Drassyllus sp.,ARGNADRA,5011637,16,5,1,37,1
5,2021,Dysdera crocata,ARDYSCRO,5011402,14,5,1,2,1
5,2021,Elateridae,INCOELA,1020500,5,1,2,0,1
5,2021,Eleodes carbonarius,TEELECAR,1024639,46,1,2,65,1
5,2021,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,2
5,2021,Gnaphosidae,ARARAGNA,5011600,16,5,1,0,2
5,2021,Graphops sp.,COCHRGRA,1020905,9,1,2,5,1
5,2021,Gryllidae,INORGRY,1193700,37,1,19,0,1
5,2021,Gryllus sp.,ORGRYGRY,1193702,37,1,19,2,2
5,2021,Hemiptera,INHE,1750000,0,1,75,0,3
5,2021,Histeridae,INCOHIS,1023000,30,1,2,0,1
5,2021,Hymenoptera,INHY,1110000,0,1,11,0,1
5,2021,Insecta larva,INLA,1000001,0,1,0,1,3
5,2021,Lasius sp.,FOLAS,1111310,13,1,11,10,1
5,2021,Lepidoptera,INLE,1090000,0,1,9,0,1
5,2021,Lepidoptera larva,ARACA,5020000,0,5,2,0,1
5,2021,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,3
5,2021,Lepismatidae,INZYLEP,1420200,2,1,42,0,1
5,2021,Lithobiomorpha,CHLIT,2020000,0,2,2,0,1
5,2021,Lycosidae,ARARALYC,5012400,24,5,1,0,1
5,2021,Melanotus sp.,ELMEL,1020505,5,1,2,5,1
5,2021,Monomorium minimum,FOMONMIN,1111317,13,1,11,17,5
5,2021,No captures,NOCAP,0,0,0,0,0,0
5,2021,Pasimachus californicus,CAPASCAL,1025538,55,1,2,38,5
5,2021,Pasimachus elongatus,CAPASELA,1025531,55,1,2,31,7
5,2021,Pasimachus sp.,CAPAS,1025543,55,1,2,43,1
5,2021,Polyxenida,DIPOX,7030000,0,7,3,0,1
5,2021,Porcellio laevis,PORLAE,6020101,1,6,2,1,3
5,2021,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,2
5,2021,Psocoptera,INPS,1220000,0,1,22,0,2
5,2021,Pterostichus sp.,CAPTE,1025520,55,1,2,20,1
5,2021,Salticidae,ARARASAL,5011000,10,5,1,0,1
5,2021,Solenopsis sp.,FOSOL,1111305,13,1,11,5,2
5,2021,Staphylinidae,INCOSTA,1021700,17,1,2,0,1
5,2021,Thomisidae,ARARATHO,5014500,45,5,1,0,3
5,2021,Varacosa sp.,ARLYCVAR,5012425,24,5,1,25,2
5,2021,Zelotes sp.,ARGNAZEL,5011604,16,5,1,4,2
6,2000,Acari,ARACA,5020000,0,5,2,0,3
6,2000,Araneae,ARARA,5010000,0,5,1,0,7
6,2000,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,5
6,2000,Blapstinus sp.,TEBLA,1024646,46,1,2,46,7
6,2000,Carabidae,INCOCAR,1025500,55,1,2,0,1
6,2000,Eleodes sp.,TEELE,1024601,46,1,2,1,11
6,2000,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,1
6,2000,Formicidae,INHYFOR,1111300,13,1,11,0,30
6,2000,Gryllus alogus,GRGRYALO,1193701,37,1,19,1,6
6,2000,Hemiptera,INHE,1750000,0,1,75,0,4
6,2000,Hymenoptera,INHY,1110000,0,1,11,0,1
6,2000,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,5
6,2000,Orthoptera,INOR,1190000,0,1,19,0,1
6,2000,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,1
6,2000,Pterostichus sp.,CAPTE,1025520,55,1,2,20,12
6,2000,Scarabaeidae,INCOSCA,1020400,4,1,2,0,6
6,2000,Staphylinidae,INCOSTA,1021700,17,1,2,0,1
6,2000,Tenebrionidae,COTEN,1024600,46,1,2,0,3
6,2000,.,NOCAP,0,0,0,0,0,0
6,2000,.,.,.,.,.,.,.,0
6,2001,Agonum sp.,CAAGO,1025515,55,1,2,15,6
6,2001,Amara sp.,CAAMA,1025505,55,1,2,5,1
6,2001,Araneae,ARARA,5010000,0,5,1,0,7
6,2001,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,13
6,2001,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,3
6,2001,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,3
6,2001,Blapstinus sp.,TEBLA,1024646,46,1,2,46,8
6,2001,Camponotus sp.,FOCAM,1111344,13,1,11,44,3
6,2001,Carabidae,INCOCAR,1025500,55,1,2,0,7
6,2001,Cicadellidae,INHECID,1751200,12,1,75,0,1
6,2001,Coleoptera,INCO,1020000,0,1,2,0,5
6,2001,Coleoptera larva,INCOLAR,1020001,0,1,2,1,1
6,2001,Curculionidae,INCOCUR,1023100,31,1,2,0,7
6,2001,Cyclotrachelus substriatus,CACYCSUB,1025527,55,1,2,27,2
6,2001,Dorymyrmex sp.,FODOR,1111302,13,1,11,2,20
6,2001,Elateridae,INCOELA,1020500,5,1,2,0,1
6,2001,Eleodes fusiformis,TEELEFUS,1024610,46,1,2,10,3
6,2001,Eleodes gracilis,TEELEGRA,1024638,46,1,2,38,2
6,2001,Eleodes obsoletus,TEELEOBS,1024639,46,1,2,39,9
6,2001,Eleodes sp.,TEELE,1024601,46,1,2,1,8
6,2001,Eleodes sponsus,TEELESPO,1024643,46,1,2,43,2
6,2001,Embaphion contusum,TEEMBCON,1024651,46,1,2,51,1
6,2001,Euryderus sp.,CAEUR,1025535,55,1,2,35,3
6,2001,Forelius sp.,FOFOE,1111342,13,1,11,42,1
6,2001,Formica sp.,FOFOM,1111309,13,1,11,9,1
6,2001,Formicidae,INHYFOR,1111300,13,1,11,0,41
6,2001,Gryllidae,INORGRY,1193700,37,1,19,0,1
6,2001,Harpalus sp.,CAHAR,1025530,55,1,2,30,3
6,2001,Hemiptera,INHE,1750000,0,1,75,0,5
6,2001,Hymenoptera,INHY,1110000,0,1,11,0,4
6,2001,Insecta,IN,1000000,0,1,0,0,1
6,2001,Lasius sp.,FOLAS,1111310,13,1,11,10,5
6,2001,Lepidoptera,INLE,1090000,0,1,9,0,1
6,2001,Lobometopon fusiformis,TELOBFUS,1024653,46,1,2,53,3
6,2001,Lygaeidae,INHELYG,1750300,3,1,75,0,7
6,2001,Mantodea,INMA,1780000,0,1,78,0,1
6,2001,Metoponium sp.,TEMET,1024644,46,1,2,44,7
6,2001,Mutillidae,INHYMUT,1111900,19,1,11,0,3
6,2001,Myrmeleontidae,INNEMYR,1160100,1,1,16,0,2
6,2001,Pasimachus californicus,CAPASCAL,1025538,55,1,2,38,1
6,2001,Pasimachus elongatus,CAPASELA,1025531,55,1,2,31,2
6,2001,Poecilus chalcites,CAPOECHA,1025502,55,1,2,2,1
6,2001,Poecilus sp.,CAPOE,1025528,55,1,2,28,1
6,2001,Pogonomyrmex sp.,FOPOG,1111337,13,1,11,37,33
6,2001,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,1
6,2001,Pterostichus sp.,CAPTE,1025520,55,1,2,20,6
6,2001,Reduviidae,INHERED,1750100,1,1,75,0,1
6,2001,Rhaphidophoridae,INORRHA,1190900,9,1,19,0,2
6,2001,Scarabaeidae,INCOSCA,1020400,4,1,2,0,2
6,2001,Tenebrionidae,COTEN,1024600,46,1,2,0,5
6,2001,.,NOCAP,0,0,0,0,0,0
6,2002,Amara sp.,CAAMA,1025505,55,1,2,5,2
6,2002,Araneae,ARARA,5010000,0,5,1,0,3
6,2002,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,2
6,2002,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,7
6,2002,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,5
6,2002,Blapstinus sp.,TEBLA,1024646,46,1,2,46,1
6,2002,Camponotus sp.,FOCAM,1111344,13,1,11,44,2
6,2002,Carabidae,INCOCAR,1025500,55,1,2,0,2
6,2002,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,1
6,2002,Curculionidae,INCOCUR,1023100,31,1,2,0,2
6,2002,Cydnidae,INHECYD,1750500,5,1,75,0,1
6,2002,Dorymyrmex sp.,FODOR,1111302,13,1,11,2,2
6,2002,Eleodes fusiformis,TEELEFUS,1024610,46,1,2,10,3
6,2002,Eleodes obsoletus,TEELEOBS,1024639,46,1,2,39,4
6,2002,Eleodes sp.,TEELE,1024601,46,1,2,1,2
6,2002,Eleodes sponsus,TEELESPO,1024643,46,1,2,43,4
6,2002,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,1
6,2002,Formica sp.,FOFOM,1111309,13,1,11,9,2
6,2002,Harpalus pennsylvanicus,CAHARPEN,1025508,55,1,2,8,1
6,2002,Harpalus sp.,CAHAR,1025530,55,1,2,30,3
6,2002,Histeridae,INCOHIS,1023000,30,1,2,0,3
6,2002,Hoplia sp.,SCHOP,1020408,4,1,2,8,8
6,2002,Lasius sp.,FOLAS,1111310,13,1,11,10,14
6,2002,Leptothorax sp.,FOLEP,1111306,13,1,11,6,1
6,2002,Lobometopon fusiformis,TELOBFUS,1024653,46,1,2,53,2
6,2002,Lygaeidae,INHELYG,1750300,3,1,75,0,1
6,2002,Metoponium sp.,TEMET,1024644,46,1,2,44,4
6,2002,Mutillidae,INHYMUT,1111900,19,1,11,0,5
6,2002,Myrmecocystus sp.,FOMYM,1111345,13,1,11,45,11
6,2002,Myrmicinae,FOMYR,1111313,13,1,11,13,1
6,2002,Pasimachus elongatus,CAPASELA,1025531,55,1,2,31,1
6,2002,Pheidole sp.,FOPHE,1111314,13,1,11,14,11
6,2002,Poecilus sp.,CAPOE,1025528,55,1,2,28,1
6,2002,Pogonomyrmex sp.,FOPOG,1111337,13,1,11,37,48
6,2002,Prenolepis sp.,FOPRE,1111339,13,1,11,39,4
6,2002,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,1
6,2002,Rhaphidophoridae,INORRHA,1190900,9,1,19,0,2
6,2002,Scarabaeidae,INCOSCA,1020400,4,1,2,0,1
6,2002,Solenopsis sp.,FOSOL,1111305,13,1,11,5,71
6,2002,Solifugae,ARSOL,5040000,0,5,4,0,2
6,2002,Tapinoma sessile,FOTAPSES,1111318,13,1,11,18,6
6,2002,.,NOCAP,0,0,0,0,0,0
6,2002,.,.,.,.,.,.,.,0
6,2003,Anisodactylus harrisi,CAANIHAR,1025532,55,1,2,32,1
6,2003,Araneae,ARARA,5010000,0,5,1,0,1
6,2003,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,4
6,2003,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,5
6,2003,Coleoptera,INCO,1020000,0,1,2,0,1
6,2003,Dorymyrmex sp.,FODOR,1111302,13,1,11,2,22
6,2003,Eleodes obsoletus,TEELEOBS,1024639,46,1,2,39,1
6,2003,Eleodes sponsus,TEELESPO,1024643,46,1,2,43,4
6,2003,Formicidae,INHYFOR,1111300,13,1,11,0,1
6,2003,Harpalus sp.,CAHAR,1025530,55,1,2,30,1
6,2003,Lasius sp.,FOLAS,1111310,13,1,11,10,6
6,2003,Lygaeidae,INHELYG,1750300,3,1,75,0,2
6,2003,Metoponium sp.,TEMET,1024644,46,1,2,44,1
6,2003,Monomorium sp.,FOMON,1111343,13,1,11,43,100
6,2003,Mutillidae,INHYMUT,1111900,19,1,11,0,2
6,2003,Myrmecocystus sp.,FOMYM,1111345,13,1,11,45,2
6,2003,Myrmeleontidae,INNEMYR,1160100,1,1,16,0,1
6,2003,Pasimachus elongatus,CAPASELA,1025531,55,1,2,31,1
6,2003,Pheidole sp.,FOPHE,1111314,13,1,11,14,50
6,2003,Pogonomyrmex sp.,FOPOG,1111337,13,1,11,37,24
6,2003,Prenolepis sp.,FOPRE,1111339,13,1,11,39,6
6,2003,Rhaphidophoridae,INORRHA,1190900,9,1,19,0,2
6,2003,Scarabaeidae,INCOSCA,1020400,4,1,2,0,2
6,2003,Solenopsis sp.,FOSOL,1111305,13,1,11,5,15
6,2003,.,NOCAP,0,0,0,0,0,0
6,2003,.,.,.,.,.,.,.,0
6,2004,Acari,ARACA,5020000,0,5,2,0,31
6,2004,Anthicidae,INCOANT,1024100,41,1,2,0,2
6,2004,Araneae,ARARA,5010000,0,5,1,0,6
6,2004,Bembidion timidum,CABEMTIM,1025522,55,1,2,22,1
6,2004,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,2
6,2004,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,5
6,2004,Carabidae,INCOCAR,1025500,55,1,2,0,1
6,2004,Cicadellidae,INHECID,1751200,12,1,75,0,1
6,2004,Coleoptera larva,INCOLAR,1020001,0,1,2,1,1
6,2004,Collembola,INCL,1040000,0,1,4,0,12
6,2004,Diptera,INDI,1060000,0,1,6,0,2
6,2004,Dorymyrmex sp.,FODOR,1111302,13,1,11,2,36
6,2004,Eleodes fusiformis,TEELEFUS,1024610,46,1,2,10,2
6,2004,Eleodes obsoletus,TEELEOBS,1024639,46,1,2,39,8
6,2004,Eleodes sp.,TEELE,1024601,46,1,2,1,9
6,2004,Eleodes sponsus,TEELESPO,1024643,46,1,2,43,1
6,2004,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,1
6,2004,Formica sp.,FOFOM,1111309,13,1,11,9,2
6,2004,Formicinae,FOFON,1111349,13,1,11,49,1
6,2004,Hoplia sp.,SCHOP,1020408,4,1,2,8,1
6,2004,Hymenoptera,INHY,1110000,0,1,11,0,1
6,2004,Lasius sp.,FOLAS,1111310,13,1,11,10,45
6,2004,Lygaeidae,INHELYG,1750300,3,1,75,0,22
6,2004,Metoponium sp.,TEMET,1024644,46,1,2,44,6
6,2004,Mutillidae,INHYMUT,1111900,19,1,11,0,9
6,2004,Myrmecocystus sp.,FOMYM,1111345,13,1,11,45,1
6,2004,Myrmeleontidae,INNEMYR,1160100,1,1,16,0,2
6,2004,Pogonomyrmex sp.,FOPOG,1111337,13,1,11,37,21
6,2004,Pompilidae,INHYPOM,1111500,15,1,11,0,1
6,2004,Prenolepis sp.,FOPRE,1111339,13,1,11,39,12
6,2004,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,1
6,2004,Psocoptera,INPS,1220000,0,1,22,0,1
6,2004,Reduviidae,INHERED,1750100,1,1,75,0,1
6,2004,Solifugae,ARSOL,5040000,0,5,4,0,3
6,2004,.,NOCAP,0,0,0,0,0,0
6,2004,.,.,.,.,.,.,.,0
6,2005,Acari,ARACA,5020000,0,5,2,0,14
6,2005,Amara sp.,CAAMA,1025505,55,1,2,5,1
6,2005,Araneae,ARARA,5010000,0,5,1,0,7
6,2005,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,7
6,2005,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,2
6,2005,Calathus opaculus,CACALOPA,1025503,55,1,2,3,1
6,2005,Camponotus vicinus,FOCAMVIC,1111324,13,1,11,24,1
6,2005,Carabidae,INCOCAR,1025500,55,1,2,0,13
6,2005,Coleoptera,INCO,1020000,0,1,2,0,1
6,2005,Collembola,INCL,1040000,0,1,4,0,212
6,2005,Curculionidae,INCOCUR,1023100,31,1,2,0,2
6,2005,Cyclotrachelus substriatus,CACYCSUB,1025527,55,1,2,27,1
6,2005,Dorymyrmex sp.,FODOR,1111302,13,1,11,2,9
6,2005,Eleodes extricatus,TEELEEXT,1024641,46,1,2,41,2
6,2005,Eleodes fusiformis,TEELEFUS,1024610,46,1,2,10,1
6,2005,Eleodes longicollis,TEELELON,1024642,46,1,2,42,2
6,2005,Eleodes obsoletus,TEELEOBS,1024639,46,1,2,39,14
6,2005,Eleodes sp.,TEELE,1024601,46,1,2,1,11
6,2005,Eleodes sponsus,TEELESPO,1024643,46,1,2,43,6
6,2005,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,1
6,2005,Embaphion contusum,TEEMBCON,1024651,46,1,2,51,1
6,2005,Eusattus reticulatus,TEEUSRET,1024657,46,1,2,57,1
6,2005,Formica sp.,FOFOM,1111309,13,1,11,9,4
6,2005,Formicidae,INHYFOR,1111300,13,1,11,0,5
6,2005,Harpalus sp.,CAHAR,1025530,55,1,2,30,4
6,2005,Hemiptera,INHE,1750000,0,1,75,0,8
6,2005,Hymenoptera,INHY,1110000,0,1,11,0,1
6,2005,Insecta,IN,1000000,0,1,0,0,6
6,2005,Insecta larva,INLA,1000001,0,1,0,1,8
6,2005,Lasius sp.,FOLAS,1111310,13,1,11,10,14
6,2005,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,2
6,2005,Lygaeidae,INHELYG,1750300,3,1,75,0,2
6,2005,Metoponium sp.,TEMET,1024644,46,1,2,44,3
6,2005,Monomorium pharaonis,FOMONPHA,1111348,13,1,11,48,1
6,2005,Mutillidae,INHYMUT,1111900,19,1,11,0,3
6,2005,Myrmecocystus sp.,FOMYM,1111345,13,1,11,45,1
6,2005,Pasimachus elongatus,CAPASELA,1025531,55,1,2,31,2
6,2005,Poecilus lucublandus,CAPOELUC,1025539,55,1,2,39,1
6,2005,Poecilus sp.,CAPOE,1025528,55,1,2,28,3
6,2005,Pogonomyrmex sp.,FOPOG,1111337,13,1,11,37,23
6,2005,Selenophorus sp.,COCARSEL,1025536,55,1,2,36,1
6,2005,Staphylinidae,INCOSTA,1021700,17,1,2,0,6
6,2005,.,NOCAP,0,0,0,0,0,0
6,2005,.,.,.,.,.,.,.,0
6,2006,Acari,ARACA,5020000,0,5,2,0,5
6,2006,Agonum decorum,CAAGODEC,1025517,55,1,2,17,3
6,2006,Amara sp.,CAAMA,1025505,55,1,2,5,1
6,2006,Araneae,ARARA,5010000,0,5,1,0,6
6,2006,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,9
6,2006,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,1
6,2006,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,1
6,2006,Carabidae,INCOCAR,1025500,55,1,2,0,1
6,2006,Chilopoda,CH,2000000,0,2,0,0,1
6,2006,Chironomidae,INDICHI,1060300,3,1,6,0,1
6,2006,Chrysomela scripta,CHCHRSCR,1020904,9,1,2,4,1
6,2006,Collembola,INCL,1040000,0,1,4,0,3
6,2006,Curculionidae,INCOCUR,1023100,31,1,2,0,1
6,2006,Diptera,INDI,1060000,0,1,6,0,2
6,2006,Dorymyrmex sp.,FODOR,1111302,13,1,11,2,12
6,2006,Eleodes obsoletus,TEELEOBS,1024639,46,1,2,39,3
6,2006,Eleodes sp.,TEELE,1024601,46,1,2,1,24
6,2006,Eleodes sponsus,TEELESPO,1024643,46,1,2,43,2
6,2006,Eleodes tricostatus,TEELETRI,1024655,46,1,2,55,2
6,2006,Forelius sp.,FOFOE,1111342,13,1,11,42,2
6,2006,Formica sp.,FOFOM,1111309,13,1,11,9,1
6,2006,Formicidae,INHYFOR,1111300,13,1,11,0,2
