Site number,Year,Name,lettercode,numbercode,family,class,order,genspp,Annual mean counts,Site name,Latitude,Longitude
7,2014,Araeoschizus decipiens,TEAREDEC,1024649,46,1,2,49,7,Lemitar,34.1670457032,-106.889953039
7,2014,Archaeognatha,INAR,1800000,0,1,80,0,1,Lemitar,34.1670457032,-106.889953039
7,2014,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,2,Lemitar,34.1670457032,-106.889953039
7,2014,Carabidae,INCOCAR,1025500,55,1,2,0,4,Lemitar,34.1670457032,-106.889953039
7,2014,Coleoptera larva,INCOLAR,1020001,0,1,2,1,1,Lemitar,34.1670457032,-106.889953039
7,2014,Collembola,INCL,1040000,0,1,4,0,2,Lemitar,34.1670457032,-106.889953039
7,2014,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,2,Lemitar,34.1670457032,-106.889953039
7,2014,Cydnidae,INHECYD,1750500,5,1,75,0,1,Lemitar,34.1670457032,-106.889953039
7,2014,Dorymyrmex sp.,FODOR,1111302,13,1,11,2,4,Lemitar,34.1670457032,-106.889953039
7,2014,Eleodes longicollis,TEELELON,1024642,46,1,2,42,2,Lemitar,34.1670457032,-106.889953039
7,2014,Eleodes obsoletus,TEELEOBS,1024639,46,1,2,39,3,Lemitar,34.1670457032,-106.889953039
7,2014,Eleodes sp.,TEELE,1024601,46,1,2,1,8,Lemitar,34.1670457032,-106.889953039
7,2014,Euryderus sp.,CAEUR,1025535,55,1,2,35,1,Lemitar,34.1670457032,-106.889953039
7,2014,Formicidae,INHYFOR,1111300,13,1,11,0,5,Lemitar,34.1670457032,-106.889953039
7,2014,Gnaphosidae,ARARAGNA,5011600,16,5,1,0,5,Lemitar,34.1670457032,-106.889953039
7,2014,Hemiptera,INHE,1750000,0,1,75,0,6,Lemitar,34.1670457032,-106.889953039
7,2014,Histeridae,INCOHIS,1023000,30,1,2,0,1,Lemitar,34.1670457032,-106.889953039
7,2014,Hypoponera sp.,HYFORHYP,1111303,13,1,11,3,1,Lemitar,34.1670457032,-106.889953039
7,2014,Isoptera,INIS,1030000,0,1,3,0,1,Lemitar,34.1670457032,-106.889953039
7,2014,Lizard,.,.,1,9,3,0,5,Lemitar,34.1670457032,-106.889953039
7,2014,Lycosidae,ARARALYC,5012400,24,5,1,0,2,Lemitar,34.1670457032,-106.889953039
7,2014,Metoponium sp.,TEMET,1024644,46,1,2,44,1,Lemitar,34.1670457032,-106.889953039
7,2014,Monomorium sp.,FOMON,1111343,13,1,11,43,36,Lemitar,34.1670457032,-106.889953039
7,2014,Mutillidae,INHYMUT,1111900,19,1,11,0,7,Lemitar,34.1670457032,-106.889953039
7,2014,Oxyopidae,ARAROXY,5014700,47,5,1,0,1,Lemitar,34.1670457032,-106.889953039
7,2014,Pheidole sp.,FOPHE,1111314,13,1,11,14,8,Lemitar,34.1670457032,-106.889953039
7,2014,Pholcidae,ARARAPHO,5010200,2,5,1,0,4,Lemitar,34.1670457032,-106.889953039
7,2014,Pogonomyrmex sp.,FOPOG,1111337,13,1,11,37,13,Lemitar,34.1670457032,-106.889953039
7,2014,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,4,Lemitar,34.1670457032,-106.889953039
7,2014,Salticidae,ARARASAL,5011000,10,5,1,0,1,Lemitar,34.1670457032,-106.889953039
7,2014,Scarabaeidae,INCOSCA,1020400,4,1,2,0,2,Lemitar,34.1670457032,-106.889953039
7,2014,Stenopelmatus fuscus,STSTEFUS,1191101,11,1,19,1,3,Lemitar,34.1670457032,-106.889953039
7,2014,Tenebrionidae,COTEN,1024600,46,1,2,0,4,Lemitar,34.1670457032,-106.889953039
7,2014,Tetramorium sp.,FOTET,1111351,13,1,11,51,3,Lemitar,34.1670457032,-106.889953039
7,2014,Thomisidae,ARARATHO,5014500,45,5,1,0,4,Lemitar,34.1670457032,-106.889953039
7,2014,Tingidae,INHETIN,1751100,11,1,75,0,1,Lemitar,34.1670457032,-106.889953039
7,2014,.,NOCAP,0,0,0,0,0,0,Lemitar,34.1670457032,-106.889953039
7,2014,.,.,.,.,.,.,.,0,Lemitar,34.1670457032,-106.889953039
7,2015,Acari,ARACA,5020000,0,5,2,0,15,Lemitar,34.1670457032,-106.889953039
7,2015,Apoidea,INHYAPO,1111000,10,1,11,0,1,Lemitar,34.1670457032,-106.889953039
7,2015,Araeoschizus decipiens,TEAREDEC,1024649,46,1,2,49,3,Lemitar,34.1670457032,-106.889953039
7,2015,Araeoschizus sp.,INCOARES,1024660,46,1,2,60,1,Lemitar,34.1670457032,-106.889953039
7,2015,Araneae,ARARA,5010000,0,5,1,0,5,Lemitar,34.1670457032,-106.889953039
7,2015,Carabidae,INCOCAR,1025500,55,1,2,0,1,Lemitar,34.1670457032,-106.889953039
7,2015,Ceuthophilus sp.,RHCEU,1190903,9,1,19,3,1,Lemitar,34.1670457032,-106.889953039
7,2015,Coleoptera,INCO,1020000,0,1,2,0,2,Lemitar,34.1670457032,-106.889953039
7,2015,Coleoptera larva,INCOLAR,1020001,0,1,2,1,2,Lemitar,34.1670457032,-106.889953039
7,2015,Collembola,INCL,1040000,0,1,4,0,6,Lemitar,34.1670457032,-106.889953039
7,2015,Cyclotrachelus sp.,CACYC,1025541,55,1,2,41,1,Lemitar,34.1670457032,-106.889953039
7,2015,Dermestidae,INCODER,1020700,7,1,2,0,1,Lemitar,34.1670457032,-106.889953039
7,2015,Dictynidae,ARARADIC,5012500,25,5,1,0,1,Lemitar,34.1670457032,-106.889953039
7,2015,Dorymyrmex sp.,FODOR,1111302,13,1,11,2,4,Lemitar,34.1670457032,-106.889953039
7,2015,Eleodes extricatus,TEELEEXT,1024641,46,1,2,41,3,Lemitar,34.1670457032,-106.889953039
7,2015,Eleodes fusiformis,TEELEFUS,1024610,46,1,2,10,3,Lemitar,34.1670457032,-106.889953039
7,2015,Eleodes longicollis,TEELELON,1024642,46,1,2,42,1,Lemitar,34.1670457032,-106.889953039
7,2015,Eleodes obsoletus,TEELEOBS,1024639,46,1,2,39,8,Lemitar,34.1670457032,-106.889953039
7,2015,Eleodes sp.,TEELE,1024601,46,1,2,1,18,Lemitar,34.1670457032,-106.889953039
7,2015,Eleodes sponsus,TEELESPO,1024643,46,1,2,43,3,Lemitar,34.1670457032,-106.889953039
7,2015,Embaphion contusum,TEEMBCON,1024651,46,1,2,51,1,Lemitar,34.1670457032,-106.889953039
7,2015,Euryderus sp.,CAEUR,1025535,55,1,2,35,1,Lemitar,34.1670457032,-106.889953039
7,2015,Formica sp.,FOFOM,1111309,13,1,11,9,22,Lemitar,34.1670457032,-106.889953039
7,2015,Formicidae,INHYFOR,1111300,13,1,11,0,1,Lemitar,34.1670457032,-106.889953039
7,2015,Gnaphosa sericata,GNGNASER,5011616,16,5,1,16,1,Lemitar,34.1670457032,-106.889953039
7,2015,Gnaphosa sp.,ARGNAGNA,5011606,16,5,1,6,3,Lemitar,34.1670457032,-106.889953039
7,2015,Gnaphosidae,ARARAGNA,5011600,16,5,1,0,5,Lemitar,34.1670457032,-106.889953039
7,2015,Hemiptera,INHE,1750000,0,1,75,0,1,Lemitar,34.1670457032,-106.889953039
7,2015,Hymenoptera,INHY,1110000,0,1,11,0,1,Lemitar,34.1670457032,-106.889953039
7,2015,Insecta larva,INLA,1000001,0,1,0,1,3,Lemitar,34.1670457032,-106.889953039
7,2015,Lepismatidae,INZYLEP,1420200,2,1,42,0,1,Lemitar,34.1670457032,-106.889953039
7,2015,Leptothorax sp.,FOLEP,1111306,13,1,11,6,5,Lemitar,34.1670457032,-106.889953039
7,2015,Lizard,.,.,1,9,3,0,7,Lemitar,34.1670457032,-106.889953039
7,2015,Monomorium sp.,FOMON,1111343,13,1,11,43,9,Lemitar,34.1670457032,-106.889953039
7,2015,Mutillidae,INHYMUT,1111900,19,1,11,0,6,Lemitar,34.1670457032,-106.889953039
7,2015,Myrmicinae,FOMYR,1111313,13,1,11,13,1,Lemitar,34.1670457032,-106.889953039
7,2015,Oribatida,ARACAORI,5020100,1,5,2,0,68,Lemitar,34.1670457032,-106.889953039
7,2015,Orthoptera,INOR,1190000,0,1,19,0,1,Lemitar,34.1670457032,-106.889953039
7,2015,Pheidole sp.,FOPHE,1111314,13,1,11,14,12,Lemitar,34.1670457032,-106.889953039
7,2015,Pholcidae,ARARAPHO,5010200,2,5,1,0,2,Lemitar,34.1670457032,-106.889953039
7,2015,Pogonomyrmex sp.,FOPOG,1111337,13,1,11,37,14,Lemitar,34.1670457032,-106.889953039
7,2015,Porcellio laevis,PORLAE,6020101,1,6,2,1,7,Lemitar,34.1670457032,-106.889953039
7,2015,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,1,Lemitar,34.1670457032,-106.889953039
7,2015,Scarabaeidae,INCOSCA,1020400,4,1,2,0,2,Lemitar,34.1670457032,-106.889953039
7,2015,Scolopendra sp.,CHSCOSCO,2010202,2,2,1,2,1,Lemitar,34.1670457032,-106.889953039
7,2015,Selenophorus sp.,COCARSEL,1025536,55,1,2,36,8,Lemitar,34.1670457032,-106.889953039
7,2015,Solenopsis sp.,FOSOL,1111305,13,1,11,5,1,Lemitar,34.1670457032,-106.889953039
7,2015,Solifugae,ARSOL,5040000,0,5,4,0,3,Lemitar,34.1670457032,-106.889953039
7,2015,Stenopelmatus fuscus,STSTEFUS,1191101,11,1,19,1,2,Lemitar,34.1670457032,-106.889953039
7,2015,Tapinoma sessile,FOTAPSES,1111318,13,1,11,18,1,Lemitar,34.1670457032,-106.889953039
7,2015,Tetramorium sp.,FOTET,1111351,13,1,11,51,49,Lemitar,34.1670457032,-106.889953039
7,2015,Theridiidae,ARARATHE,5011500,15,5,1,0,1,Lemitar,34.1670457032,-106.889953039
7,2015,Thomisidae,ARARATHO,5014500,45,5,1,0,3,Lemitar,34.1670457032,-106.889953039
7,2015,Toad,.,.,3,9,3,0,1,Lemitar,34.1670457032,-106.889953039
7,2015,Zelotes sp.,ARGNAZEL,5011604,16,5,1,4,2,Lemitar,34.1670457032,-106.889953039
7,2016,Acari,ARACA,5020000,0,5,2,0,12,Lemitar,34.1670457032,-106.889953039
7,2016,Amara sp.,CAAMA,1025505,55,1,2,5,1,Lemitar,34.1670457032,-106.889953039
7,2016,Araeoschizus decipiens,TEAREDEC,1024649,46,1,2,49,6,Lemitar,34.1670457032,-106.889953039
7,2016,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,1,Lemitar,34.1670457032,-106.889953039
7,2016,Asidopsis opaca,TEASIOPA,1024645,46,1,2,45,2,Lemitar,34.1670457032,-106.889953039
7,2016,Camponotus sp.,FOCAM,1111344,13,1,11,44,1,Lemitar,34.1670457032,-106.889953039
7,2016,Ceuthophilus sp.,RHCEU,1190903,9,1,19,3,1,Lemitar,34.1670457032,-106.889953039
7,2016,Chrysomelidae,INCOCHR,1020900,9,1,2,0,1,Lemitar,34.1670457032,-106.889953039
7,2016,Clubionidae,ARARACLU,5012300,23,5,1,0,1,Lemitar,34.1670457032,-106.889953039
7,2016,Coleoptera larva,INCOLAR,1020001,0,1,2,1,1,Lemitar,34.1670457032,-106.889953039
7,2016,Collembola,INCL,1040000,0,1,4,0,4,Lemitar,34.1670457032,-106.889953039
7,2016,Curculionidae,INCOCUR,1023100,31,1,2,0,3,Lemitar,34.1670457032,-106.889953039
7,2016,Dorymyrmex sp.,FODOR,1111302,13,1,11,2,7,Lemitar,34.1670457032,-106.889953039
7,2016,Eleodes caudiferus,TEELECAU,1024658,46,1,2,58,1,Lemitar,34.1670457032,-106.889953039
7,2016,Eleodes extricatus,TEELEEXT,1024641,46,1,2,41,1,Lemitar,34.1670457032,-106.889953039
7,2016,Eleodes longicollis,TEELELON,1024642,46,1,2,42,2,Lemitar,34.1670457032,-106.889953039
7,2016,Eleodes obsoletus,TEELEOBS,1024639,46,1,2,39,33,Lemitar,34.1670457032,-106.889953039
7,2016,Eleodes sp.,TEELE,1024601,46,1,2,1,1,Lemitar,34.1670457032,-106.889953039
7,2016,Eleodes sponsus,TEELESPO,1024643,46,1,2,43,9,Lemitar,34.1670457032,-106.889953039
7,2016,Embaphion contusum,TEEMBCON,1024651,46,1,2,51,2,Lemitar,34.1670457032,-106.889953039
7,2016,Euryderus sp.,CAEUR,1025535,55,1,2,35,3,Lemitar,34.1670457032,-106.889953039
7,2016,Formica sp.,FOFOM,1111309,13,1,11,9,1,Lemitar,34.1670457032,-106.889953039
7,2016,Formicinae,FOFON,1111349,13,1,11,49,17,Lemitar,34.1670457032,-106.889953039
7,2016,Gnaphosa sericata,GNGNASER,5011616,16,5,1,16,3,Lemitar,34.1670457032,-106.889953039
7,2016,Gnaphosidae,ARARAGNA,5011600,16,5,1,0,3,Lemitar,34.1670457032,-106.889953039
7,2016,Hemiptera,INHE,1750000,0,1,75,0,4,Lemitar,34.1670457032,-106.889953039
7,2016,Histeridae,INCOHIS,1023000,30,1,2,0,1,Lemitar,34.1670457032,-106.889953039
7,2016,Hymenoptera,INHY,1110000,0,1,11,0,2,Lemitar,34.1670457032,-106.889953039
7,2016,Lepidoptera,INLE,1090000,0,1,9,0,2,Lemitar,34.1670457032,-106.889953039
7,2016,Melissodes sp.,INHY,1110000,0,1,11,0,1,Lemitar,34.1670457032,-106.889953039
7,2016,Metoponium sp.,TEMET,1024644,46,1,2,44,9,Lemitar,34.1670457032,-106.889953039
7,2016,Missing/no data,MISSING,.,.,.,.,.,0,Lemitar,34.1670457032,-106.889953039
7,2016,Monomorium sp.,FOMON,1111343,13,1,11,43,12,Lemitar,34.1670457032,-106.889953039
7,2016,Mutillidae,INHYMUT,1111900,19,1,11,0,6,Lemitar,34.1670457032,-106.889953039
7,2016,Myrmeleontidae larva,NEMYRLA,1160101,1,1,16,1,2,Lemitar,34.1670457032,-106.889953039
7,2016,Myrmicinae,FOMYR,1111313,13,1,11,13,1,Lemitar,34.1670457032,-106.889953039
7,2016,Oribatida,ARACAORI,5020100,1,5,2,0,3,Lemitar,34.1670457032,-106.889953039
7,2016,Pentatomidae,INHEPEN,1750800,8,1,75,0,1,Lemitar,34.1670457032,-106.889953039
7,2016,Pheidole sp.,FOPHE,1111314,13,1,11,14,7,Lemitar,34.1670457032,-106.889953039
7,2016,Pholcidae,ARARAPHO,5010200,2,5,1,0,3,Lemitar,34.1670457032,-106.889953039
7,2016,Pimeliinae,COTENPIM,1024662,46,1,2,62,1,Lemitar,34.1670457032,-106.889953039
7,2016,Pogonomyrmex maricopa,pogom,1111399,13,1,11,99,4,Lemitar,34.1670457032,-106.889953039
7,2016,Pogonomyrmex occidentalis,FOPOGOCC,1111320,13,1,11,20,14,Lemitar,34.1670457032,-106.889953039
7,2016,Polyphaga,INCOPOL,1020002,0,1,2,2,2,Lemitar,34.1670457032,-106.889953039
7,2016,Porcellio laevis,PORLAE,6020101,1,6,2,1,4,Lemitar,34.1670457032,-106.889953039
7,2016,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,1,Lemitar,34.1670457032,-106.889953039
7,2016,Scolopendra polymorpha,SCOPOL,2010201,2,2,1,1,3,Lemitar,34.1670457032,-106.889953039
7,2016,Sergiolus sp.,ARARA,5010000,0,5,1,0,1,Lemitar,34.1670457032,-106.889953039
7,2016,Solenopsis sp.,FOSOL,1111305,13,1,11,5,3,Lemitar,34.1670457032,-106.889953039
7,2016,Solifugae,ARSOL,5040000,0,5,4,0,1,Lemitar,34.1670457032,-106.889953039
7,2016,Stenopelmatus sp.,ORSTESTE,1191101,11,1,19,2,1,Lemitar,34.1670457032,-106.889953039
7,2016,Tetramorium sp.,FOTET,1111351,13,1,11,51,15,Lemitar,34.1670457032,-106.889953039
7,2016,Thomisidae,ARARATHO,5014500,45,5,1,0,4,Lemitar,34.1670457032,-106.889953039
7,2016,Vaejovis sp.,ARSCVA,5090101,1,5,9,1,1,Lemitar,34.1670457032,-106.889953039
7,2016,Xysticus sp.,ARTHOXYS,5014502,45,5,1,2,1,Lemitar,34.1670457032,-106.889953039
7,2016,Zelotes sp.,ARGNAZEL,5011604,16,5,1,4,2,Lemitar,34.1670457032,-106.889953039
7,2016,.,NOCAP,0,0,0,0,0,0,Lemitar,34.1670457032,-106.889953039
7,2017,Acari,ARACA,5020000,0,5,2,0,5,Lemitar,34.1670457032,-106.889953039
7,2017,Acrididae,INORACR,1193900,39,1,19,0,1,Lemitar,34.1670457032,-106.889953039
7,2017,Camponotus sp.,FOCAM,1111344,13,1,11,44,1,Lemitar,34.1670457032,-106.889953039
7,2017,Coleoptera larva,INCOLAR,1020001,0,1,2,1,1,Lemitar,34.1670457032,-106.889953039
7,2017,Collembola,INCL,1040000,0,1,4,0,4,Lemitar,34.1670457032,-106.889953039
7,2017,Diorhabda sp.,INCHRDIO,1020907,9,1,2,7,1,Lemitar,34.1670457032,-106.889953039
7,2017,Eleodes caudiferus,TEELECAU,1024658,46,1,2,58,1,Lemitar,34.1670457032,-106.889953039
7,2017,Euryderus sp.,CAEUR,1025535,55,1,2,35,1,Lemitar,34.1670457032,-106.889953039
7,2017,Formica sp.,FOFOM,1111309,13,1,11,9,1,Lemitar,34.1670457032,-106.889953039
7,2017,Gnaphosa sericata,GNGNASER,5011616,16,5,1,16,1,Lemitar,34.1670457032,-106.889953039
7,2017,Gnaphosidae,ARARAGNA,5011600,16,5,1,0,3,Lemitar,34.1670457032,-106.889953039
7,2017,Hemiptera,INHE,1750000,0,1,75,0,3,Lemitar,34.1670457032,-106.889953039
7,2017,Hogna sp.,ARLYCHOG,5012406,24,5,1,6,1,Lemitar,34.1670457032,-106.889953039
7,2017,Hymenoptera,INHY,1110000,0,1,11,0,1,Lemitar,34.1670457032,-106.889953039
7,2017,Linyphiidae,ARARALIN,5012200,22,5,1,0,1,Lemitar,34.1670457032,-106.889953039
7,2017,Lycosidae,ARARALYC,5012400,24,5,1,0,1,Lemitar,34.1670457032,-106.889953039
7,2017,Monomorium sp.,FOMON,1111343,13,1,11,43,3,Lemitar,34.1670457032,-106.889953039
7,2017,Mutillidae,INHYMUT,1111900,19,1,11,0,1,Lemitar,34.1670457032,-106.889953039
7,2017,Pholcidae,ARARAPHO,5010200,2,5,1,0,3,Lemitar,34.1670457032,-106.889953039
7,2017,Pogonomyrmex maricopa,POGMAR,1111357,13,1,11,57,1,Lemitar,34.1670457032,-106.889953039
7,2017,Pogonomyrmex occidentalis,FOPOGOCC,1111320,13,1,11,20,1,Lemitar,34.1670457032,-106.889953039
7,2017,Psocoptera,INPS,1220000,0,1,22,0,1,Lemitar,34.1670457032,-106.889953039
7,2017,Reduviidae,INHERED,1750100,1,1,75,0,1,Lemitar,34.1670457032,-106.889953039
7,2017,Rhaphidophoridae,INORRHA,1190900,9,1,19,0,1,Lemitar,34.1670457032,-106.889953039
7,2017,Selenophorus sp.,COCARSEL,1025536,55,1,2,36,3,Lemitar,34.1670457032,-106.889953039
7,2017,Solenopsis sp.,FOSOL,1111305,13,1,11,5,1,Lemitar,34.1670457032,-106.889953039
7,2017,Tetramorium sp.,FOTET,1111351,13,1,11,51,4,Lemitar,34.1670457032,-106.889953039
7,2017,Tingidae,INHETIN,1751100,11,1,75,0,3,Lemitar,34.1670457032,-106.889953039
7,2017,Zelotes sp.,ARGNAZEL,5011604,16,5,1,4,1,Lemitar,34.1670457032,-106.889953039
7,2018,Acari,ARACA,5020000,0,5,2,0,8,Lemitar,34.1670457032,-106.889953039
7,2018,Acrididae,INORACR,1193900,39,1,19,0,1,Lemitar,34.1670457032,-106.889953039
7,2018,Araeoschizus decipiens,TEAREDEC,1024649,46,1,2,49,3,Lemitar,34.1670457032,-106.889953039
7,2018,Araneae,ARARA,5010000,0,5,1,0,1,Lemitar,34.1670457032,-106.889953039
7,2018,Callilepis sp.,ARGNACAL,5011617,16,5,1,17,2,Lemitar,34.1670457032,-106.889953039
7,2018,Ceuthophilus sp.,RHCEU,1190903,9,1,19,3,1,Lemitar,34.1670457032,-106.889953039
7,2018,Coccinellidae,INCOCOC,1022200,22,1,2,0,1,Lemitar,34.1670457032,-106.889953039
7,2018,Colocistis sp.,TIPCOLO,1115501,55,1,11,1,1,Lemitar,34.1670457032,-106.889953039
7,2018,Curculionidae,INCOCUR,1023100,31,1,2,0,3,Lemitar,34.1670457032,-106.889953039
7,2018,Dichelonyx sp.,SCDICH,1020412,4,1,2,12,2,Lemitar,34.1670457032,-106.889953039
7,2018,Dorymyrmex insanus,DORINS,1111354,13,1,11,54,2,Lemitar,34.1670457032,-106.889953039
7,2018,Elateridae,INCOELA,1020500,5,1,2,0,1,Lemitar,34.1670457032,-106.889953039
7,2018,Eleodes carbonarius,TEELECAR,1024639,46,1,2,65,1,Lemitar,34.1670457032,-106.889953039
7,2018,Eleodes carbonarius (obsoletus),TEELEOBS,1024639,46,1,2,66,7,Lemitar,34.1670457032,-106.889953039
7,2018,Eleodes longicollis,TEELELON,1024642,46,1,2,42,1,Lemitar,34.1670457032,-106.889953039
7,2018,Formica sp.,FOFOM,1111309,13,1,11,9,2,Lemitar,34.1670457032,-106.889953039
7,2018,Gnaphosidae,ARARAGNA,5011600,16,5,1,0,1,Lemitar,34.1670457032,-106.889953039
7,2018,Hemiptera,INHE,1750000,0,1,75,0,1,Lemitar,34.1670457032,-106.889953039
7,2018,Lizard,LIZ,9030100,1,9,3,0,5,Lemitar,34.1670457032,-106.889953039
7,2018,Metoponium sp.,TEMET,1024644,46,1,2,44,3,Lemitar,34.1670457032,-106.889953039
7,2018,Monomorium minimum,FOMONMIN,1111317,13,1,11,17,6,Lemitar,34.1670457032,-106.889953039
7,2018,Mutillidae,INHYMUT,1111900,19,1,11,0,4,Lemitar,34.1670457032,-106.889953039
7,2018,Myrmecocystus sp.,FOMYM,1111345,13,1,11,45,2,Lemitar,34.1670457032,-106.889953039
7,2018,Oxyopes sp.,AROXYOXY,5014701,47,5,1,1,1,Lemitar,34.1670457032,-106.889953039
7,2018,Oxyopidae,ARAROXY,5014700,47,5,1,0,1,Lemitar,34.1670457032,-106.889953039
7,2018,Pheidole sp.,FOPHE,1111314,13,1,11,14,5,Lemitar,34.1670457032,-106.889953039
7,2018,Pholcidae,ARARAPHO,5010200,2,5,1,0,3,Lemitar,34.1670457032,-106.889953039
7,2018,Pogonomyrmex desertorum,POGDES,1111359,13,1,11,59,1,Lemitar,34.1670457032,-106.889953039
7,2018,Pogonomyrmex maricopa,POGMAR,1111357,13,1,11,57,8,Lemitar,34.1670457032,-106.889953039
7,2018,Pogonomyrmex rugosus,POGRUG,1111353,13,1,11,53,1,Lemitar,34.1670457032,-106.889953039
7,2018,Pogonomyrmex sp.,FOPOG,1111337,13,1,11,37,1,Lemitar,34.1670457032,-106.889953039
7,2018,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,1,Lemitar,34.1670457032,-106.889953039
7,2018,Salticidae,ARARASAL,5011000,10,5,1,0,1,Lemitar,34.1670457032,-106.889953039
7,2018,Scolopendra polymorpha,SCOPOL,2010201,2,2,1,1,3,Lemitar,34.1670457032,-106.889953039
7,2018,Solenopsis sp.,FOSOL,1111305,13,1,11,5,1,Lemitar,34.1670457032,-106.889953039
7,2018,Stenopelmatus sp.,ORSTESTE,1191101,11,1,19,2,5,Lemitar,34.1670457032,-106.889953039
7,2018,Tapinoma sessile,FOTAPSES,1111318,13,1,11,18,3,Lemitar,34.1670457032,-106.889953039
7,2018,Tetramorium sp.,FOTET,1111351,13,1,11,51,14,Lemitar,34.1670457032,-106.889953039
7,2018,Theridiidae,ARARATHE,5011500,15,5,1,0,2,Lemitar,34.1670457032,-106.889953039
7,2018,Zelotes lasalanus,GNZELLAS,5011609,16,5,1,9,1,Lemitar,34.1670457032,-106.889953039
7,2018,Zelotes sp.,ARGNAZEL,5011604,16,5,1,4,1,Lemitar,34.1670457032,-106.889953039
7,2018,.,MISSING,.,.,.,.,.,0,Lemitar,34.1670457032,-106.889953039
7,2018,.,NOCAP,0,0,0,0,0,0,Lemitar,34.1670457032,-106.889953039
7,2019,,.,.,.,.,.,.,6,Lemitar,34.1670457032,-106.889953039
7,2019,Acari,ARACA,5020000,0,5,2,0,3,Lemitar,34.1670457032,-106.889953039
7,2019,Araeoschizus decipiens,TEAREDEC,1024649,46,1,2,49,7,Lemitar,34.1670457032,-106.889953039
7,2019,Camponotus sp.,FOCAM,1111344,13,1,11,44,1,Lemitar,34.1670457032,-106.889953039
7,2019,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,1,Lemitar,34.1670457032,-106.889953039
7,2019,Curculionidae,INCOCUR,1023100,31,1,2,0,3,Lemitar,34.1670457032,-106.889953039
7,2019,Dorymyrmex insanus,DORINS,1111354,13,1,11,54,2,Lemitar,34.1670457032,-106.889953039
7,2019,Eleodes carbonarius (obsoletus),TEELEOBS,1024639,46,1,2,66,12,Lemitar,34.1670457032,-106.889953039
7,2019,Eleodes longicollis,TEELELON,1024642,46,1,2,42,3,Lemitar,34.1670457032,-106.889953039
7,2019,Formica sp.,FOFOM,1111309,13,1,11,9,3,Lemitar,34.1670457032,-106.889953039
7,2019,Gnaphosa sericata,GNGNASER,5011616,16,5,1,16,3,Lemitar,34.1670457032,-106.889953039
7,2019,Gnaphosidae,ARARAGNA,5011600,16,5,1,0,2,Lemitar,34.1670457032,-106.889953039
7,2019,Hemiptera,INHE,1750000,0,1,75,0,5,Lemitar,34.1670457032,-106.889953039
7,2019,Histeridae,INCOHIS,1023000,30,1,2,0,1,Lemitar,34.1670457032,-106.889953039
7,2019,Hogna sp.,ARLYCHOG,5012406,24,5,1,6,1,Lemitar,34.1670457032,-106.889953039
7,2019,Hymenoptera,INHY,1110000,0,1,11,0,1,Lemitar,34.1670457032,-106.889953039
7,2019,Leptothorax sp.,FOLEP,1111306,13,1,11,6,1,Lemitar,34.1670457032,-106.889953039
7,2019,Lizard,LIZ,9030100,1,9,3,0,5,Lemitar,34.1670457032,-106.889953039
7,2019,Metoponium sp.,TEMET,1024644,46,1,2,44,1,Lemitar,34.1670457032,-106.889953039
7,2019,Monomorium minimum,FOMONMIN,1111317,13,1,11,17,5,Lemitar,34.1670457032,-106.889953039
7,2019,Mutillidae,INHYMUT,1111900,19,1,11,0,6,Lemitar,34.1670457032,-106.889953039
7,2019,Myrmecocystus sp.,FOMYM,1111345,13,1,11,45,1,Lemitar,34.1670457032,-106.889953039
7,2019,Myrmeleontidae larva,NEMYRLA,1160101,1,1,16,1,1,Lemitar,34.1670457032,-106.889953039
7,2019,Pholcidae,ARARAPHO,5010200,2,5,1,0,3,Lemitar,34.1670457032,-106.889953039
7,2019,Pogonomyrmex maricopa,POGMAR,1111357,13,1,11,57,30,Lemitar,34.1670457032,-106.889953039
7,2019,Salticidae,ARARASAL,5011000,10,5,1,0,1,Lemitar,34.1670457032,-106.889953039
7,2019,Scolopendra polymorpha,SCOPOL,2010201,2,2,1,1,3,Lemitar,34.1670457032,-106.889953039
7,2019,Stenopelmatus sp.,ORSTESTE,1191101,11,1,19,2,5,Lemitar,34.1670457032,-106.889953039
7,2019,Tetramorium sp.,FOTET,1111351,13,1,11,51,18,Lemitar,34.1670457032,-106.889953039
7,2019,Theridiidae,ARARATHE,5011500,15,5,1,0,1,Lemitar,34.1670457032,-106.889953039
7,2019,Zelotes sp.,ARGNAZEL,5011604,16,5,1,4,1,Lemitar,34.1670457032,-106.889953039
7,2019,.,NOCAP,0,0,0,0,0,1,Lemitar,34.1670457032,-106.889953039
7,2020,Acari,ARACA,5020000,0,5,2,0,2,Lemitar,34.1670457032,-106.889953039
7,2020,Ammobaenetes sp.,RHAMM,1190904,9,1,19,4,1,Lemitar,34.1670457032,-106.889953039
7,2020,Araeoschizus decipiens,TEAREDEC,1024649,46,1,2,49,6,Lemitar,34.1670457032,-106.889953039
7,2020,Camponotus vicinus,FOCAMVIC,1111324,13,1,11,24,1,Lemitar,34.1670457032,-106.889953039
