Site number,Year,Name,lettercode,numbercode,family,class,order,genspp,Annual mean counts,Site name.x,Latitude,Longitude,Site name.y,PODEW,TACH2,Annual mean depth to groundwater cm,Annual sum of precipitation mm,Exotic,Native,Ratio
4,2001,Pterostichus sp.,CAPTE,1025520,55,1,2,20,16,Belen,34.6481124155284,-106.737727748983,Belen,92.27,.,-97.7,126.05,84.46000000000001,536.5,6.35
4,2001,Rhaphidophoridae,INORRHA,1190900,9,1,19,0,5,Belen,34.6481124155284,-106.737727748983,Belen,92.27,.,-97.7,126.05,84.46000000000001,536.5,6.35
4,2001,Scarabaeidae,INCOSCA,1020400,4,1,2,0,1,Belen,34.6481124155284,-106.737727748983,Belen,92.27,.,-97.7,126.05,84.46000000000001,536.5,6.35
4,2001,Silphidae,INCOSIL,1023500,35,1,2,0,1,Belen,34.6481124155284,-106.737727748983,Belen,92.27,.,-97.7,126.05,84.46000000000001,536.5,6.35
4,2001,Staphylinidae,INCOSTA,1021700,17,1,2,0,31,Belen,34.6481124155284,-106.737727748983,Belen,92.27,.,-97.7,126.05,84.46000000000001,536.5,6.35
4,2001,.,NOCAP,0,0,0,0,0,0,Belen,34.6481124155284,-106.737727748983,Belen,92.27,.,-97.7,126.05,84.46000000000001,536.5,6.35
4,2002,Araneae,ARARA,5010000,0,5,1,0,5,Belen,34.6481124155284,-106.737727748983,Belen,103.54,.,-109.1,138.7,94.19000000000001,437.56,4.65
4,2002,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,80,Belen,34.6481124155284,-106.737727748983,Belen,103.54,.,-109.1,138.7,94.19000000000001,437.56,4.65
4,2002,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,1,Belen,34.6481124155284,-106.737727748983,Belen,103.54,.,-109.1,138.7,94.19000000000001,437.56,4.65
4,2002,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,1,Belen,34.6481124155284,-106.737727748983,Belen,103.54,.,-109.1,138.7,94.19000000000001,437.56,4.65
4,2002,Blapstinus sp.,TEBLA,1024646,46,1,2,46,1,Belen,34.6481124155284,-106.737727748983,Belen,103.54,.,-109.1,138.7,94.19000000000001,437.56,4.65
4,2002,Carabidae,INCOCAR,1025500,55,1,2,0,4,Belen,34.6481124155284,-106.737727748983,Belen,103.54,.,-109.1,138.7,94.19000000000001,437.56,4.65
4,2002,Elateridae,INCOELA,1020500,5,1,2,0,1,Belen,34.6481124155284,-106.737727748983,Belen,103.54,.,-109.1,138.7,94.19000000000001,437.56,4.65
4,2002,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,2,Belen,34.6481124155284,-106.737727748983,Belen,103.54,.,-109.1,138.7,94.19000000000001,437.56,4.65
4,2002,Formica sp.,FOFOM,1111309,13,1,11,9,12,Belen,34.6481124155284,-106.737727748983,Belen,103.54,.,-109.1,138.7,94.19000000000001,437.56,4.65
4,2002,Galerita janus,CAGALJAN,1025526,55,1,2,26,6,Belen,34.6481124155284,-106.737727748983,Belen,103.54,.,-109.1,138.7,94.19000000000001,437.56,4.65
4,2002,Gryllus alogus,GRGRYALO,1193701,37,1,19,1,1,Belen,34.6481124155284,-106.737727748983,Belen,103.54,.,-109.1,138.7,94.19000000000001,437.56,4.65
4,2002,Hemiptera,INHE,1750000,0,1,75,0,1,Belen,34.6481124155284,-106.737727748983,Belen,103.54,.,-109.1,138.7,94.19000000000001,437.56,4.65
4,2002,Hymenoptera,INHY,1110000,0,1,11,0,3,Belen,34.6481124155284,-106.737727748983,Belen,103.54,.,-109.1,138.7,94.19000000000001,437.56,4.65
4,2002,Poecilus sp.,CAPOE,1025528,55,1,2,28,21,Belen,34.6481124155284,-106.737727748983,Belen,103.54,.,-109.1,138.7,94.19000000000001,437.56,4.65
4,2002,Porcellio laevis,PORLAE,6020101,1,6,2,1,1,Belen,34.6481124155284,-106.737727748983,Belen,103.54,.,-109.1,138.7,94.19000000000001,437.56,4.65
4,2002,Silphidae,INCOSIL,1023500,35,1,2,0,5,Belen,34.6481124155284,-106.737727748983,Belen,103.54,.,-109.1,138.7,94.19000000000001,437.56,4.65
4,2002,Staphylinidae,INCOSTA,1021700,17,1,2,0,1,Belen,34.6481124155284,-106.737727748983,Belen,103.54,.,-109.1,138.7,94.19000000000001,437.56,4.65
4,2003,Araneae,ARARA,5010000,0,5,1,0,6,Belen,34.6481124155284,-106.737727748983,Belen,119.48,.,-118.5,149.70000000000002,98.46000000000001,372.36,3.78
4,2003,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,137,Belen,34.6481124155284,-106.737727748983,Belen,119.48,.,-118.5,149.70000000000002,98.46000000000001,372.36,3.78
4,2003,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,9,Belen,34.6481124155284,-106.737727748983,Belen,119.48,.,-118.5,149.70000000000002,98.46000000000001,372.36,3.78
4,2003,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,3,Belen,34.6481124155284,-106.737727748983,Belen,119.48,.,-118.5,149.70000000000002,98.46000000000001,372.36,3.78
4,2003,Calathus opaculus,CACALOPA,1025503,55,1,2,3,10,Belen,34.6481124155284,-106.737727748983,Belen,119.48,.,-118.5,149.70000000000002,98.46000000000001,372.36,3.78
4,2003,Chalcidoidea,INHYCHA,1111600,16,1,11,0,1,Belen,34.6481124155284,-106.737727748983,Belen,119.48,.,-118.5,149.70000000000002,98.46000000000001,372.36,3.78
4,2003,Coleoptera larva,INCOLAR,1020001,0,1,2,1,1,Belen,34.6481124155284,-106.737727748983,Belen,119.48,.,-118.5,149.70000000000002,98.46000000000001,372.36,3.78
4,2003,Collembola,INCL,1040000,0,1,4,0,1,Belen,34.6481124155284,-106.737727748983,Belen,119.48,.,-118.5,149.70000000000002,98.46000000000001,372.36,3.78
4,2003,Cryptophagus sp.,COCRYCRY,1020801,8,1,2,1,1,Belen,34.6481124155284,-106.737727748983,Belen,119.48,.,-118.5,149.70000000000002,98.46000000000001,372.36,3.78
4,2003,Curculionidae,INCOCUR,1023100,31,1,2,0,4,Belen,34.6481124155284,-106.737727748983,Belen,119.48,.,-118.5,149.70000000000002,98.46000000000001,372.36,3.78
4,2003,Dorymyrmex sp.,FODOR,1111302,13,1,11,2,10,Belen,34.6481124155284,-106.737727748983,Belen,119.48,.,-118.5,149.70000000000002,98.46000000000001,372.36,3.78
4,2003,Elateridae,INCOELA,1020500,5,1,2,0,3,Belen,34.6481124155284,-106.737727748983,Belen,119.48,.,-118.5,149.70000000000002,98.46000000000001,372.36,3.78
4,2003,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,1,Belen,34.6481124155284,-106.737727748983,Belen,119.48,.,-118.5,149.70000000000002,98.46000000000001,372.36,3.78
4,2003,Embaphion contusum,TEEMBCON,1024651,46,1,2,51,2,Belen,34.6481124155284,-106.737727748983,Belen,119.48,.,-118.5,149.70000000000002,98.46000000000001,372.36,3.78
4,2003,Formica sp.,FOFOM,1111309,13,1,11,9,1,Belen,34.6481124155284,-106.737727748983,Belen,119.48,.,-118.5,149.70000000000002,98.46000000000001,372.36,3.78
4,2003,Galerita janus,CAGALJAN,1025526,55,1,2,26,1,Belen,34.6481124155284,-106.737727748983,Belen,119.48,.,-118.5,149.70000000000002,98.46000000000001,372.36,3.78
4,2003,Gryllidae,INORGRY,1193700,37,1,19,0,2,Belen,34.6481124155284,-106.737727748983,Belen,119.48,.,-118.5,149.70000000000002,98.46000000000001,372.36,3.78
4,2003,Harpalus sp.,CAHAR,1025530,55,1,2,30,1,Belen,34.6481124155284,-106.737727748983,Belen,119.48,.,-118.5,149.70000000000002,98.46000000000001,372.36,3.78
4,2003,Lasius sp.,FOLAS,1111310,13,1,11,10,2,Belen,34.6481124155284,-106.737727748983,Belen,119.48,.,-118.5,149.70000000000002,98.46000000000001,372.36,3.78
4,2003,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,1,Belen,34.6481124155284,-106.737727748983,Belen,119.48,.,-118.5,149.70000000000002,98.46000000000001,372.36,3.78
4,2003,Mutillidae,INHYMUT,1111900,19,1,11,0,1,Belen,34.6481124155284,-106.737727748983,Belen,119.48,.,-118.5,149.70000000000002,98.46000000000001,372.36,3.78
4,2003,Poecilus sp.,CAPOE,1025528,55,1,2,28,10,Belen,34.6481124155284,-106.737727748983,Belen,119.48,.,-118.5,149.70000000000002,98.46000000000001,372.36,3.78
4,2003,Reduviidae,INHERED,1750100,1,1,75,0,1,Belen,34.6481124155284,-106.737727748983,Belen,119.48,.,-118.5,149.70000000000002,98.46000000000001,372.36,3.78
4,2003,Staphylinidae,INCOSTA,1021700,17,1,2,0,21,Belen,34.6481124155284,-106.737727748983,Belen,119.48,.,-118.5,149.70000000000002,98.46000000000001,372.36,3.78
4,2003,Tapinoma sessile,FOTAPSES,1111318,13,1,11,18,4,Belen,34.6481124155284,-106.737727748983,Belen,119.48,.,-118.5,149.70000000000002,98.46000000000001,372.36,3.78
4,2003,Tenebrionidae,COTEN,1024600,46,1,2,0,1,Belen,34.6481124155284,-106.737727748983,Belen,119.48,.,-118.5,149.70000000000002,98.46000000000001,372.36,3.78
4,2003,.,NOCAP,0,0,0,0,0,0,Belen,34.6481124155284,-106.737727748983,Belen,119.48,.,-118.5,149.70000000000002,98.46000000000001,372.36,3.78
4,2004,Acari,ARACA,5020000,0,5,2,0,12,Belen,34.6481124155284,-106.737727748983,Belen,122.72,.,-115.3,262.84999999999997,105.07,410.02,3.9
4,2004,Araneae,ARARA,5010000,0,5,1,0,6,Belen,34.6481124155284,-106.737727748983,Belen,122.72,.,-115.3,262.84999999999997,105.07,410.02,3.9
4,2004,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,217,Belen,34.6481124155284,-106.737727748983,Belen,122.72,.,-115.3,262.84999999999997,105.07,410.02,3.9
4,2004,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,10,Belen,34.6481124155284,-106.737727748983,Belen,122.72,.,-115.3,262.84999999999997,105.07,410.02,3.9
4,2004,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,4,Belen,34.6481124155284,-106.737727748983,Belen,122.72,.,-115.3,262.84999999999997,105.07,410.02,3.9
4,2004,Bradycellus sp.,CABRA,1025521,55,1,2,21,1,Belen,34.6481124155284,-106.737727748983,Belen,122.72,.,-115.3,262.84999999999997,105.07,410.02,3.9
4,2004,Calathus opaculus,CACALOPA,1025503,55,1,2,3,6,Belen,34.6481124155284,-106.737727748983,Belen,122.72,.,-115.3,262.84999999999997,105.07,410.02,3.9
4,2004,Coleoptera larva,INCOLAR,1020001,0,1,2,1,4,Belen,34.6481124155284,-106.737727748983,Belen,122.72,.,-115.3,262.84999999999997,105.07,410.02,3.9
4,2004,Collembola,INCL,1040000,0,1,4,0,18,Belen,34.6481124155284,-106.737727748983,Belen,122.72,.,-115.3,262.84999999999997,105.07,410.02,3.9
4,2004,Cryptophagidae,INCOCRY,1020800,8,1,2,0,2,Belen,34.6481124155284,-106.737727748983,Belen,122.72,.,-115.3,262.84999999999997,105.07,410.02,3.9
4,2004,Curculionidae,INCOCUR,1023100,31,1,2,0,3,Belen,34.6481124155284,-106.737727748983,Belen,122.72,.,-115.3,262.84999999999997,105.07,410.02,3.9
4,2004,Diptera,INDI,1060000,0,1,6,0,2,Belen,34.6481124155284,-106.737727748983,Belen,122.72,.,-115.3,262.84999999999997,105.07,410.02,3.9
4,2004,Elateridae,INCOELA,1020500,5,1,2,0,4,Belen,34.6481124155284,-106.737727748983,Belen,122.72,.,-115.3,262.84999999999997,105.07,410.02,3.9
4,2004,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,2,Belen,34.6481124155284,-106.737727748983,Belen,122.72,.,-115.3,262.84999999999997,105.07,410.02,3.9
4,2004,Gryllidae,INORGRY,1193700,37,1,19,0,3,Belen,34.6481124155284,-106.737727748983,Belen,122.72,.,-115.3,262.84999999999997,105.07,410.02,3.9
4,2004,Hymenoptera,INHY,1110000,0,1,11,0,2,Belen,34.6481124155284,-106.737727748983,Belen,122.72,.,-115.3,262.84999999999997,105.07,410.02,3.9
4,2004,Lasius sp.,FOLAS,1111310,13,1,11,10,3,Belen,34.6481124155284,-106.737727748983,Belen,122.72,.,-115.3,262.84999999999997,105.07,410.02,3.9
4,2004,Lepismatidae,INZYLEP,1420200,2,1,42,0,1,Belen,34.6481124155284,-106.737727748983,Belen,122.72,.,-115.3,262.84999999999997,105.07,410.02,3.9
4,2004,Lygaeidae,INHELYG,1750300,3,1,75,0,2,Belen,34.6481124155284,-106.737727748983,Belen,122.72,.,-115.3,262.84999999999997,105.07,410.02,3.9
4,2004,Monomorium minimum,FOMONMIN,1111317,13,1,11,17,1,Belen,34.6481124155284,-106.737727748983,Belen,122.72,.,-115.3,262.84999999999997,105.07,410.02,3.9
4,2004,Myrmica sp.,FOMYC,1111346,13,1,11,46,4,Belen,34.6481124155284,-106.737727748983,Belen,122.72,.,-115.3,262.84999999999997,105.07,410.02,3.9
4,2004,Onthophagus sp.,SCAONT,1020404,4,1,2,4,5,Belen,34.6481124155284,-106.737727748983,Belen,122.72,.,-115.3,262.84999999999997,105.07,410.02,3.9
4,2004,Phasmatodea,INPH,1770000,0,1,77,0,1,Belen,34.6481124155284,-106.737727748983,Belen,122.72,.,-115.3,262.84999999999997,105.07,410.02,3.9
4,2004,Platydracus sp.,STPLA,1021703,17,1,2,3,24,Belen,34.6481124155284,-106.737727748983,Belen,122.72,.,-115.3,262.84999999999997,105.07,410.02,3.9
4,2004,Poecilus sp.,CAPOE,1025528,55,1,2,28,8,Belen,34.6481124155284,-106.737727748983,Belen,122.72,.,-115.3,262.84999999999997,105.07,410.02,3.9
4,2004,Porcellio laevis,PORLAE,6020101,1,6,2,1,2,Belen,34.6481124155284,-106.737727748983,Belen,122.72,.,-115.3,262.84999999999997,105.07,410.02,3.9
4,2004,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,4,Belen,34.6481124155284,-106.737727748983,Belen,122.72,.,-115.3,262.84999999999997,105.07,410.02,3.9
4,2004,Psocoptera,INPS,1220000,0,1,22,0,1,Belen,34.6481124155284,-106.737727748983,Belen,122.72,.,-115.3,262.84999999999997,105.07,410.02,3.9
4,2004,Rhaphidophoridae,INORRHA,1190900,9,1,19,0,1,Belen,34.6481124155284,-106.737727748983,Belen,122.72,.,-115.3,262.84999999999997,105.07,410.02,3.9
4,2004,Scarabaeidae,INCOSCA,1020400,4,1,2,0,3,Belen,34.6481124155284,-106.737727748983,Belen,122.72,.,-115.3,262.84999999999997,105.07,410.02,3.9
4,2004,Solenopsis sp.,FOSOL,1111305,13,1,11,5,2,Belen,34.6481124155284,-106.737727748983,Belen,122.72,.,-115.3,262.84999999999997,105.07,410.02,3.9
4,2004,Tapinoma sessile,FOTAPSES,1111318,13,1,11,18,14,Belen,34.6481124155284,-106.737727748983,Belen,122.72,.,-115.3,262.84999999999997,105.07,410.02,3.9
4,2004,Trogidae,INCOTRG,1029600,96,1,2,0,1,Belen,34.6481124155284,-106.737727748983,Belen,122.72,.,-115.3,262.84999999999997,105.07,410.02,3.9
4,2004,.,NOCAP,0,0,0,0,0,0,Belen,34.6481124155284,-106.737727748983,Belen,122.72,.,-115.3,262.84999999999997,105.07,410.02,3.9
4,2004,.,.,.,.,.,.,.,0,Belen,34.6481124155284,-106.737727748983,Belen,122.72,.,-115.3,262.84999999999997,105.07,410.02,3.9
4,2005,Agonum decorum,CAAGODEC,1025517,55,1,2,17,3,Belen,34.6481124155284,-106.737727748983,Belen,135.23,.,-101,153.99999999999997,92.3,409.85,4.44
4,2005,Araneae,ARARA,5010000,0,5,1,0,6,Belen,34.6481124155284,-106.737727748983,Belen,135.23,.,-101,153.99999999999997,92.3,409.85,4.44
4,2005,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,117,Belen,34.6481124155284,-106.737727748983,Belen,135.23,.,-101,153.99999999999997,92.3,409.85,4.44
4,2005,Bembidion timidum,CABEMTIM,1025522,55,1,2,22,2,Belen,34.6481124155284,-106.737727748983,Belen,135.23,.,-101,153.99999999999997,92.3,409.85,4.44
4,2005,Calathus opaculus,CACALOPA,1025503,55,1,2,3,7,Belen,34.6481124155284,-106.737727748983,Belen,135.23,.,-101,153.99999999999997,92.3,409.85,4.44
4,2005,Carabidae,INCOCAR,1025500,55,1,2,0,1,Belen,34.6481124155284,-106.737727748983,Belen,135.23,.,-101,153.99999999999997,92.3,409.85,4.44
4,2005,Ceuthophilus sp.,RHCEU,1190903,9,1,19,3,1,Belen,34.6481124155284,-106.737727748983,Belen,135.23,.,-101,153.99999999999997,92.3,409.85,4.44
4,2005,Chlaenius sericeus,CACHASER,1025519,55,1,2,19,10,Belen,34.6481124155284,-106.737727748983,Belen,135.23,.,-101,153.99999999999997,92.3,409.85,4.44
4,2005,Chlaenius tricolor,CACHATRI,1025516,55,1,2,16,2,Belen,34.6481124155284,-106.737727748983,Belen,135.23,.,-101,153.99999999999997,92.3,409.85,4.44
4,2005,Coleoptera,INCO,1020000,0,1,2,0,1,Belen,34.6481124155284,-106.737727748983,Belen,135.23,.,-101,153.99999999999997,92.3,409.85,4.44
4,2005,Coleoptera larva,INCOLAR,1020001,0,1,2,1,2,Belen,34.6481124155284,-106.737727748983,Belen,135.23,.,-101,153.99999999999997,92.3,409.85,4.44
4,2005,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,2,Belen,34.6481124155284,-106.737727748983,Belen,135.23,.,-101,153.99999999999997,92.3,409.85,4.44
4,2005,Curculionidae,INCOCUR,1023100,31,1,2,0,3,Belen,34.6481124155284,-106.737727748983,Belen,135.23,.,-101,153.99999999999997,92.3,409.85,4.44
4,2005,Diptera,INDI,1060000,0,1,6,0,1,Belen,34.6481124155284,-106.737727748983,Belen,135.23,.,-101,153.99999999999997,92.3,409.85,4.44
4,2005,Elateridae,INCOELA,1020500,5,1,2,0,3,Belen,34.6481124155284,-106.737727748983,Belen,135.23,.,-101,153.99999999999997,92.3,409.85,4.44
4,2005,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,1,Belen,34.6481124155284,-106.737727748983,Belen,135.23,.,-101,153.99999999999997,92.3,409.85,4.44
4,2005,Embaphion contusum,TEEMBCON,1024651,46,1,2,51,1,Belen,34.6481124155284,-106.737727748983,Belen,135.23,.,-101,153.99999999999997,92.3,409.85,4.44
4,2005,Formica sp.,FOFOM,1111309,13,1,11,9,51,Belen,34.6481124155284,-106.737727748983,Belen,135.23,.,-101,153.99999999999997,92.3,409.85,4.44
4,2005,Formicidae,INHYFOR,1111300,13,1,11,0,4,Belen,34.6481124155284,-106.737727748983,Belen,135.23,.,-101,153.99999999999997,92.3,409.85,4.44
4,2005,Gryllidae,INORGRY,1193700,37,1,19,0,6,Belen,34.6481124155284,-106.737727748983,Belen,135.23,.,-101,153.99999999999997,92.3,409.85,4.44
4,2005,Hemiptera,INHE,1750000,0,1,75,0,21,Belen,34.6481124155284,-106.737727748983,Belen,135.23,.,-101,153.99999999999997,92.3,409.85,4.44
4,2005,Hymenoptera,INHY,1110000,0,1,11,0,1,Belen,34.6481124155284,-106.737727748983,Belen,135.23,.,-101,153.99999999999997,92.3,409.85,4.44
4,2005,Insecta,IN,1000000,0,1,0,0,3,Belen,34.6481124155284,-106.737727748983,Belen,135.23,.,-101,153.99999999999997,92.3,409.85,4.44
4,2005,Lasius sp.,FOLAS,1111310,13,1,11,10,1,Belen,34.6481124155284,-106.737727748983,Belen,135.23,.,-101,153.99999999999997,92.3,409.85,4.44
4,2005,Lepismatidae,INZYLEP,1420200,2,1,42,0,2,Belen,34.6481124155284,-106.737727748983,Belen,135.23,.,-101,153.99999999999997,92.3,409.85,4.44
4,2005,Orthoptera,INOR,1190000,0,1,19,0,2,Belen,34.6481124155284,-106.737727748983,Belen,135.23,.,-101,153.99999999999997,92.3,409.85,4.44
4,2005,Poecilus chalcites,CAPOECHA,1025502,55,1,2,2,3,Belen,34.6481124155284,-106.737727748983,Belen,135.23,.,-101,153.99999999999997,92.3,409.85,4.44
4,2005,Poecilus lucublandus,CAPOELUC,1025539,55,1,2,39,7,Belen,34.6481124155284,-106.737727748983,Belen,135.23,.,-101,153.99999999999997,92.3,409.85,4.44
4,2005,Porcellio laevis,PORLAE,6020101,1,6,2,1,7,Belen,34.6481124155284,-106.737727748983,Belen,135.23,.,-101,153.99999999999997,92.3,409.85,4.44
4,2005,Solenopsis sp.,FOSOL,1111305,13,1,11,5,1,Belen,34.6481124155284,-106.737727748983,Belen,135.23,.,-101,153.99999999999997,92.3,409.85,4.44
4,2005,Staphylinidae,INCOSTA,1021700,17,1,2,0,3,Belen,34.6481124155284,-106.737727748983,Belen,135.23,.,-101,153.99999999999997,92.3,409.85,4.44
4,2005,Tapinoma sessile,FOTAPSES,1111318,13,1,11,18,8,Belen,34.6481124155284,-106.737727748983,Belen,135.23,.,-101,153.99999999999997,92.3,409.85,4.44
4,2005,Tetragonoderus sp.,CATET,1025540,55,1,2,40,1,Belen,34.6481124155284,-106.737727748983,Belen,135.23,.,-101,153.99999999999997,92.3,409.85,4.44
4,2005,.,NOCAP,0,0,0,0,0,0,Belen,34.6481124155284,-106.737727748983,Belen,135.23,.,-101,153.99999999999997,92.3,409.85,4.44
4,2006,Agonum decorum,CAAGODEC,1025517,55,1,2,17,3,Belen,34.6481124155284,-106.737727748983,Belen,154.35,.,-122,290,102.59,340.38,3.32
4,2006,Agonum sp.,CAAGO,1025515,55,1,2,15,1,Belen,34.6481124155284,-106.737727748983,Belen,154.35,.,-122,290,102.59,340.38,3.32
4,2006,Amara sp.,CAAMA,1025505,55,1,2,5,1,Belen,34.6481124155284,-106.737727748983,Belen,154.35,.,-122,290,102.59,340.38,3.32
4,2006,Arachnida,AR,5000000,0,5,0,0,1,Belen,34.6481124155284,-106.737727748983,Belen,154.35,.,-122,290,102.59,340.38,3.32
4,2006,Araneae,ARARA,5010000,0,5,1,0,6,Belen,34.6481124155284,-106.737727748983,Belen,154.35,.,-122,290,102.59,340.38,3.32
4,2006,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,303,Belen,34.6481124155284,-106.737727748983,Belen,154.35,.,-122,290,102.59,340.38,3.32
4,2006,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,10,Belen,34.6481124155284,-106.737727748983,Belen,154.35,.,-122,290,102.59,340.38,3.32
4,2006,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,1,Belen,34.6481124155284,-106.737727748983,Belen,154.35,.,-122,290,102.59,340.38,3.32
4,2006,Calathus opaculus,CACALOPA,1025503,55,1,2,3,1,Belen,34.6481124155284,-106.737727748983,Belen,154.35,.,-122,290,102.59,340.38,3.32
4,2006,Carabid larva,CALAR,1025506,55,1,2,6,1,Belen,34.6481124155284,-106.737727748983,Belen,154.35,.,-122,290,102.59,340.38,3.32
4,2006,Chrysomelidae,INCOCHR,1020900,9,1,2,0,1,Belen,34.6481124155284,-106.737727748983,Belen,154.35,.,-122,290,102.59,340.38,3.32
4,2006,Coleoptera,INCO,1020000,0,1,2,0,5,Belen,34.6481124155284,-106.737727748983,Belen,154.35,.,-122,290,102.59,340.38,3.32
4,2006,Collembola,INCL,1040000,0,1,4,0,25,Belen,34.6481124155284,-106.737727748983,Belen,154.35,.,-122,290,102.59,340.38,3.32
4,2006,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,2,Belen,34.6481124155284,-106.737727748983,Belen,154.35,.,-122,290,102.59,340.38,3.32
4,2006,Dermestidae larva,CODERLAR,1020701,7,1,2,1,2,Belen,34.6481124155284,-106.737727748983,Belen,154.35,.,-122,290,102.59,340.38,3.32
4,2006,Diptera,INDI,1060000,0,1,6,0,1,Belen,34.6481124155284,-106.737727748983,Belen,154.35,.,-122,290,102.59,340.38,3.32
4,2006,Elateridae,INCOELA,1020500,5,1,2,0,1,Belen,34.6481124155284,-106.737727748983,Belen,154.35,.,-122,290,102.59,340.38,3.32
4,2006,Formica sp.,FOFOM,1111309,13,1,11,9,4,Belen,34.6481124155284,-106.737727748983,Belen,154.35,.,-122,290,102.59,340.38,3.32
4,2006,Formicidae,INHYFOR,1111300,13,1,11,0,2,Belen,34.6481124155284,-106.737727748983,Belen,154.35,.,-122,290,102.59,340.38,3.32
4,2006,Gryllidae,INORGRY,1193700,37,1,19,0,4,Belen,34.6481124155284,-106.737727748983,Belen,154.35,.,-122,290,102.59,340.38,3.32
4,2006,Hemiptera,INHE,1750000,0,1,75,0,6,Belen,34.6481124155284,-106.737727748983,Belen,154.35,.,-122,290,102.59,340.38,3.32
4,2006,Hymenoptera,INHY,1110000,0,1,11,0,1,Belen,34.6481124155284,-106.737727748983,Belen,154.35,.,-122,290,102.59,340.38,3.32
4,2006,Insecta,IN,1000000,0,1,0,0,2,Belen,34.6481124155284,-106.737727748983,Belen,154.35,.,-122,290,102.59,340.38,3.32
4,2006,Lasius sp.,FOLAS,1111310,13,1,11,10,4,Belen,34.6481124155284,-106.737727748983,Belen,154.35,.,-122,290,102.59,340.38,3.32
4,2006,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,1,Belen,34.6481124155284,-106.737727748983,Belen,154.35,.,-122,290,102.59,340.38,3.32
4,2006,Lycosidae,ARARALYC,5012400,24,5,1,0,1,Belen,34.6481124155284,-106.737727748983,Belen,154.35,.,-122,290,102.59,340.38,3.32
4,2006,Monomorium sp.,FOMON,1111343,13,1,11,43,1,Belen,34.6481124155284,-106.737727748983,Belen,154.35,.,-122,290,102.59,340.38,3.32
4,2006,Pheidole sp.,FOPHE,1111314,13,1,11,14,1,Belen,34.6481124155284,-106.737727748983,Belen,154.35,.,-122,290,102.59,340.38,3.32
4,2006,Poecilus lucublandus,CAPOELUC,1025539,55,1,2,39,8,Belen,34.6481124155284,-106.737727748983,Belen,154.35,.,-122,290,102.59,340.38,3.32
4,2006,Porcellio laevis,PORLAE,6020101,1,6,2,1,4,Belen,34.6481124155284,-106.737727748983,Belen,154.35,.,-122,290,102.59,340.38,3.32
4,2006,Scarabaeidae,INCOSCA,1020400,4,1,2,0,1,Belen,34.6481124155284,-106.737727748983,Belen,154.35,.,-122,290,102.59,340.38,3.32
4,2006,Staphylinidae,INCOSTA,1021700,17,1,2,0,7,Belen,34.6481124155284,-106.737727748983,Belen,154.35,.,-122,290,102.59,340.38,3.32
4,2006,Tapinoma sessile,FOTAPSES,1111318,13,1,11,18,13,Belen,34.6481124155284,-106.737727748983,Belen,154.35,.,-122,290,102.59,340.38,3.32
4,2006,.,NOCAP,0,0,0,0,0,0,Belen,34.6481124155284,-106.737727748983,Belen,154.35,.,-122,290,102.59,340.38,3.32
4,2007,Acari,ARACA,5020000,0,5,2,0,2,Belen,34.6481124155284,-106.737727748983,Belen,126.03,.,-116.6,196.7,134.29,362.94000000000017,2.7
4,2007,Agonum decorum,CAAGODEC,1025517,55,1,2,17,10,Belen,34.6481124155284,-106.737727748983,Belen,126.03,.,-116.6,196.7,134.29,362.94000000000017,2.7
4,2007,Araneae,ARARA,5010000,0,5,1,0,6,Belen,34.6481124155284,-106.737727748983,Belen,126.03,.,-116.6,196.7,134.29,362.94000000000017,2.7
4,2007,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,677,Belen,34.6481124155284,-106.737727748983,Belen,126.03,.,-116.6,196.7,134.29,362.94000000000017,2.7
4,2007,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,4,Belen,34.6481124155284,-106.737727748983,Belen,126.03,.,-116.6,196.7,134.29,362.94000000000017,2.7
4,2007,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,1,Belen,34.6481124155284,-106.737727748983,Belen,126.03,.,-116.6,196.7,134.29,362.94000000000017,2.7
