"Year","Month","Site number","Site name","Precipitation canopy mm","Precipitation open mm","Monthly mean precipitation mm","Latitude","Longitude","Reaches","Season"
2007,2,16,"Valencia Forest",0,2.5,1.25,34.6472147233729,-106.738922864063,"Isleta Reach","Winter"
2007,2,17,"Montano",7,19,13,35.1452628545,-106.680332705,"Angostura Reach","Winter"
2007,2,18,"Reynolds Cleared",0,0,0,34.6567454384498,-106.738602216398,"Isleta Reach","Winter"
2007,2,19,"Reynolds Forest",0,0,0,34.6576114622675,-106.739436295579,"Isleta Reach","Winter"
2007,2,20,"Route 66",17.4,17.8,17.6,35.1006512603,-106.691932797,"Angostura Reach","Winter"
2007,2,21,"Badger",20,21,20.5,35.1955715759,-106.641632737,"Angostura Reach","Winter"
2007,2,22,"Bobcat",17,21,19,35.2010747789,-106.641162297,"Angostura Reach","Winter"
2007,3,1,"Alameda",0,0,0,35.1880598884,-106.646949118,"Angostura Reach","Spring"
2007,3,2,"Rio Grande Nature Center",0,0,0,35.1267624154,-106.688450012,"Angostura Reach","Spring"
2007,3,3,"Los Lunas",0,0,0,34.8123850767529,-106.714471968474,"Isleta Reach","Spring"
2007,3,4,"Belen",0,0,0,34.6481124155284,-106.737727748983,"Isleta Reach","Spring"
2007,3,5,"Santa Ana",NA,NA,NA,35.34284,-106.5458,"Angostura Reach","Spring"
2007,3,6,"Savannah",0,0,0,35.1428674147,-106.681982289,"Angostura Reach","Spring"
2007,3,7,"Lemitar",0,0,0,34.1670457032,-106.889953039,"San Acacia Reach","Spring"
2007,3,8,"Hispanic Cultural Center",0,0,0,35.0688083802,-106.65807622,"Angostura Reach","Spring"
2007,3,9,"Ohkay Owingeh",1,3.8,2.4,36.0618,-106.0761,"Cochiti Reach","Spring"
2007,3,10,"Diversion",0.5,0,0.25,35.1916189224,-106.643382687,"Angostura Reach","Spring"
2007,3,11,"Calabacillas",0,0,0,35.1946222612,-106.646350963,"Angostura Reach","Spring"
2007,3,12,"Minnow",0,2,1,35.1972256042,-106.644122231,"Angostura Reach","Spring"
2007,3,13,"Harrison",17.5,21,19.25,35.0150622305,-106.673722917,"Angostura Reach","Spring"
2007,3,14,"Sevilleta",0,0.3,0.15,34.2586573236,-106.883372761,"San Acacia Reach","Spring"
2007,3,15,"Valencia Cleared",0,0,0,34.6486505386211,-106.739180486447,"Isleta Reach","Spring"
2007,3,16,"Valencia Forest",0,0,0,34.6472147233729,-106.738922864063,"Isleta Reach","Spring"
2007,3,17,"Montano",0,3.5,1.75,35.1452628545,-106.680332705,"Angostura Reach","Spring"
2007,3,18,"Reynolds Cleared",0,0,0,34.6567454384498,-106.738602216398,"Isleta Reach","Spring"
2007,3,19,"Reynolds Forest",0,0,0,34.6576114622675,-106.739436295579,"Isleta Reach","Spring"
2007,3,20,"Route 66",2,1.5,1.75,35.1006512603,-106.691932797,"Angostura Reach","Spring"
2007,3,21,"Badger",2.5,5,3.75,35.1955715759,-106.641632737,"Angostura Reach","Spring"
2007,3,22,"Bobcat",0.8,0,0.4,35.2010747789,-106.641162297,"Angostura Reach","Spring"
2007,3,23,"BioPark",0,0,0,35.0799846256,-106.669723455,"Angostura Reach","Spring"
2007,4,1,"Alameda",45,41,43,35.1880598884,-106.646949118,"Angostura Reach","Spring"
2007,4,2,"Rio Grande Nature Center",38,41,39.5,35.1267624154,-106.688450012,"Angostura Reach","Spring"
2007,4,3,"Los Lunas",18,33,25.5,34.8123850767529,-106.714471968474,"Isleta Reach","Spring"
2007,4,4,"Belen",29.2,31.7,30.45,34.6481124155284,-106.737727748983,"Isleta Reach","Spring"
2007,4,5,"Santa Ana",NA,NA,NA,35.34284,-106.5458,"Angostura Reach","Spring"
2007,4,6,"Savannah",28,46,37,35.1428674147,-106.681982289,"Angostura Reach","Spring"
2007,4,7,"Lemitar",16,29,22.5,34.1670457032,-106.889953039,"San Acacia Reach","Spring"
2007,4,8,"Hispanic Cultural Center",35,40,37.5,35.0688083802,-106.65807622,"Angostura Reach","Spring"
2007,4,9,"Ohkay Owingeh",22,30,26,36.0618,-106.0761,"Cochiti Reach","Spring"
2007,4,10,"Diversion",42,43,42.5,35.1916189224,-106.643382687,"Angostura Reach","Spring"
2007,4,11,"Calabacillas",33.5,46,39.75,35.1946222612,-106.646350963,"Angostura Reach","Spring"
2007,4,12,"Minnow",27.5,46,36.75,35.1972256042,-106.644122231,"Angostura Reach","Spring"
2007,4,13,"Harrison",14.9,18,16.45,35.0150622305,-106.673722917,"Angostura Reach","Spring"
2007,4,14,"Sevilleta",23,35,29,34.2586573236,-106.883372761,"San Acacia Reach","Spring"
2007,4,15,"Valencia Cleared",23,28.5,25.75,34.6486505386211,-106.739180486447,"Isleta Reach","Spring"
2007,4,16,"Valencia Forest",23,30,26.5,34.6472147233729,-106.738922864063,"Isleta Reach","Spring"
2007,4,17,"Montano",25.4,45,35.2,35.1452628545,-106.680332705,"Angostura Reach","Spring"
2007,4,18,"Reynolds Cleared",17.4,27.5,22.45,34.6567454384498,-106.738602216398,"Isleta Reach","Spring"
2007,4,19,"Reynolds Forest",16.4,27.5,21.95,34.6576114622675,-106.739436295579,"Isleta Reach","Spring"
2007,4,20,"Route 66",22.5,35,28.75,35.1006512603,-106.691932797,"Angostura Reach","Spring"
2007,4,21,"Badger",30,44,37,35.1955715759,-106.641632737,"Angostura Reach","Spring"
2007,4,22,"Bobcat",37.5,50,43.75,35.2010747789,-106.641162297,"Angostura Reach","Spring"
2007,4,23,"BioPark",34,42,38,35.0799846256,-106.669723455,"Angostura Reach","Spring"
2007,5,1,"Alameda",20,18,19,35.1880598884,-106.646949118,"Angostura Reach","Spring"
2007,5,2,"Rio Grande Nature Center",18,20,19,35.1267624154,-106.688450012,"Angostura Reach","Spring"
2007,5,3,"Los Lunas",10,13,11.5,34.8123850767529,-106.714471968474,"Isleta Reach","Spring"
2007,5,4,"Belen",7.5,10,8.75,34.6481124155284,-106.737727748983,"Isleta Reach","Spring"
2007,5,5,"Santa Ana",25.5,25,25.25,35.34284,-106.5458,"Angostura Reach","Spring"
2007,5,6,"Savannah",8,21,14.5,35.1428674147,-106.681982289,"Angostura Reach","Spring"
2007,5,7,"Lemitar",31.5,29.5,30.5,34.1670457032,-106.889953039,"San Acacia Reach","Spring"
2007,5,8,"Hispanic Cultural Center",17.6,22,19.8,35.0688083802,-106.65807622,"Angostura Reach","Spring"
2007,5,9,"Ohkay Owingeh",20,28.5,24.25,36.0618,-106.0761,"Cochiti Reach","Spring"
2007,5,10,"Diversion",13,19,16,35.1916189224,-106.643382687,"Angostura Reach","Spring"
2007,5,11,"Calabacillas",12.5,7,9.75,35.1946222612,-106.646350963,"Angostura Reach","Spring"
2007,5,12,"Minnow",12.7,21,16.85,35.1972256042,-106.644122231,"Angostura Reach","Spring"
2007,5,13,"Harrison",31,19.5,25.25,35.0150622305,-106.673722917,"Angostura Reach","Spring"
2007,5,14,"Sevilleta",26.7,42,34.35,34.2586573236,-106.883372761,"San Acacia Reach","Spring"
2007,5,15,"Valencia Cleared",7.5,10,8.75,34.6486505386211,-106.739180486447,"Isleta Reach","Spring"
2007,5,16,"Valencia Forest",7,9,8,34.6472147233729,-106.738922864063,"Isleta Reach","Spring"
2007,5,17,"Montano",14,23,18.5,35.1452628545,-106.680332705,"Angostura Reach","Spring"
2007,5,18,"Reynolds Cleared",9,12.5,10.75,34.6567454384498,-106.738602216398,"Isleta Reach","Spring"
2007,5,19,"Reynolds Forest",9,12.5,10.75,34.6576114622675,-106.739436295579,"Isleta Reach","Spring"
2007,5,20,"Route 66",9.5,25,17.25,35.1006512603,-106.691932797,"Angostura Reach","Spring"
2007,5,21,"Badger",13,21,17,35.1955715759,-106.641632737,"Angostura Reach","Spring"
2007,5,22,"Bobcat",12,20,16,35.2010747789,-106.641162297,"Angostura Reach","Spring"
2007,5,23,"BioPark",18,25,21.5,35.0799846256,-106.669723455,"Angostura Reach","Spring"
2007,6,1,"Alameda",3.6,7.4,5.5,35.1880598884,-106.646949118,"Angostura Reach","Spring"
2007,6,2,"Rio Grande Nature Center",3.2,7.2,5.2,35.1267624154,-106.688450012,"Angostura Reach","Spring"
2007,6,3,"Los Lunas",27,44,35.5,34.8123850767529,-106.714471968474,"Isleta Reach","Spring"
2007,6,4,"Belen",12,14,13,34.6481124155284,-106.737727748983,"Isleta Reach","Spring"
2007,6,5,"Santa Ana",NA,NA,NA,35.34284,-106.5458,"Angostura Reach","Spring"
2007,6,6,"Savannah",2,6,4,35.1428674147,-106.681982289,"Angostura Reach","Spring"
2007,6,7,"Lemitar",14.2,24.5,19.35,34.1670457032,-106.889953039,"San Acacia Reach","Spring"
2007,6,8,"Hispanic Cultural Center",11.5,16,13.75,35.0688083802,-106.65807622,"Angostura Reach","Spring"
2007,6,9,"Ohkay Owingeh",22,32,27,36.0618,-106.0761,"Cochiti Reach","Spring"
2007,6,10,"Diversion",3,6,4.5,35.1916189224,-106.643382687,"Angostura Reach","Spring"
2007,6,11,"Calabacillas",3.5,6.6,5.05,35.1946222612,-106.646350963,"Angostura Reach","Spring"
2007,6,12,"Minnow",2.4,7.6,5,35.1972256042,-106.644122231,"Angostura Reach","Spring"
2007,6,13,"Harrison",20.5,23,21.75,35.0150622305,-106.673722917,"Angostura Reach","Spring"
2007,6,14,"Sevilleta",9,16,12.5,34.2586573236,-106.883372761,"San Acacia Reach","Spring"
2007,6,15,"Valencia Cleared",8.5,12,10.25,34.6486505386211,-106.739180486447,"Isleta Reach","Spring"
2007,6,16,"Valencia Forest",11.5,12,11.75,34.6472147233729,-106.738922864063,"Isleta Reach","Spring"
2007,6,17,"Montano",5,6,5.5,35.1452628545,-106.680332705,"Angostura Reach","Spring"
2007,6,18,"Reynolds Cleared",12.5,17.9,15.2,34.6567454384498,-106.738602216398,"Isleta Reach","Spring"
2007,6,19,"Reynolds Forest",10,17.9,13.95,34.6576114622675,-106.739436295579,"Isleta Reach","Spring"
2007,6,20,"Route 66",3,10,6.5,35.1006512603,-106.691932797,"Angostura Reach","Spring"
2007,6,21,"Badger",2.3,8,5.15,35.1955715759,-106.641632737,"Angostura Reach","Spring"
2007,6,22,"Bobcat",2,8.5,5.25,35.2010747789,-106.641162297,"Angostura Reach","Spring"
2007,6,23,"BioPark",6,14,10,35.0799846256,-106.669723455,"Angostura Reach","Spring"
2007,7,1,"Alameda",10.1,14,12.05,35.1880598884,-106.646949118,"Angostura Reach","Monsoon"
2007,7,2,"Rio Grande Nature Center",1.1,3.3,2.2,35.1267624154,-106.688450012,"Angostura Reach","Monsoon"
2007,7,3,"Los Lunas",0,4.8,2.4,34.8123850767529,-106.714471968474,"Isleta Reach","Monsoon"
2007,7,4,"Belen",25.5,38,31.75,34.6481124155284,-106.737727748983,"Isleta Reach","Monsoon"
2007,7,5,"Santa Ana",NA,NA,NA,35.34284,-106.5458,"Angostura Reach","Monsoon"
2007,7,6,"Savannah",1,3.5,2.25,35.1428674147,-106.681982289,"Angostura Reach","Monsoon"
2007,7,7,"Lemitar",23,27.5,25.25,34.1670457032,-106.889953039,"San Acacia Reach","Monsoon"
2007,7,8,"Hispanic Cultural Center",2.6,7.7,5.15,35.0688083802,-106.65807622,"Angostura Reach","Monsoon"
2007,7,9,"Ohkay Owingeh",23,32,27.5,36.0618,-106.0761,"Cochiti Reach","Monsoon"
2007,7,10,"Diversion",11,15.5,13.25,35.1916189224,-106.643382687,"Angostura Reach","Monsoon"
2007,7,11,"Calabacillas",11.2,17,14.1,35.1946222612,-106.646350963,"Angostura Reach","Monsoon"
2007,7,12,"Minnow",7.5,18.5,13,35.1972256042,-106.644122231,"Angostura Reach","Monsoon"
2007,7,13,"Harrison",15,19,17,35.0150622305,-106.673722917,"Angostura Reach","Monsoon"
2007,7,14,"Sevilleta",9.5,15,12.25,34.2586573236,-106.883372761,"San Acacia Reach","Monsoon"
2007,7,15,"Valencia Cleared",27,30,28.5,34.6486505386211,-106.739180486447,"Isleta Reach","Monsoon"
2007,7,16,"Valencia Forest",32,37,34.5,34.6472147233729,-106.738922864063,"Isleta Reach","Monsoon"
2007,7,17,"Montano",2.5,3.5,3,35.1452628545,-106.680332705,"Angostura Reach","Monsoon"
2007,7,18,"Reynolds Cleared",11,23,17,34.6567454384498,-106.738602216398,"Isleta Reach","Monsoon"
2007,7,19,"Reynolds Forest",15,23,19,34.6576114622675,-106.739436295579,"Isleta Reach","Monsoon"
2007,7,20,"Route 66",5.1,10,7.55,35.1006512603,-106.691932797,"Angostura Reach","Monsoon"
2007,7,21,"Badger",9,13,11,35.1955715759,-106.641632737,"Angostura Reach","Monsoon"
2007,7,22,"Bobcat",9.5,15,12.25,35.2010747789,-106.641162297,"Angostura Reach","Monsoon"
2007,7,23,"BioPark",7.5,21,14.25,35.0799846256,-106.669723455,"Angostura Reach","Monsoon"
2007,8,1,"Alameda",10,13,11.5,35.1880598884,-106.646949118,"Angostura Reach","Monsoon"
2007,8,2,"Rio Grande Nature Center",5.5,10.2,7.85,35.1267624154,-106.688450012,"Angostura Reach","Monsoon"
2007,8,3,"Los Lunas",1.5,7.5,4.5,34.8123850767529,-106.714471968474,"Isleta Reach","Monsoon"
2007,8,4,"Belen",29,30,29.5,34.6481124155284,-106.737727748983,"Isleta Reach","Monsoon"
2007,8,5,"Santa Ana",NA,NA,NA,35.34284,-106.5458,"Angostura Reach","Monsoon"
2007,8,6,"Savannah",7.5,25.5,16.5,35.1428674147,-106.681982289,"Angostura Reach","Monsoon"
2007,8,7,"Lemitar",15,30,22.5,34.1670457032,-106.889953039,"San Acacia Reach","Monsoon"
2007,8,8,"Hispanic Cultural Center",27,48,37.5,35.0688083802,-106.65807622,"Angostura Reach","Monsoon"
2007,8,9,"Ohkay Owingeh",7,14,10.5,36.0618,-106.0761,"Cochiti Reach","Monsoon"
2007,8,10,"Diversion",6.5,12,9.25,35.1916189224,-106.643382687,"Angostura Reach","Monsoon"
2007,8,11,"Calabacillas",8.5,13,10.75,35.1946222612,-106.646350963,"Angostura Reach","Monsoon"
2007,8,12,"Minnow",4.8,14.2,9.5,35.1972256042,-106.644122231,"Angostura Reach","Monsoon"
2007,8,13,"Harrison",13,20,16.5,35.0150622305,-106.673722917,"Angostura Reach","Monsoon"
2007,8,14,"Sevilleta",NA,12.5,12.5,34.2586573236,-106.883372761,"San Acacia Reach","Monsoon"
2007,8,15,"Valencia Cleared",18,30,24,34.6486505386211,-106.739180486447,"Isleta Reach","Monsoon"
2007,8,16,"Valencia Forest",22,32.5,27.25,34.6472147233729,-106.738922864063,"Isleta Reach","Monsoon"
2007,8,17,"Montano",24,26,25,35.1452628545,-106.680332705,"Angostura Reach","Monsoon"
2007,8,18,"Reynolds Cleared",24,34,29,34.6567454384498,-106.738602216398,"Isleta Reach","Monsoon"
2007,8,19,"Reynolds Forest",20,34,27,34.6576114622675,-106.739436295579,"Isleta Reach","Monsoon"
2007,8,20,"Route 66",9,12.5,10.75,35.1006512603,-106.691932797,"Angostura Reach","Monsoon"
2007,8,21,"Badger",6,18,12,35.1955715759,-106.641632737,"Angostura Reach","Monsoon"
2007,8,22,"Bobcat",7,19.5,13.25,35.2010747789,-106.641162297,"Angostura Reach","Monsoon"
2007,8,23,"BioPark",23,30,26.5,35.0799846256,-106.669723455,"Angostura Reach","Monsoon"
2007,9,1,"Alameda",26,34,30,35.1880598884,-106.646949118,"Angostura Reach","Monsoon"
2007,9,2,"Rio Grande Nature Center",8.5,9,8.75,35.1267624154,-106.688450012,"Angostura Reach","Monsoon"
2007,9,3,"Los Lunas",17,22,19.5,34.8123850767529,-106.714471968474,"Isleta Reach","Monsoon"
2007,9,4,"Belen",17,11,14,34.6481124155284,-106.737727748983,"Isleta Reach","Monsoon"
2007,9,5,"Santa Ana",NA,NA,NA,35.34284,-106.5458,"Angostura Reach","Monsoon"
2007,9,6,"Savannah",10,24,17,35.1428674147,-106.681982289,"Angostura Reach","Monsoon"
2007,9,7,"Lemitar",23,28,25.5,34.1670457032,-106.889953039,"San Acacia Reach","Monsoon"
2007,9,8,"Hispanic Cultural Center",6,15,10.5,35.0688083802,-106.65807622,"Angostura Reach","Monsoon"
2007,9,9,"Ohkay Owingeh",4.5,8,6.25,36.0618,-106.0761,"Cochiti Reach","Monsoon"
2007,9,10,"Diversion",24,35,29.5,35.1916189224,-106.643382687,"Angostura Reach","Monsoon"
2007,9,11,"Calabacillas",31,35,33,35.1946222612,-106.646350963,"Angostura Reach","Monsoon"
2007,9,12,"Minnow",35,36,35.5,35.1972256042,-106.644122231,"Angostura Reach","Monsoon"
2007,9,13,"Harrison",18,31,24.5,35.0150622305,-106.673722917,"Angostura Reach","Monsoon"
2007,9,14,"Sevilleta",16,25,20.5,34.2586573236,-106.883372761,"San Acacia Reach","Monsoon"
2007,9,15,"Valencia Cleared",11,12,11.5,34.6486505386211,-106.739180486447,"Isleta Reach","Monsoon"
2007,9,16,"Valencia Forest",9,13,11,34.6472147233729,-106.738922864063,"Isleta Reach","Monsoon"
2007,9,17,"Montano",16,24,20,35.1452628545,-106.680332705,"Angostura Reach","Monsoon"
2007,9,18,"Reynolds Cleared",10,17,13.5,34.6567454384498,-106.738602216398,"Isleta Reach","Monsoon"
2007,9,19,"Reynolds Forest",12,17,14.5,34.6576114622675,-106.739436295579,"Isleta Reach","Monsoon"
2007,9,20,"Route 66",19,25,22,35.1006512603,-106.691932797,"Angostura Reach","Monsoon"
2007,9,21,"Badger",22,30,26,35.1955715759,-106.641632737,"Angostura Reach","Monsoon"
2007,9,22,"Bobcat",19,30,24.5,35.2010747789,-106.641162297,"Angostura Reach","Monsoon"
2007,9,23,"BioPark",18.7,24.8,21.75,35.0799846256,-106.669723455,"Angostura Reach","Monsoon"
2007,10,1,"Alameda",18,20,19,35.1880598884,-106.646949118,"Angostura Reach","Monsoon"
2007,10,2,"Rio Grande Nature Center",14.9,17.5,16.2,35.1267624154,-106.688450012,"Angostura Reach","Monsoon"
2007,10,3,"Los Lunas",13,22,17.5,34.8123850767529,-106.714471968474,"Isleta Reach","Monsoon"
2007,10,4,"Belen",19,15,17,34.6481124155284,-106.737727748983,"Isleta Reach","Monsoon"
2007,10,5,"Santa Ana",NA,NA,NA,35.34284,-106.5458,"Angostura Reach","Monsoon"
2007,10,6,"Savannah",12.5,27,19.75,35.1428674147,-106.681982289,"Angostura Reach","Monsoon"
2007,10,7,"Lemitar",19,16,17.5,34.1670457032,-106.889953039,"San Acacia Reach","Monsoon"
2007,10,8,"Hispanic Cultural Center",14.5,17.5,16,35.0688083802,-106.65807622,"Angostura Reach","Monsoon"
2007,10,9,"Ohkay Owingeh",8,26.5,17.25,36.0618,-106.0761,"Cochiti Reach","Monsoon"
2007,10,10,"Diversion",16,20,18,35.1916189224,-106.643382687,"Angostura Reach","Monsoon"
2007,10,11,"Calabacillas",15,22,18.5,35.1946222612,-106.646350963,"Angostura Reach","Monsoon"
2007,10,12,"Minnow",10,24,17,35.1972256042,-106.644122231,"Angostura Reach","Monsoon"
2007,10,13,"Harrison",11.5,17,14.25,35.0150622305,-106.673722917,"Angostura Reach","Monsoon"
2007,10,14,"Sevilleta",3.5,7.6,5.55,34.2586573236,-106.883372761,"San Acacia Reach","Monsoon"
2007,10,15,"Valencia Cleared",NA,13,13,34.6486505386211,-106.739180486447,"Isleta Reach","Monsoon"
2007,10,16,"Valencia Forest",16.5,20,18.25,34.6472147233729,-106.738922864063,"Isleta Reach","Monsoon"
2007,10,17,"Montano",26.5,12.5,19.5,35.1452628545,-106.680332705,"Angostura Reach","Monsoon"
2007,10,18,"Reynolds Cleared",4.5,9,6.75,34.6567454384498,-106.738602216398,"Isleta Reach","Monsoon"
2007,10,19,"Reynolds Forest",4.5,9,6.75,34.6576114622675,-106.739436295579,"Isleta Reach","Monsoon"
2007,10,20,"Route 66",15.1,20,17.55,35.1006512603,-106.691932797,"Angostura Reach","Monsoon"
2007,10,21,"Badger",9.5,23,16.25,35.1955715759,-106.641632737,"Angostura Reach","Monsoon"
2007,10,22,"Bobcat",12.8,24.2,18.5,35.2010747789,-106.641162297,"Angostura Reach","Monsoon"
2007,10,23,"BioPark",14,20,17,35.0799846256,-106.669723455,"Angostura Reach","Monsoon"
2007,11,1,"Alameda",0.3,0,0.15,35.1880598884,-106.646949118,"Angostura Reach","Winter"
2007,11,2,"Rio Grande Nature Center",2,0.7,1.35,35.1267624154,-106.688450012,"Angostura Reach","Winter"
2007,11,3,"Los Lunas",0,0,0,34.8123850767529,-106.714471968474,"Isleta Reach","Winter"
2007,11,4,"Belen",0,0,0,34.6481124155284,-106.737727748983,"Isleta Reach","Winter"
2007,11,5,"Santa Ana",0.5,0.2,0.35,35.34284,-106.5458,"Angostura Reach","Winter"
2007,11,6,"Savannah",0,0,0,35.1428674147,-106.681982289,"Angostura Reach","Winter"
2007,11,7,"Lemitar",2.5,3,2.75,34.1670457032,-106.889953039,"San Acacia Reach","Winter"
2007,11,8,"Hispanic Cultural Center",0,0,0,35.0688083802,-106.65807622,"Angostura Reach","Winter"
2007,11,9,"Ohkay Owingeh",2,2.1,2.05,36.0618,-106.0761,"Cochiti Reach","Winter"
2007,11,10,"Diversion",0,0,0,35.1916189224,-106.643382687,"Angostura Reach","Winter"
2007,11,11,"Calabacillas",0,0,0,35.1946222612,-106.646350963,"Angostura Reach","Winter"
2007,11,12,"Minnow",0,0,0,35.1972256042,-106.644122231,"Angostura Reach","Winter"
2007,11,13,"Harrison",0,0,0,35.0150622305,-106.673722917,"Angostura Reach","Winter"
2007,11,14,"Sevilleta",0.5,0.5,0.5,34.2586573236,-106.883372761,"San Acacia Reach","Winter"
2007,11,15,"Valencia Cleared",0,0.1,0.05,34.6486505386211,-106.739180486447,"Isleta Reach","Winter"
2007,11,16,"Valencia Forest",0,0.8,0.4,34.6472147233729,-106.738922864063,"Isleta Reach","Winter"
2007,11,17,"Montano",0,0,0,35.1452628545,-106.680332705,"Angostura Reach","Winter"
2007,11,18,"Reynolds Cleared",3,3,3,34.6567454384498,-106.738602216398,"Isleta Reach","Winter"
2007,11,19,"Reynolds Forest",3.5,3,3.25,34.6576114622675,-106.739436295579,"Isleta Reach","Winter"
2007,11,20,"Route 66",0,0,0,35.1006512603,-106.691932797,"Angostura Reach","Winter"
2007,11,21,"Badger",0,0,0,35.1955715759,-106.641632737,"Angostura Reach","Winter"
2007,11,22,"Bobcat",2,18,10,35.2010747789,-106.641162297,"Angostura Reach","Winter"
2007,11,23,"BioPark",0,0,0,35.0799846256,-106.669723455,"Angostura Reach","Winter"
2007,12,1,"Alameda",43,43,43,35.1880598884,-106.646949118,"Angostura Reach","Winter"
2007,12,2,"Rio Grande Nature Center",30,15,22.5,35.1267624154,-106.688450012,"Angostura Reach","Winter"
2007,12,3,"Los Lunas",25,35,30,34.8123850767529,-106.714471968474,"Isleta Reach","Winter"
2007,12,4,"Belen",17.5,21,19.25,34.6481124155284,-106.737727748983,"Isleta Reach","Winter"
2007,12,5,"Santa Ana",NA,NA,NA,35.34284,-106.5458,"Angostura Reach","Winter"
2007,12,6,"Savannah",NA,20,20,35.1428674147,-106.681982289,"Angostura Reach","Winter"
2007,12,7,"Lemitar",21,30,25.5,34.1670457032,-106.889953039,"San Acacia Reach","Winter"
2007,12,8,"Hispanic Cultural Center",29,NA,29,35.0688083802,-106.65807622,"Angostura Reach","Winter"
2007,12,9,"Ohkay Owingeh",57,45,51,36.0618,-106.0761,"Cochiti Reach","Winter"
2007,12,10,"Diversion",37,42,39.5,35.1916189224,-106.643382687,"Angostura Reach","Winter"
2007,12,11,"Calabacillas",32,43,37.5,35.1946222612,-106.646350963,"Angostura Reach","Winter"
2007,12,12,"Minnow",32,44,38,35.1972256042,-106.644122231,"Angostura Reach","Winter"
2007,12,13,"Harrison",32,35,33.5,35.0150622305,-106.673722917,"Angostura Reach","Winter"
2007,12,14,"Sevilleta",20,33,26.5,34.2586573236,-106.883372761,"San Acacia Reach","Winter"
2007,12,15,"Valencia Cleared",19.5,16,17.75,34.6486505386211,-106.739180486447,"Isleta Reach","Winter"
2007,12,16,"Valencia Forest",22,29,25.5,34.6472147233729,-106.738922864063,"Isleta Reach","Winter"
2007,12,17,"Montano",36,40,38,35.1452628545,-106.680332705,"Angostura Reach","Winter"
2007,12,18,"Reynolds Cleared",18,21.7,19.85,34.6567454384498,-106.738602216398,"Isleta Reach","Winter"
2007,12,19,"Reynolds Forest",19,21.7,20.35,34.6576114622675,-106.739436295579,"Isleta Reach","Winter"
2007,12,20,"Route 66",32,43,37.5,35.1006512603,-106.691932797,"Angostura Reach","Winter"
2007,12,21,"Badger",28,40,34,35.1955715759,-106.641632737,"Angostura Reach","Winter"
2007,12,22,"Bobcat",23,45,34,35.2010747789,-106.641162297,"Angostura Reach","Winter"
2007,12,23,"BioPark",27,33,30,35.0799846256,-106.669723455,"Angostura Reach","Winter"
2008,1,1,"Alameda",5.5,7.5,6.5,35.1880598884,-106.646949118,"Angostura Reach","Winter"
2008,1,2,"Rio Grande Nature Center",1.8,2.5,2.15,35.1267624154,-106.688450012,"Angostura Reach","Winter"
2008,1,3,"Los Lunas",3,10,6.5,34.8123850767529,-106.714471968474,"Isleta Reach","Winter"
2008,1,4,"Belen",5,7.5,6.25,34.6481124155284,-106.737727748983,"Isleta Reach","Winter"
2008,1,5,"Santa Ana",NA,NA,NA,35.34284,-106.5458,"Angostura Reach","Winter"
2008,1,6,"Savannah",2.5,2.5,2.5,35.1428674147,-106.681982289,"Angostura Reach","Winter"
2008,1,7,"Lemitar",0.8,1,0.9,34.1670457032,-106.889953039,"San Acacia Reach","Winter"
2008,1,8,"Hispanic Cultural Center",3.5,5,4.25,35.0688083802,-106.65807622,"Angostura Reach","Winter"
2008,1,9,"Ohkay Owingeh",8.5,12.5,10.5,36.0618,-106.0761,"Cochiti Reach","Winter"
2008,1,10,"Diversion",6.5,NA,6.5,35.1916189224,-106.643382687,"Angostura Reach","Winter"
2008,1,11,"Calabacillas",5,7.5,6.25,35.1946222612,-106.646350963,"Angostura Reach","Winter"
2008,1,12,"Minnow",5,3,4,35.1972256042,-106.644122231,"Angostura Reach","Winter"
2008,1,13,"Harrison",NA,6,6,35.0150622305,-106.673722917,"Angostura Reach","Winter"
2008,1,14,"Sevilleta",2.5,2.5,2.5,34.2586573236,-106.883372761,"San Acacia Reach","Winter"
2008,1,15,"Valencia Cleared",4.4,6.5,5.45,34.6486505386211,-106.739180486447,"Isleta Reach","Winter"
2008,1,16,"Valencia Forest",8,9,8.5,34.6472147233729,-106.738922864063,"Isleta Reach","Winter"
2008,1,17,"Montano",2.5,5.5,4,35.1452628545,-106.680332705,"Angostura Reach","Winter"
2008,1,18,"Reynolds Cleared",5,6.5,5.75,34.6567454384498,-106.738602216398,"Isleta Reach","Winter"
2008,1,19,"Reynolds Forest",5,6.5,5.75,34.6576114622675,-106.739436295579,"Isleta Reach","Winter"
2008,1,20,"Route 66",5,NA,5,35.1006512603,-106.691932797,"Angostura Reach","Winter"
2008,1,21,"Badger",2.5,7.5,5,35.1955715759,-106.641632737,"Angostura Reach","Winter"
2008,1,22,"Bobcat",5.5,4.5,5,35.2010747789,-106.641162297,"Angostura Reach","Winter"
2008,1,23,"BioPark",3.5,4.2,3.85,35.0799846256,-106.669723455,"Angostura Reach","Winter"
2008,2,1,"Alameda",6.5,6.7,6.6,35.1880598884,-106.646949118,"Angostura Reach","Winter"
2008,2,2,"Rio Grande Nature Center",4,5,4.5,35.1267624154,-106.688450012,"Angostura Reach","Winter"
2008,2,3,"Los Lunas",4,8,6,34.8123850767529,-106.714471968474,"Isleta Reach","Winter"
2008,2,4,"Belen",4.8,8,6.4,34.6481124155284,-106.737727748983,"Isleta Reach","Winter"
2008,2,5,"Santa Ana",NA,NA,NA,35.34284,-106.5458,"Angostura Reach","Winter"
