Year,Month,Day,Site number,Precipitation open mm,Precipitation canopy mm,Date,Site name,Latitude,Longitude,Date type,Reaches,Current usgs gauge,Nearest USGS gauge,Monthly mean precipitation mm
2006,5,16,17,0.1,.,2006-05-16,Montano,35.1452628545,-106.680332705,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,0.1
2006,5,15,18,0.6,0.3,2006-05-15,Reynolds Cleared,34.6567454384498,-106.738602216398,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,0.44999999999999996
2006,5,15,19,0.6,0,2006-05-15,Reynolds Forest,34.657611462267496,-106.739436295579,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,0.3
2006,5,16,20,4,4.2,2006-05-16,Route 66,35.1006512603,-106.691932797,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,4.1
2006,5,17,21,.,.,2006-05-17,Badger,35.1955715759,-106.641632737,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,.
2006,5,17,22,.,.,2006-05-17,Bobcat,35.2010747789,-106.641162297,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,.
2006,6,20,1,1.8,0,2006-06-20,Alameda,35.1880598884,-106.646949118,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,0.9
2006,6,20,2,1,0,2006-06-20,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,0.5
2006,6,22,3,0.5,0,2006-06-22,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06  3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02,0.25
2006,6,20,4,5.3,5.2,2006-06-20,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,5.25
2006,6,.,5,.,.,.,Santa Ana,35.34284,-106.5458,Est from map,Angostura Reach,.,.,.
2006,6,20,6,1.2,0,2006-06-20,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,0.6
2006,6,21,7,9,8,2006-06-21,Lemitar,34.1670457032,-106.889953039,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,8.5
2006,6,21,8,1,0,2006-06-21,Hispanic Cultural Center,35.0688083802,-106.65807622,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,0.5
2006,6,20,10,1.8,0,2006-06-20,Diversion,35.191618922399996,-106.643382687,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,0.9
2006,6,20,11,1.2,0,2006-06-20,Calabacillas,35.1946222612,-106.646350963,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,0.6
2006,6,20,12,1.2,0,2006-06-20,Minnow,35.1972256042,-106.644122231,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,0.6
2006,6,20,13,2,1.8,2006-06-20,Harrison,35.0150622305,-106.673722917,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,1.9
2006,6,20,14,8,6,2006-06-20,Sevilleta,34.2586573236,-106.883372761,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,7
2006,6,20,15,6.25,0.36,2006-06-20,Valencia Cleared,34.6486505386211,-106.739180486447,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,3.305
2006,6,20,16,4,1.2,2006-06-20,Valencia Forest,34.6472147233729,-106.738922864063,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,2.6
2006,6,20,17,1,.,2006-06-20,Montano,35.1452628545,-106.680332705,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,1
2006,6,20,18,3,2,2006-06-20,Reynolds Cleared,34.6567454384498,-106.738602216398,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,2.5
2006,6,20,19,3,0,2006-06-20,Reynolds Forest,34.657611462267496,-106.739436295579,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,1.5
2006,6,21,20,1.2,0,2006-06-21,Route 66,35.1006512603,-106.691932797,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,0.6
2006,6,21,21,.,.,2006-06-21,Badger,35.1955715759,-106.641632737,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,.
2006,6,21,22,.,.,2006-06-21,Bobcat,35.2010747789,-106.641162297,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,.
2006,7,18,1,.,34,2006-07-18,Alameda,35.1880598884,-106.646949118,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,34
2006,7,18,2,38,32.5,2006-07-18,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,35.25
2006,7,20,3,42,24,2006-07-20,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06  3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02,33
2006,7,18,4,50,45.5,2006-07-18,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,47.75
2006,7,.,5,.,.,.,Santa Ana,35.34284,-106.5458,Est from map,Angostura Reach,.,.,.
2006,7,.,6,.,.,.,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,.
2006,7,18,7,38,27.7,2006-07-18,Lemitar,34.1670457032,-106.889953039,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,32.85
2006,7,19,8,40,33,2006-07-19,Hispanic Cultural Center,35.0688083802,-106.65807622,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,36.5
2006,7,18,10,44,.,2006-07-18,Diversion,35.191618922399996,-106.643382687,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,44
2006,7,18,11,44,33.5,2006-07-18,Calabacillas,35.1946222612,-106.646350963,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,38.75
2006,7,18,12,46,22.5,2006-07-18,Minnow,35.1972256042,-106.644122231,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,34.25
2006,7,18,13,65,54,2006-07-18,Harrison,35.0150622305,-106.673722917,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,59.5
2006,7,19,14,43,29.21,2006-07-19,Sevilleta,34.2586573236,-106.883372761,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,36.105000000000004
2006,7,18,15,49,32,2006-07-18,Valencia Cleared,34.6486505386211,-106.739180486447,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,40.5
2006,7,18,16,55,45,2006-07-18,Valencia Forest,34.6472147233729,-106.738922864063,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,50
2006,7,19,17,46,23,2006-07-19,Montano,35.1452628545,-106.680332705,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,34.5
2006,7,18,18,43,33,2006-07-18,Reynolds Cleared,34.6567454384498,-106.738602216398,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,38
2006,7,18,19,43,30,2006-07-18,Reynolds Forest,34.657611462267496,-106.739436295579,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,36.5
2006,7,18,20,53,32,2006-07-18,Route 66,35.1006512603,-106.691932797,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,42.5
2006,7,19,21,.,.,2006-07-19,Badger,35.1955715759,-106.641632737,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,.
2006,7,19,22,.,.,2006-07-19,Bobcat,35.2010747789,-106.641162297,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,.
2006,8,16,1,153.5,135,2006-08-16,Alameda,35.1880598884,-106.646949118,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,144.25
2006,8,15,2,97,78,2006-08-15,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,87.5
2006,8,15,3,83.5,56,2006-08-15,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06  3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02,69.75
2006,8,15,4,118,107.5,2006-08-15,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,112.75
2006,8,.,5,.,.,.,Santa Ana,35.34284,-106.5458,Est from map,Angostura Reach,.,.,.
2006,8,15,6,135.5,60,2006-08-15,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,97.75
2006,8,15,7,149.5,131.6,2006-08-15,Lemitar,34.1670457032,-106.889953039,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,140.55
2006,8,15,8,110,103.5,2006-08-15,Hispanic Cultural Center,35.0688083802,-106.65807622,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,106.75
2006,8,16,10,150,126.6,2006-08-16,Diversion,35.191618922399996,-106.643382687,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,138.3
2006,8,15,11,148.5,111,2006-08-15,Calabacillas,35.1946222612,-106.646350963,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,129.75
2006,8,15,12,146.5,96,2006-08-15,Minnow,35.1972256042,-106.644122231,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,121.25
2006,8,15,13,87.6,84,2006-08-15,Harrison,35.0150622305,-106.673722917,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,85.8
2006,8,15,14,.,78.7,2006-08-15,Sevilleta,34.2586573236,-106.883372761,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,78.7
2006,8,15,15,130,95,2006-08-15,Valencia Cleared,34.6486505386211,-106.739180486447,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,112.5
2006,8,15,16,123,127.4,2006-08-15,Valencia Forest,34.6472147233729,-106.738922864063,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,125.2
2006,8,15,17,129.4,98,2006-08-15,Montano,35.1452628545,-106.680332705,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,113.7
2006,8,15,18,122,89,2006-08-15,Reynolds Cleared,34.6567454384498,-106.738602216398,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,105.5
2006,8,15,19,133.5,117,2006-08-15,Reynolds Forest,34.657611462267496,-106.739436295579,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,125.25
2006,8,15,21,.,.,2006-08-15,Badger,35.1955715759,-106.641632737,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,.
2006,8,15,22,.,.,2006-08-15,Bobcat,35.2010747789,-106.641162297,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,.
2006,9,20,1,58,60,2006-09-20,Alameda,35.1880598884,-106.646949118,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,59
2006,9,19,2,45,39,2006-09-19,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,42
2006,9,19,3,35,30,2006-09-19,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06  3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02,32.5
2006,9,18,4,66.5,47,2006-09-18,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,56.75
2006,9,.,5,.,.,.,Santa Ana,35.34284,-106.5458,Est from map,Angostura Reach,.,.,.
2006,9,22,6,60,35,2006-09-22,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,47.5
2006,9,19,7,84,62,2006-09-19,Lemitar,34.1670457032,-106.889953039,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,73
2006,9,19,8,49,45.5,2006-09-19,Hispanic Cultural Center,35.0688083802,-106.65807622,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,47.25
2006,9,20,10,60,53,2006-09-20,Diversion,35.191618922399996,-106.643382687,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,56.5
2006,9,21,11,66.5,45,2006-09-21,Calabacillas,35.1946222612,-106.646350963,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,55.75
2006,9,21,12,13.5,13.5,2006-09-21,Minnow,35.1972256042,-106.644122231,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,13.5
2006,9,19,13,40,35,2006-09-19,Harrison,35.0150622305,-106.673722917,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,37.5
2006,9,19,14,.,15,2006-09-19,Sevilleta,34.2586573236,-106.883372761,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,15
2006,9,18,15,62,.,2006-09-18,Valencia Cleared,34.6486505386211,-106.739180486447,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,62
2006,9,19,16,70,45,2006-09-19,Valencia Forest,34.6472147233729,-106.738922864063,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,57.5
2006,9,19,17,58,35,2006-09-19,Montano,35.1452628545,-106.680332705,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,46.5
2006,9,20,18,59,44,2006-09-20,Reynolds Cleared,34.6567454384498,-106.738602216398,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,51.5
2006,9,20,19,59,32,2006-09-20,Reynolds Forest,34.657611462267496,-106.739436295579,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,45.5
2006,9,19,20,32,16,2006-09-19,Route 66,35.1006512603,-106.691932797,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,24
2006,9,21,21,.,.,2006-09-21,Badger,35.1955715759,-106.641632737,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,.
2006,9,20,22,.,.,2006-09-20,Bobcat,35.2010747789,-106.641162297,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,.
2006,10,19,1,32,28,2006-10-19,Alameda,35.1880598884,-106.646949118,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,30
2006,10,17,2,31,29.2,2006-10-17,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,30.1
2006,10,18,3,40,25,2006-10-18,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06  3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02,32.5
2006,10,16,4,57,44,2006-10-16,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,50.5
2006,10,.,5,.,.,.,Santa Ana,35.34284,-106.5458,Est from map,Angostura Reach,.,.,.
2006,10,18,6,29,14,2006-10-18,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,21.5
2006,10,20,7,86,69,2006-10-20,Lemitar,34.1670457032,-106.889953039,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,77.5
2006,10,18,8,.,.,2006-10-18,Hispanic Cultural Center,35.0688083802,-106.65807622,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,.
2006,10,16,10,32,24.5,2006-10-16,Diversion,35.191618922399996,-106.643382687,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,28.25
2006,10,19,11,27.5,20,2006-10-19,Calabacillas,35.1946222612,-106.646350963,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,23.75
2006,10,19,12,27.5,20,2006-10-19,Minnow,35.1972256042,-106.644122231,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,23.75
2006,10,17,13,47,42,2006-10-17,Harrison,35.0150622305,-106.673722917,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,44.5
2006,10,20,14,65,51,2006-10-20,Sevilleta,34.2586573236,-106.883372761,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,58
2006,10,16,15,55,53,2006-10-16,Valencia Cleared,34.6486505386211,-106.739180486447,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,54
2006,10,16,16,58.5,58,2006-10-16,Valencia Forest,34.6472147233729,-106.738922864063,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,58.25
2006,10,13,17,31,.,2006-10-13,Montano,35.1452628545,-106.680332705,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,31
2006,10,18,18,52,41,2006-10-18,Reynolds Cleared,34.6567454384498,-106.738602216398,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,46.5
2006,10,18,19,52,27.5,2006-10-18,Reynolds Forest,34.657611462267496,-106.739436295579,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,39.75
2006,10,17,20,33,22.5,2006-10-17,Route 66,35.1006512603,-106.691932797,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,27.75
2006,10,18,21,.,.,2006-10-18,Badger,35.1955715759,-106.641632737,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,.
2006,10,17,22,.,.,2006-10-17,Bobcat,35.2010747789,-106.641162297,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,.
2006,11,21,1,0,0.5,2006-11-21,Alameda,35.1880598884,-106.646949118,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,0.25
2006,11,23,2,0,0,2006-11-23,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,0
2006,11,18,3,0,0,2006-11-18,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06  3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02,0
2006,11,20,4,2.54,0,2006-11-20,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,1.27
2006,11,.,5,.,.,.,Santa Ana,35.34284,-106.5458,Est from map,Angostura Reach,.,.,.
2006,11,20,6,0.5,0.5,2006-11-20,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,0.5
2006,11,21,7,3.4,2.2,2006-11-21,Lemitar,34.1670457032,-106.889953039,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,2.8
2006,11,21,8,0,0,2006-11-21,Hispanic Cultural Center,35.0688083802,-106.65807622,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,0
2006,11,22,10,0,0.5,2006-11-22,Diversion,35.191618922399996,-106.643382687,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,0.25
2006,11,22,11,0,0,2006-11-22,Calabacillas,35.1946222612,-106.646350963,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,0
2006,11,22,12,0,0,2006-11-22,Minnow,35.1972256042,-106.644122231,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,0
2006,11,21,13,0.17,0.17,2006-11-21,Harrison,35.0150622305,-106.673722917,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,0.17
2006,11,21,14,1,0,2006-11-21,Sevilleta,34.2586573236,-106.883372761,Center well ground EMLID,San Acacia Reach,8354900,Rio Grande Floodway at San Acacia 08354900,0.5
2006,11,20,15,0,.,2006-11-20,Valencia Cleared,34.6486505386211,-106.739180486447,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,0
2006,11,20,16,0.6,0,2006-11-20,Valencia Forest,34.6472147233729,-106.738922864063,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,0.3
2006,11,21,17,0.4,.,2006-11-21,Montano,35.1452628545,-106.680332705,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,0.4
2006,11,22,18,0.4,0.4,2006-11-22,Reynolds Cleared,34.6567454384498,-106.738602216398,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,0.4
2006,11,22,19,0.4,0.4,2006-11-22,Reynolds Forest,34.657611462267496,-106.739436295579,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,0.4
2006,11,21,20,5.4,2.9,2006-11-21,Route 66,35.1006512603,-106.691932797,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,4.15
2006,11,22,21,0,0,2006-11-22,Badger,35.1955715759,-106.641632737,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,0
2006,11,18,22,.,.,2006-11-18,Bobcat,35.2010747789,-106.641162297,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,.
2006,12,18,1,0,0.6,2006-12-18,Alameda,35.1880598884,-106.646949118,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,0.3
2006,12,21,2,10,8,2006-12-21,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,9
2006,12,18,3,2.8,1.04,2006-12-18,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06  3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02,1.92
2006,12,18,4,8,5.2,2006-12-18,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,6.6
