site,year,month,quantity,lettercode,name,family,class,order,genspp,trap,line_number
2,2010,9,1,FOCRECER,Crematogaster cerasi,13,1,11,16,5,2
2,2010,9,1,FONEI,Neivamyrmex sp.,13,1,11,11,5,2
2,2010,9,1,ARACA,Acari,0,5,2,0,6,2
2,2010,9,1,CAPOELUC,Poecilus lucublandus,55,1,2,39,9,3
2,2010,9,1,ARACA,Acari,0,5,2,0,10,3
2,2010,9,1,INCOCUR,Curculionidae,31,1,2,0,10,3
2,2010,9,1,INLA,Insecta larva,0,1,0,1,10,3
2,2010,9,1,FOMON,Monomorium sp.,13,1,11,43,11,3
4,2010,9,1,INORGRY,Gryllidae,37,1,19,0,15,4
4,2010,9,1,INORGRY,Gryllidae,37,1,19,0,17,5
4,2010,9,1,CACALOPA,Calathus opaculus,55,1,2,3,19,5
4,2010,9,1,CAPOELUC,Poecilus lucublandus,55,1,2,39,19,5
4,2010,9,1,INDI,Diptera,0,1,6,0,20,5
4,2010,9,1,PORLAE,Porcellio laevis,1,6,2,1,3,1
4,2010,9,1,ARACA,Acari,0,5,2,0,4,1
4,2010,9,1,INCL,Collembola,0,1,4,0,4,1
4,2010,9,1,INCOSTA,Staphylinidae,17,1,2,0,5,2
4,2010,9,1,PORLAE,Porcellio laevis,1,6,2,1,6,2
4,2010,9,1,CAGALJAN,Galerita janus,55,1,2,26,7,2
4,2010,9,1,CAPOELUC,Poecilus lucublandus,55,1,2,39,7,2
4,2010,9,1,CODERLAR,Dermestidae larva,7,1,2,1,7,2
4,2010,9,1,ARARAAGE,Agelenidae,1,5,1,0,8,2
4,2010,9,1,ARMVUL,Armadillidium vulgare,2,6,2,2,8,2
4,2010,9,1,CAPOELUC,Poecilus lucublandus,55,1,2,39,9,3
4,2010,9,1,ARACAORI,Oribatida,1,5,2,0,10,3
4,2010,9,1,PORLAE,Porcellio laevis,1,6,2,1,11,3
4,2010,9,1,ARACAORI,Oribatida,1,5,2,0,13,4
4,2010,9,1,INCL,Collembola,0,1,4,0,13,4
4,2010,9,1,ARMVUL,Armadillidium vulgare,2,6,2,2,13,4
6,2010,9,1,ARACA,Acari,0,5,2,0,12,3
6,2010,9,1,INCOSTA,Staphylinidae,17,1,2,0,12,3
6,2010,9,1,TEELEOBS,Eleodes obsoletus,46,1,2,39,12,3
6,2010,9,1,FODOR,Dorymyrmex sp.,13,1,11,2,12,3
6,2010,9,1,FOMYR,Myrmicinae,13,1,11,13,12,3
6,2010,9,1,ARPSE,Pseudoscorpiones,0,5,3,0,15,4
6,2010,9,1,INLA,Insecta larva,0,1,0,1,15,4
6,2010,9,1,ARMVUL,Armadillidium vulgare,2,6,2,2,15,4
6,2010,9,1,TEEUSRET,Eusattus reticulatus,46,1,2,57,16,4
6,2010,9,1,TELOBFUS,Lobometopon fusiformis,46,1,2,53,16,4
6,2010,9,1,INHY,Hymenoptera,0,1,11,0,16,4
6,2010,9,1,INCO,Coleoptera,0,1,2,0,17,5
6,2010,9,1,TELOBFUS,Lobometopon fusiformis,46,1,2,53,17,5
6,2010,9,1,FODOR,Dorymyrmex sp.,13,1,11,2,17,5
6,2010,9,1,INHYMUT,Mutillidae,19,1,11,0,17,5
6,2010,9,1,RHCEU,Ceuthophilus sp.,9,1,19,3,17,5
6,2010,9,1,ARMVUL,Armadillidium vulgare,2,6,2,2,17,5
6,2010,9,1,FODOR,Dorymyrmex sp.,13,1,11,2,18,5
6,2010,9,1,ARACAORI,Oribatida,1,5,2,0,19,5
6,2010,9,1,INCOCAR,Carabidae,55,1,2,0,19,5
6,2010,9,1,TEEUSRET,Eusattus reticulatus,46,1,2,57,19,5
6,2010,9,1,TELOBFUS,Lobometopon fusiformis,46,1,2,53,19,5
6,2010,9,1,FODOR,Dorymyrmex sp.,13,1,11,2,19,5
6,2010,9,1,FOFOM,Formica sp.,13,1,11,9,20,5
6,2010,9,1,FOMYR,Myrmicinae,13,1,11,13,20,5
6,2010,9,1,INHYMUT,Mutillidae,19,1,11,0,2,1
6,2010,9,1,ARARA,Araneae,0,5,1,0,3,1
6,2010,9,1,FOFON,Formicinae,13,1,11,49,5,2
6,2010,9,1,INCOSTA,Staphylinidae,17,1,2,0,6,2
6,2010,9,1,TELOBFUS,Lobometopon fusiformis,46,1,2,53,6,2
6,2010,9,1,FOMYR,Myrmicinae,13,1,11,13,6,2
6,2010,9,1,CAPTE,Pterostichus sp.,55,1,2,20,7,2
6,2010,9,1,FOMYR,Myrmicinae,13,1,11,13,7,2
6,2010,9,1,INHYMUT,Mutillidae,19,1,11,0,7,2
6,2010,9,1,INCOSCA,Scarabaeidae,4,1,2,0,8,2
6,2010,9,1,INHE,Hemiptera,0,1,75,0,8,2
6,2010,9,1,FOLAS,Lasius sp.,13,1,11,10,8,2
6,2010,9,1,TEELE,Eleodes sp.,46,1,2,1,9,3
6,2010,9,1,TEELEOBS,Eleodes obsoletus,46,1,2,39,9,3
6,2010,9,1,FODOR,Dorymyrmex sp.,13,1,11,2,9,3
6,2010,9,1,FOLAS,Lasius sp.,13,1,11,10,9,3
6,2010,9,1,RHCEU,Ceuthophilus sp.,9,1,19,3,9,3
6,2010,9,1,ARMVUL,Armadillidium vulgare,2,6,2,2,9,3
6,2010,9,1,INCOCAR,Carabidae,55,1,2,0,10,3
6,2010,9,1,CAPTE,Pterostichus sp.,55,1,2,20,10,3
6,2010,9,1,TEELELON,Eleodes longicollis,46,1,2,42,10,3
6,2010,9,1,ARMVUL,Armadillidium vulgare,2,6,2,2,10,3
6,2010,9,1,RHCEU,Ceuthophilus sp.,9,1,19,3,11,3
6,2010,9,1,ARSOL,Solifugae,0,5,4,0,13,4
6,2010,9,1,INCOCAR,Carabidae,55,1,2,0,13,4
6,2010,9,1,TEELEOBS,Eleodes obsoletus,46,1,2,39,13,4
6,2010,9,1,FODOR,Dorymyrmex sp.,13,1,11,2,13,4
7,2010,9,1,ARACA,Acari,0,5,2,0,12,3
7,2010,9,1,ARARA,Araneae,0,5,1,0,12,3
7,2010,9,1,TEAREDEC,Araeoschizus decipiens,46,1,2,49,12,3
7,2010,9,1,FODOR,Dorymyrmex sp.,13,1,11,2,12,3
7,2010,9,1,INHY,Hymenoptera,0,1,11,0,14,4
7,2010,9,1,FOPOG,Pogonomyrmex sp.,13,1,11,37,14,4
7,2010,9,1,INHYMUT,Mutillidae,19,1,11,0,14,4
7,2010,9,1,ARARA,Araneae,0,5,1,0,15,4
7,2010,9,1,TEELEOBS,Eleodes obsoletus,46,1,2,39,15,4
7,2010,9,1,INHYFOR,Formicidae,13,1,11,0,15,4
7,2010,9,1,FOPOG,Pogonomyrmex sp.,13,1,11,37,15,4
7,2010,9,1,TEELEOBS,Eleodes obsoletus,46,1,2,39,16,4
7,2010,9,1,FODOR,Dorymyrmex sp.,13,1,11,2,16,4
7,2010,9,1,FOPOG,Pogonomyrmex sp.,13,1,11,37,16,4
7,2010,9,1,INLA,Insecta larva,0,1,0,1,16,4
7,2010,9,1,FOFON,Formicinae,13,1,11,49,18,5
7,2010,9,1,FOPHE,Pheidole sp.,13,1,11,14,18,5
7,2010,9,1,INHYFOR,Formicidae,13,1,11,0,19,5
7,2010,9,1,INHYMUT,Mutillidae,19,1,11,0,19,5
7,2010,9,1,FOPOG,Pogonomyrmex sp.,13,1,11,37,3,1
7,2010,9,1,FOMYR,Myrmicinae,13,1,11,13,4,1
7,2010,9,1,TEELEOBS,Eleodes obsoletus,46,1,2,39,6,2
7,2010,9,1,FOPOG,Pogonomyrmex sp.,13,1,11,37,6,2
7,2010,9,1,ARACA,Acari,0,5,2,0,8,2
7,2010,9,1,INCOSCA,Scarabaeidae,4,1,2,0,8,2
7,2010,9,1,ARARA,Araneae,0,5,1,0,9,3
7,2010,9,1,INCOCAR,Carabidae,55,1,2,0,9,3
7,2010,9,1,FODOR,Dorymyrmex sp.,13,1,11,2,9,3
7,2010,9,1,FOFON,Formicinae,13,1,11,49,9,3
7,2010,9,1,FOTAPSES,Tapinoma sessile,13,1,11,18,9,3
7,2010,9,1,STSTEFUS,Stenopelmatus fuscus,11,1,19,1,9,3
7,2010,9,1,ARARA,Araneae,0,5,1,0,10,3
7,2010,9,1,TEASIOPA,Asidopsis opaca,46,1,2,45,10,3
7,2010,9,1,TEELEOBS,Eleodes obsoletus,46,1,2,39,10,3
7,2010,9,1,FOPHE,Pheidole sp.,13,1,11,14,10,3
7,2010,9,1,ARARA,Araneae,0,5,1,0,11,3
7,2010,9,1,ARARA,Araneae,0,5,1,0,13,4
7,2010,9,1,FOPOG,Pogonomyrmex sp.,13,1,11,37,13,4
9,2010,9,1,INCL,Collembola,0,1,4,0,15,4
9,2010,9,1,ARACAORI,Oribatida,1,5,2,0,16,4
9,2010,9,1,ARARA,Araneae,0,5,1,0,16,4
9,2010,9,1,INCL,Collembola,0,1,4,0,16,4
9,2010,9,1,ARACA,Acari,0,5,2,0,17,5
9,2010,9,1,ARARALYC,Lycosidae,24,5,1,0,17,5
9,2010,9,1,RHCEU,Ceuthophilus sp.,9,1,19,3,17,5
9,2010,9,1,INCL,Collembola,0,1,4,0,18,5
9,2010,9,1,CAPOELUC,Poecilus lucublandus,55,1,2,39,18,5
9,2010,9,1,ARARALYC,Lycosidae,24,5,1,0,19,5
9,2010,9,1,INCOCAR,Carabidae,55,1,2,0,19,5
9,2010,9,1,ARARA,Araneae,0,5,1,0,20,5
9,2010,9,1,INCL,Collembola,0,1,4,0,2,1
9,2010,9,1,INOR,Orthoptera,0,1,19,0,2,1
9,2010,9,1,ARMVUL,Armadillidium vulgare,2,6,2,2,2,1
9,2010,9,1,ARARALYC,Lycosidae,24,5,1,0,3,1
9,2010,9,1,SIHETRAM,Heterosilpha ramosa,35,1,2,2,3,1
9,2010,9,1,ARACA,Acari,0,5,2,0,5,2
9,2010,9,1,ARACAORI,Oribatida,1,5,2,0,5,2
9,2010,9,1,ARACAORI,Oribatida,1,5,2,0,6,2
9,2010,9,1,ARACAORI,Oribatida,1,5,2,0,7,2
9,2010,9,1,INCL,Collembola,0,1,4,0,7,2
9,2010,9,1,INDI,Diptera,0,1,6,0,7,2
9,2010,9,1,INCL,Collembola,0,1,4,0,8,2
9,2010,9,1,CAPOELUC,Poecilus lucublandus,55,1,2,39,8,2
9,2010,9,1,CAPTE,Pterostichus sp.,55,1,2,20,8,2
9,2010,9,1,SIHETRAM,Heterosilpha ramosa,35,1,2,2,8,2
9,2010,9,1,INOR,Orthoptera,0,1,19,0,8,2
9,2010,9,1,ARARA,Araneae,0,5,1,0,9,3
9,2010,9,1,INCOCAR,Carabidae,55,1,2,0,9,3
9,2010,9,1,CAPTE,Pterostichus sp.,55,1,2,20,9,3
9,2010,9,1,INOR,Orthoptera,0,1,19,0,9,3
9,2010,9,1,INCL,Collembola,0,1,4,0,10,3
9,2010,9,1,CAPTE,Pterostichus sp.,55,1,2,20,10,3
9,2010,9,1,FOTAPSES,Tapinoma sessile,13,1,11,18,10,3
9,2010,9,1,CAPTE,Pterostichus sp.,55,1,2,20,13,4
9,2010,9,1,TELOBFUS,Lobometopon fusiformis,46,1,2,53,13,4
10,2010,9,1,ARACA,Acari,0,5,2,0,1,1
10,2010,9,1,ARARA,Araneae,0,5,1,0,1,1
10,2010,9,1,ARSOL,Solifugae,0,5,4,0,1,1
10,2010,9,1,FODOR,Dorymyrmex sp.,13,1,11,2,1,1
10,2010,9,1,FOMON,Monomorium sp.,13,1,11,43,1,1
10,2010,9,1,FOPOG,Pogonomyrmex sp.,13,1,11,37,1,1
10,2010,9,1,FOMON,Monomorium sp.,13,1,11,43,12,3
10,2010,9,1,INLA,Insecta larva,0,1,0,1,12,3
10,2010,9,1,ARACAORI,Oribatida,1,5,2,0,14,4
10,2010,9,1,ARACA,Acari,0,5,2,0,15,4
10,2010,9,1,FOPOG,Pogonomyrmex sp.,13,1,11,37,15,4
10,2010,9,1,ARACAORI,Oribatida,1,5,2,0,16,4
10,2010,9,1,ARSOL,Solifugae,0,5,4,0,16,4
10,2010,9,1,TEAREDEC,Araeoschizus decipiens,46,1,2,49,16,4
10,2010,9,1,FODOR,Dorymyrmex sp.,13,1,11,2,16,4
10,2010,9,1,ARACAORI,Oribatida,1,5,2,0,17,5
10,2010,9,1,ARARA,Araneae,0,5,1,0,17,5
10,2010,9,1,FOMON,Monomorium sp.,13,1,11,43,19,5
10,2010,9,1,CAPOELUC,Poecilus lucublandus,55,1,2,39,20,5
10,2010,9,1,FOMYR,Myrmicinae,13,1,11,13,20,5
10,2010,9,1,INCOCAR,Carabidae,55,1,2,0,2,1
10,2010,9,1,FOMYR,Myrmicinae,13,1,11,13,2,1
10,2010,9,1,STSTEFUS,Stenopelmatus fuscus,11,1,19,1,2,1
10,2010,9,1,INCOCUR,Curculionidae,31,1,2,0,3,1
10,2010,9,1,INCOSCA,Scarabaeidae,4,1,2,0,3,1
10,2010,9,1,TEELEFUS,Eleodes fusiformis,46,1,2,10,3,1
10,2010,9,1,FOMON,Monomorium sp.,13,1,11,43,3,1
10,2010,9,1,FOPOG,Pogonomyrmex sp.,13,1,11,37,5,2
10,2010,9,1,CAPOELUC,Poecilus lucublandus,55,1,2,39,7,2
10,2010,9,1,ARMVUL,Armadillidium vulgare,2,6,2,2,7,2
10,2010,9,1,INLA,Insecta larva,0,1,0,1,8,2
10,2010,9,1,INPS,Psocoptera,0,1,22,0,8,2
10,2010,9,1,FOPHE,Pheidole sp.,13,1,11,14,10,3
10,2010,9,1,FOTAPSES,Tapinoma sessile,13,1,11,18,10,3
10,2010,9,1,INHYMUT,Mutillidae,19,1,11,0,10,3
10,2010,9,1,INLA,Insecta larva,0,1,0,1,10,3
10,2010,9,1,FOPHE,Pheidole sp.,13,1,11,14,11,3
10,2010,9,1,INLA,Insecta larva,0,1,0,1,11,3
10,2010,9,1,ARACA,Acari,0,5,2,0,13,4
10,2010,9,1,TEBLAFOR,Blapstinus fortis,46,1,2,48,13,4
10,2010,9,1,RHCEU,Ceuthophilus sp.,9,1,19,3,13,4
11,2010,9,1,CACALOPA,Calathus opaculus,55,1,2,3,1,1
11,2010,9,1,DIPOX,Polyxenida,0,7,3,0,12,3
11,2010,9,1,INDI,Diptera,0,1,6,0,12,3
11,2010,9,1,ARMVUL,Armadillidium vulgare,2,6,2,2,12,3
11,2010,9,1,DIPOX,Polyxenida,0,7,3,0,15,4
11,2010,9,1,INHE,Hemiptera,0,1,75,0,15,4
11,2010,9,1,FODOR,Dorymyrmex sp.,13,1,11,2,15,4
11,2010,9,1,CAHAR,Harpalus sp.,55,1,2,30,16,4
11,2010,9,1,CAPOELUC,Poecilus lucublandus,55,1,2,39,16,4
11,2010,9,1,INCOCUR,Curculionidae,31,1,2,0,16,4
11,2010,9,1,TEEMBCON,Embaphion contusum,46,1,2,51,16,4
11,2010,9,1,INDI,Diptera,0,1,6,0,16,4
11,2010,9,1,FODOR,Dorymyrmex sp.,13,1,11,2,16,4
11,2010,9,1,INZYLEP,Lepismatidae,2,1,42,0,18,5
11,2010,9,1,ARARA,Araneae,0,5,1,0,19,5
11,2010,9,1,INCL,Collembola,0,1,4,0,19,5
11,2010,9,1,INZYLEP,Lepismatidae,2,1,42,0,19,5
11,2010,9,1,ARMVUL,Armadillidium vulgare,2,6,2,2,20,5
11,2010,9,1,ARARA,Araneae,0,5,1,0,3,1
11,2010,9,1,INHYFOR,Formicidae,13,1,11,0,3,1
11,2010,9,1,ARMVUL,Armadillidium vulgare,2,6,2,2,3,1
11,2010,9,1,INHYFOR,Formicidae,13,1,11,0,4,1
11,2010,9,1,ARARA,Araneae,0,5,1,0,5,2
11,2010,9,1,ARARA,Araneae,0,5,1,0,6,2
11,2010,9,1,TELOBFUS,Lobometopon fusiformis,46,1,2,53,6,2
11,2010,9,1,FOMON,Monomorium sp.,13,1,11,43,6,2
11,2010,9,1,FOTAPSES,Tapinoma sessile,13,1,11,18,6,2
11,2010,9,1,CACALOPA,Calathus opaculus,55,1,2,3,7,2
11,2010,9,1,INHE,Hemiptera,0,1,75,0,8,2
11,2010,9,1,ARARA,Araneae,0,5,1,0,9,3
11,2010,9,1,INHE,Hemiptera,0,1,75,0,9,3
11,2010,9,1,CACYCSUB,Cyclotrachelus substriatus,55,1,2,27,10,3
11,2010,9,1,INZYLEP,Lepismatidae,2,1,42,0,10,3
11,2010,9,1,INHE,Hemiptera,0,1,75,0,11,3
11,2010,9,1,INOR,Orthoptera,0,1,19,0,11,3
11,2010,9,1,INZYLEP,Lepismatidae,2,1,42,0,11,3
11,2010,9,1,DIPOX,Polyxenida,0,7,3,0,13,4
11,2010,9,1,CACYCSUB,Cyclotrachelus substriatus,55,1,2,27,13,4
11,2010,9,1,FOPHE,Pheidole sp.,13,1,11,14,13,4
12,2010,9,1,ARARA,Araneae,0,5,1,0,1,1
12,2010,9,1,FOMYR,Myrmicinae,13,1,11,13,1,1
12,2010,9,1,INCL,Collembola,0,1,4,0,12,3
12,2010,9,1,ARPSE,Pseudoscorpiones,0,5,3,0,14,4
12,2010,9,1,INHE,Hemiptera,0,1,75,0,15,4
12,2010,9,1,ARARA,Araneae,0,5,1,0,16,4
12,2010,9,1,CACYCSUB,Cyclotrachelus substriatus,55,1,2,27,16,4
12,2010,9,1,ARARA,Araneae,0,5,1,0,19,5
12,2010,9,1,ARPSE,Pseudoscorpiones,0,5,3,0,19,5
12,2010,9,1,INHE,Hemiptera,0,1,75,0,19,5
12,2010,9,1,FOMYR,Myrmicinae,13,1,11,13,19,5
12,2010,9,1,INOR,Orthoptera,0,1,19,0,19,5
12,2010,9,1,INZYLEP,Lepismatidae,2,1,42,0,19,5
12,2010,9,1,INDE,Dermaptera,0,1,76,0,2,1
12,2010,9,1,INPS,Psocoptera,0,1,22,0,2,1
12,2010,9,1,ARMVUL,Armadillidium vulgare,2,6,2,2,3,1
12,2010,9,1,ARACA,Acari,0,5,2,0,4,1
12,2010,9,1,TEBLAFOR,Blapstinus fortis,46,1,2,48,4,1
12,2010,9,1,INHE,Hemiptera,0,1,75,0,4,1
12,2010,9,1,FOMYR,Myrmicinae,13,1,11,13,5,2
12,2010,9,1,INORGRY,Gryllidae,37,1,19,0,5,2
12,2010,9,1,ARACAORI,Oribatida,1,5,2,0,6,2
12,2010,9,1,CACYCSUB,Cyclotrachelus substriatus,55,1,2,27,6,2
12,2010,9,1,FOSOL,Solenopsis sp.,13,1,11,5,6,2
12,2010,9,1,ARACA,Acari,0,5,2,0,7,2
12,2010,9,1,INZYLEP,Lepismatidae,2,1,42,0,8,2
12,2010,9,1,ARACA,Acari,0,5,2,0,9,3
12,2010,9,1,CACYCSUB,Cyclotrachelus substriatus,55,1,2,27,9,3
12,2010,9,1,CAPTE,Pterostichus sp.,55,1,2,20,9,3
12,2010,9,1,ARACA,Acari,0,5,2,0,10,3
12,2010,9,1,CACYCSUB,Cyclotrachelus substriatus,55,1,2,27,10,3
12,2010,9,1,CAPOELUC,Poecilus lucublandus,55,1,2,39,10,3
12,2010,9,1,ARMVUL,Armadillidium vulgare,2,6,2,2,10,3
12,2010,9,1,ARACAORI,Oribatida,1,5,2,0,11,3
12,2010,9,1,CACYCSUB,Cyclotrachelus substriatus,55,1,2,27,11,3
12,2010,9,1,FOMON,Monomorium sp.,13,1,11,43,11,3
12,2010,9,1,INZYLEP,Lepismatidae,2,1,42,0,13,4
13,2010,9,1,FOCRECER,Crematogaster cerasi,13,1,11,16,1,1
13,2010,9,1,ARARALYC,Lycosidae,24,5,1,0,15,4
13,2010,9,1,FOTAPSES,Tapinoma sessile,13,1,11,18,15,4
13,2010,9,1,ARARA,Araneae,0,5,1,0,16,4
13,2010,9,1,CAPOELUC,Poecilus lucublandus,55,1,2,39,17,5
13,2010,9,1,ARARALYC,Lycosidae,24,5,1,0,18,5
13,2010,9,1,FOMON,Monomorium sp.,13,1,11,43,18,5
13,2010,9,1,INCO,Coleoptera,0,1,2,0,19,5
13,2010,9,1,ARMVUL,Armadillidium vulgare,2,6,2,2,19,5
13,2010,9,1,INCOCAR,Carabidae,55,1,2,0,20,5
13,2010,9,1,ARARA,Araneae,0,5,1,0,2,1
13,2010,9,1,ARMVUL,Armadillidium vulgare,2,6,2,2,2,1
13,2010,9,1,PORLAE,Porcellio laevis,1,6,2,1,2,1
13,2010,9,1,FOSOL,Solenopsis sp.,13,1,11,5,4,1
13,2010,9,1,PORLAE,Porcellio laevis,1,6,2,1,4,1
13,2010,9,1,INCL,Collembola,0,1,4,0,5,2
13,2010,9,1,FOTAPSES,Tapinoma sessile,13,1,11,18,6,2
13,2010,9,1,INNEMYR,Myrmeleontidae,1,1,16,0,6,2
13,2010,9,1,PORLAE,Porcellio laevis,1,6,2,1,6,2
13,2010,9,1,ARARA,Araneae,0,5,1,0,7,2
13,2010,9,1,CODERLAR,Dermestidae larva,7,1,2,1,7,2
13,2010,9,1,PORLAE,Porcellio laevis,1,6,2,1,7,2
13,2010,9,1,FOPOG,Pogonomyrmex sp.,13,1,11,37,9,3
13,2010,9,1,ARMVUL,Armadillidium vulgare,2,6,2,2,9,3
13,2010,9,1,FOMON,Monomorium sp.,13,1,11,43,10,3
13,2010,9,1,ARMVUL,Armadillidium vulgare,2,6,2,2,10,3
13,2010,9,1,ARARA,Araneae,0,5,1,0,11,3
13,2010,9,1,ARARALYC,Lycosidae,24,5,1,0,11,3
14,2010,9,1,INCOSTA,Staphylinidae,17,1,2,0,1,1
14,2010,9,1,ARACAORI,Oribatida,1,5,2,0,14,4
14,2010,9,1,ARPSE,Pseudoscorpiones,0,5,3,0,14,4
14,2010,9,1,INCL,Collembola,0,1,4,0,14,4
14,2010,9,1,CAPOELUC,Poecilus lucublandus,55,1,2,39,14,4
14,2010,9,1,ARACAORI,Oribatida,1,5,2,0,15,4
14,2010,9,1,ARARA,Araneae,0,5,1,0,15,4
14,2010,9,1,INLA,Insecta larva,0,1,0,1,15,4
14,2010,9,1,INCOSTA,Staphylinidae,17,1,2,0,16,4
14,2010,9,1,COTEN,Tenebrionidae,46,1,2,0,16,4
14,2010,9,1,FOMYR,Myrmicinae,13,1,11,13,16,4
14,2010,9,1,ARACAORI,Oribatida,1,5,2,0,18,5
14,2010,9,1,INCO,Coleoptera,0,1,2,0,18,5
14,2010,9,1,ARMVUL,Armadillidium vulgare,2,6,2,2,18,5
14,2010,9,1,CODERLAR,Dermestidae larva,7,1,2,1,19,5
14,2010,9,1,FOLAS,Lasius sp.,13,1,11,10,19,5
14,2010,9,1,FOTAPSES,Tapinoma sessile,13,1,11,18,3,1
14,2010,9,1,ARARALYC,Lycosidae,24,5,1,0,4,1
14,2010,9,1,PORLAE,Porcellio laevis,1,6,2,1,5,2
14,2010,9,1,INCOCUR,Curculionidae,31,1,2,0,10,3
14,2010,9,1,INCOSTA,Staphylinidae,17,1,2,0,10,3
14,2010,9,1,FOCRECER,Crematogaster cerasi,13,1,11,16,10,3
14,2010,9,1,PORLAE,Porcellio laevis,1,6,2,1,10,3
14,2010,9,1,CAPOELUC,Poecilus lucublandus,55,1,2,39,11,3
14,2010,9,1,ARARA,Araneae,0,5,1,0,13,4
14,2010,9,1,CACALOPA,Calathus opaculus,55,1,2,3,13,4
15,2010,9,1,ARARA,Araneae,0,5,1,0,1,1
15,2010,9,1,CAHAR,Harpalus sp.,55,1,2,30,1,1
15,2010,9,1,INCOSTA,Staphylinidae,17,1,2,0,1,1
15,2010,9,1,INHY,Hymenoptera,0,1,11,0,1,1
15,2010,9,1,INOR,Orthoptera,0,1,19,0,1,1
15,2010,9,1,PORLAE,Porcellio laevis,1,6,2,1,1,1
15,2010,9,1,INHY,Hymenoptera,0,1,11,0,12,3
15,2010,9,1,FOTAPSES,Tapinoma sessile,13,1,11,18,12,3
15,2010,9,1,FOTAPSES,Tapinoma sessile,13,1,11,18,14,4
15,2010,9,1,ARMVUL,Armadillidium vulgare,2,6,2,2,14,4
15,2010,9,1,INCOCAR,Carabidae,55,1,2,0,15,4
15,2010,9,1,INHY,Hymenoptera,0,1,11,0,15,4
15,2010,9,1,CAPASCAL,Pasimachus californicus,55,1,2,38,16,4
15,2010,9,1,CAPOELUC,Poecilus lucublandus,55,1,2,39,16,4
15,2010,9,1,CAPOELUC,Poecilus lucublandus,55,1,2,39,17,5
15,2010,9,1,ARARA,Araneae,0,5,1,0,18,5
15,2010,9,1,INCOCUR,Curculionidae,31,1,2,0,18,5
15,2010,9,1,INCOCUR,Curculionidae,31,1,2,0,20,5
15,2010,9,1,FOLAS,Lasius sp.,13,1,11,10,20,5
15,2010,9,1,ARMVUL,Armadillidium vulgare,2,6,2,2,3,1
15,2010,9,1,ARACAORI,Oribatida,1,5,2,0,4,1
15,2010,9,1,CACALOPA,Calathus opaculus,55,1,2,3,4,1
15,2010,9,1,CAPOELUC,Poecilus lucublandus,55,1,2,39,4,1
15,2010,9,1,INCOCUR,Curculionidae,31,1,2,0,5,2
15,2010,9,1,INCOLAR,Coleoptera larva,0,1,2,1,5,2
15,2010,9,1,INDI,Diptera,0,1,6,0,5,2
15,2010,9,1,CAPOELUC,Poecilus lucublandus,55,1,2,39,6,2
15,2010,9,1,TEBLAFOR,Blapstinus fortis,46,1,2,48,6,2
15,2010,9,1,ARACAORI,Oribatida,1,5,2,0,7,2
15,2010,9,1,CAPOELUC,Poecilus lucublandus,55,1,2,39,7,2
15,2010,9,1,INCOSTA,Staphylinidae,17,1,2,0,7,2
15,2010,9,1,TEELESUT,Eleodes suturalis,46,1,2,7,7,2
15,2010,9,1,INCL,Collembola,0,1,4,0,8,2
15,2010,9,1,CAPOELUC,Poecilus lucublandus,55,1,2,39,8,2
15,2010,9,1,PORLAE,Porcellio laevis,1,6,2,1,8,2
15,2010,9,1,INCOSTA,Staphylinidae,17,1,2,0,9,3
15,2010,9,1,INHYFOR,Formicidae,13,1,11,0,9,3
15,2010,9,1,PORLAE,Porcellio laevis,1,6,2,1,9,3
15,2010,9,1,ARACAORI,Oribatida,1,5,2,0,10,3
15,2010,9,1,ARPSE,Pseudoscorpiones,0,5,3,0,11,3
15,2010,9,1,INCOSTA,Staphylinidae,17,1,2,0,11,3
15,2010,9,1,INCL,Collembola,0,1,4,0,13,4
16,2010,9,1,TEELEFUS,Eleodes fusiformis,46,1,2,10,12,3
16,2010,9,1,TEELELON,Eleodes longicollis,46,1,2,42,12,3
16,2010,9,1,INHE,Hemiptera,0,1,75,0,12,3
16,2010,9,1,INHY,Hymenoptera,0,1,11,0,12,3
16,2010,9,1,FODOR,Dorymyrmex sp.,13,1,11,2,12,3
16,2010,9,1,INHYMUT,Mutillidae,19,1,11,0,12,3
16,2010,9,1,INORGRY,Gryllidae,37,1,19,0,12,3
16,2010,9,1,TEELEOBS,Eleodes obsoletus,46,1,2,39,14,4
16,2010,9,1,INCOANT,Anthicidae,41,1,2,0,15,4
16,2010,9,1,INCOSTA,Staphylinidae,17,1,2,0,15,4
16,2010,9,1,TEELESPO,Eleodes sponsus,46,1,2,43,15,4
16,2010,9,1,FODOR,Dorymyrmex sp.,13,1,11,2,15,4
16,2010,9,1,FOMYR,Myrmicinae,13,1,11,13,15,4
16,2010,9,1,FOPOG,Pogonomyrmex sp.,13,1,11,37,15,4
16,2010,9,1,INNEMYR,Myrmeleontidae,1,1,16,0,15,4
16,2010,9,1,ARACA,Acari,0,5,2,0,16,4
16,2010,9,1,ARARA,Araneae,0,5,1,0,16,4
16,2010,9,1,CACALOPA,Calathus opaculus,55,1,2,3,16,4
16,2010,9,1,ARMVUL,Armadillidium vulgare,2,6,2,2,16,4
16,2010,9,1,INHE,Hemiptera,0,1,75,0,17,5
16,2010,9,1,INHY,Hymenoptera,0,1,11,0,17,5
16,2010,9,1,FOMYR,Myrmicinae,13,1,11,13,17,5
16,2010,9,1,INCOELA,Elateridae,5,1,2,0,18,5
