site,ppt_canopy,ppt_open,year,month,day,site_name,site_lat,site_long
5,2.5,2.5,2013,1,18,Santa Ana,35.34284,-106.5458
5,NA,NA,2002,5,NA,Santa Ana,35.34284,-106.5458
5,NA,NA,2005,8,NA,Santa Ana,35.34284,-106.5458
5,NA,NA,2004,9,NA,Santa Ana,35.34284,-106.5458
5,13,20,2015,6,15,Santa Ana,35.34284,-106.5458
5,3,4,2014,3,20,Santa Ana,35.34284,-106.5458
5,36,45,2011,10,20,Santa Ana,35.34284,-106.5458
5,6.1,2,2000,6,20,Santa Ana,35.34284,-106.5458
5,NA,NA,2009,5,NA,Santa Ana,35.34284,-106.5458
5,35,NA,2017,1,20,Santa Ana,35.34284,-106.5458
5,2.5,1,2003,7,15,Santa Ana,35.34284,-106.5458
5,NA,NA,2003,12,NA,Santa Ana,35.34284,-106.5458
5,2.5,6.6,2008,8,19,Santa Ana,35.34284,-106.5458
5,1.5,5,2013,10,17,Santa Ana,35.34284,-106.5458
5,NA,NA,2017,6,19,Santa Ana,35.34284,-106.5458
5,NA,NA,1999,12,NA,Santa Ana,35.34284,-106.5458
5,2,25,2002,7,16,Santa Ana,35.34284,-106.5458
5,NA,NA,2000,5,NA,Santa Ana,35.34284,-106.5458
5,6.5,9,2011,11,17,Santa Ana,35.34284,-106.5458
5,5.3,3.8,2000,2,16,Santa Ana,35.34284,-106.5458
5,15.4,28.9,2017,9,20,Santa Ana,35.34284,-106.5458
5,NA,1,2016,2,16,Santa Ana,35.34284,-106.5458
5,NA,NA,2007,4,NA,Santa Ana,35.34284,-106.5458
5,42,55,2015,10,22,Santa Ana,35.34284,-106.5458
5,3.2,6,2002,2,19,Santa Ana,35.34284,-106.5458
5,6,1.8,2010,5,17,Santa Ana,35.34284,-106.5458
5,34,39,2010,9,24,Santa Ana,35.34284,-106.5458
5,NA,NA,2005,7,NA,Santa Ana,35.34284,-106.5458
5,7,13,2012,7,17,Santa Ana,35.34284,-106.5458
5,19,21,2012,4,19,Santa Ana,35.34284,-106.5458
5,0,NA,2010,6,15,Santa Ana,35.34284,-106.5458
5,26,2,2010,1,22,Santa Ana,35.34284,-106.5458
5,NA,NA,2008,5,NA,Santa Ana,35.34284,-106.5458
5,1,2.5,2002,4,17,Santa Ana,35.34284,-106.5458
5,3.8,10.2,1999,9,21,Santa Ana,35.34284,-106.5458
5,6.5,11,2014,9,16,Santa Ana,35.34284,-106.5458
5,59,66,2013,8,20,Santa Ana,35.34284,-106.5458
5,NA,14,2016,1,21,Santa Ana,35.34284,-106.5458
5,5.1,9.6,2017,8,18,Santa Ana,35.34284,-106.5458
5,4,10,2001,1,16,Santa Ana,35.34284,-106.5458
5,12,15,2016,6,23,Santa Ana,35.34284,-106.5458
5,1,1.8,2013,4,19,Santa Ana,35.34284,-106.5458
5,7.6,11.7,2003,1,21,Santa Ana,35.34284,-106.5458
5,NA,NA,2001,3,NA,Santa Ana,35.34284,-106.5458
5,NA,NA,2002,11,NA,Santa Ana,35.34284,-106.5458
5,NA,NA,2000,7,NA,Santa Ana,35.34284,-106.5458
5,1.5,2,2012,1,19,Santa Ana,35.34284,-106.5458
5,45,60,2014,8,20,Santa Ana,35.34284,-106.5458
5,NA,NA,2005,9,NA,Santa Ana,35.34284,-106.5458
5,6,NA,2016,4,21,Santa Ana,35.34284,-106.5458
5,26,25,2014,12,16,Santa Ana,35.34284,-106.5458
5,NA,NA,2007,12,NA,Santa Ana,35.34284,-106.5458
5,NA,1.5,2010,3,17,Santa Ana,35.34284,-106.5458
5,NA,NA,2006,6,NA,Santa Ana,35.34284,-106.5458
5,25.5,25,2007,5,15,Santa Ana,35.34284,-106.5458
5,3,9.5,2009,7,21,Santa Ana,35.34284,-106.5458
5,NA,NA,2008,12,NA,Santa Ana,35.34284,-106.5458
5,10.2,13,2008,7,15,Santa Ana,35.34284,-106.5458
5,NA,NA,2008,11,NA,Santa Ana,35.34284,-106.5458
5,0,0,2012,6,19,Santa Ana,35.34284,-106.5458
5,32,40,2011,12,20,Santa Ana,35.34284,-106.5458
5,1.8,2,2013,6,18,Santa Ana,35.34284,-106.5458
5,NA,NA,2004,6,NA,Santa Ana,35.34284,-106.5458
5,30,39,2015,5,18,Santa Ana,35.34284,-106.5458
5,7.6,12.2,2000,4,19,Santa Ana,35.34284,-106.5458
5,0,1.5,2012,11,19,Santa Ana,35.34284,-106.5458
5,NA,NA,2006,5,NA,Santa Ana,35.34284,-106.5458
5,0.8,0.4,2002,3,19,Santa Ana,35.34284,-106.5458
5,12.7,15.2,2000,12,20,Santa Ana,35.34284,-106.5458
5,11.4,12.7,2001,12,18,Santa Ana,35.34284,-106.5458
5,NA,NA,2007,6,NA,Santa Ana,35.34284,-106.5458
5,43,70,2008,10,23,Santa Ana,35.34284,-106.5458
5,6.3,2.9,2009,1,21,Santa Ana,35.34284,-106.5458
5,2.5,5,2001,5,16,Santa Ana,35.34284,-106.5458
5,NA,NA,2004,11,NA,Santa Ana,35.34284,-106.5458
5,5,6.5,2012,2,23,Santa Ana,35.34284,-106.5458
5,0,0,2017,11,21,Santa Ana,35.34284,-106.5458
5,15,23,2001,6,19,Santa Ana,35.34284,-106.5458
5,NA,NA,2004,2,NA,Santa Ana,35.34284,-106.5458
5,NA,NA,2007,8,NA,Santa Ana,35.34284,-106.5458
5,18,22,2011,8,17,Santa Ana,35.34284,-106.5458
5,NA,NA,2008,3,NA,Santa Ana,35.34284,-106.5458
5,14,NA,2016,12,20,Santa Ana,35.34284,-106.5458
5,NA,NA,2004,5,NA,Santa Ana,35.34284,-106.5458
5,38,60,2016,9,23,Santa Ana,35.34284,-106.5458
5,5.1,6.1,1999,10,19,Santa Ana,35.34284,-106.5458
5,2.5,5,2012,10,18,Santa Ana,35.34284,-106.5458
5,NA,NA,2007,7,NA,Santa Ana,35.34284,-106.5458
5,NA,NA,2004,3,NA,Santa Ana,35.34284,-106.5458
5,NA,NA,2005,1,18,Santa Ana,35.34284,-106.5458
5,NA,NA,2006,8,NA,Santa Ana,35.34284,-106.5458
5,2,4,2001,10,16,Santa Ana,35.34284,-106.5458
5,0.5,0.2,2007,11,19,Santa Ana,35.34284,-106.5458
5,NA,1.8,2000,8,14,Santa Ana,35.34284,-106.5458
5,0,0,2011,5,19,Santa Ana,35.34284,-106.5458
5,5,19,2010,4,23,Santa Ana,35.34284,-106.5458
5,3.4,5,2013,3,21,Santa Ana,35.34284,-106.5458
5,NA,NA,2009,2,NA,Santa Ana,35.34284,-106.5458
5,14,13,2013,12,16,Santa Ana,35.34284,-106.5458
5,2.5,3.3,2000,1,18,Santa Ana,35.34284,-106.5458
5,0.1,NA,2016,3,17,Santa Ana,35.34284,-106.5458
5,54,70,2017,10,17,Santa Ana,35.34284,-106.5458
5,0,0,1999,11,15,Santa Ana,35.34284,-106.5458
5,12.7,2.5,2003,3,18,Santa Ana,35.34284,-106.5458
5,4.2,6,2012,9,20,Santa Ana,35.34284,-106.5458
5,NA,NA,2009,9,NA,Santa Ana,35.34284,-106.5458
5,NA,NA,2007,10,NA,Santa Ana,35.34284,-106.5458
5,11,15,2014,10,21,Santa Ana,35.34284,-106.5458
5,4.5,NA,2016,10,21,Santa Ana,35.34284,-106.5458
5,0.1,0.1,2011,3,18,Santa Ana,35.34284,-106.5458
5,32,41,2012,8,20,Santa Ana,35.34284,-106.5458
5,10,11,2014,2,20,Santa Ana,35.34284,-106.5458
5,NA,NA,2005,12,NA,Santa Ana,35.34284,-106.5458
5,11,14.5,2014,6,17,Santa Ana,35.34284,-106.5458
5,NA,NA,2003,8,25,Santa Ana,35.34284,-106.5458
5,0,1,2010,10,18,Santa Ana,35.34284,-106.5458
5,1.7,4.3,2017,7,17,Santa Ana,35.34284,-106.5458
5,0,0.8,2011,7,19,Santa Ana,35.34284,-106.5458
5,19,32.5,2014,7,15,Santa Ana,35.34284,-106.5458
5,12,NA,2017,2,24,Santa Ana,35.34284,-106.5458
5,23.5,35,2002,9,17,Santa Ana,35.34284,-106.5458
5,3.8,7.6,2001,4,17,Santa Ana,35.34284,-106.5458
5,NA,NA,2003,4,NA,Santa Ana,35.34284,-106.5458
5,NA,NA,2003,5,20,Santa Ana,35.34284,-106.5458
5,37,50,2015,11,19,Santa Ana,35.34284,-106.5458
5,NA,NA,2006,12,NA,Santa Ana,35.34284,-106.5458
5,31.8,44.5,2000,11,20,Santa Ana,35.34284,-106.5458
5,0,0,2011,6,21,Santa Ana,35.34284,-106.5458
5,67,72.4,2001,8,22,Santa Ana,35.34284,-106.5458
5,NA,NA,2005,4,NA,Santa Ana,35.34284,-106.5458
5,74.9,88.9,1999,8,17,Santa Ana,35.34284,-106.5458
5,NA,NA,2007,1,NA,Santa Ana,35.34284,-106.5458
5,31,31,2009,6,16,Santa Ana,35.34284,-106.5458
5,38,33,2002,8,21,Santa Ana,35.34284,-106.5458
5,NA,NA,2006,11,NA,Santa Ana,35.34284,-106.5458
5,NA,NA,2009,3,NA,Santa Ana,35.34284,-106.5458
5,12.5,18,2015,12,16,Santa Ana,35.34284,-106.5458
5,0,0,2011,4,18,Santa Ana,35.34284,-106.5458
5,44,63,2015,7,20,Santa Ana,35.34284,-106.5458
5,NA,NA,2004,1,NA,Santa Ana,35.34284,-106.5458
5,3,4,2014,11,18,Santa Ana,35.34284,-106.5458
5,NA,NA,2008,4,NA,Santa Ana,35.34284,-106.5458
5,NA,0,2017,3,23,Santa Ana,35.34284,-106.5458
5,32,46,2015,8,18,Santa Ana,35.34284,-106.5458
5,NA,NA,2004,8,NA,Santa Ana,35.34284,-106.5458
5,NA,NA,2017,5,18,Santa Ana,35.34284,-106.5458
5,NA,NA,2006,3,NA,Santa Ana,35.34284,-106.5458
5,0,0,2013,5,23,Santa Ana,35.34284,-106.5458
5,9,13,2010,11,15,Santa Ana,35.34284,-106.5458
5,12,19,2013,11,21,Santa Ana,35.34284,-106.5458
5,0.5,1,2002,6,18,Santa Ana,35.34284,-106.5458
5,NA,NA,2004,10,NA,Santa Ana,35.34284,-106.5458
5,NA,NA,2005,2,NA,Santa Ana,35.34284,-106.5458
5,NA,NA,2005,10,NA,Santa Ana,35.34284,-106.5458
5,0,0.2,2008,9,17,Santa Ana,35.34284,-106.5458
5,5,6.5,2013,2,21,Santa Ana,35.34284,-106.5458
5,NA,NA,2007,2,NA,Santa Ana,35.34284,-106.5458
5,11.7,12.7,2001,2,20,Santa Ana,35.34284,-106.5458
5,NA,NA,2006,1,NA,Santa Ana,35.34284,-106.5458
5,9,16,2015,3,19,Santa Ana,35.34284,-106.5458
6,1,2.5,2012,12,17,Savannah,35.14285294,-106.6819814
6,10,27.5,2004,12,22,Savannah,35.14285294,-106.6819814
6,1.3,9.5,2016,11,16,Savannah,35.14285294,-106.6819814
6,0.9,2.5,2014,5,22,Savannah,35.14285294,-106.6819814
6,38,45,2010,12,20,Savannah,35.14285294,-106.6819814
6,6,11.5,2001,7,17,Savannah,35.14285294,-106.6819814
6,14.5,26.9,2000,9,20,Savannah,35.14285294,-106.6819814
6,8,13,2005,5,18,Savannah,35.14285294,-106.6819814
6,10,24,2007,9,18,Savannah,35.14285294,-106.6819814
6,0,0.5,2006,4,19,Savannah,35.14285294,-106.6819814
6,22,NA,2003,9,17,Savannah,35.14285294,-106.6819814
6,17.5,17.5,2002,1,16,Savannah,35.14285294,-106.6819814
6,50,40,2001,9,18,Savannah,35.14285294,-106.6819814
6,1.4,4.2,2003,6,17,Savannah,35.14285294,-106.6819814
6,22,51,2008,8,19,Savannah,35.14285294,-106.6819814
6,NA,NA,2006,7,NA,Savannah,35.14285294,-106.6819814
6,0,0,2007,3,20,Savannah,35.14285294,-106.6819814
6,35,60,2006,9,22,Savannah,35.14285294,-106.6819814
6,10,21,2009,11,17,Savannah,35.14285294,-106.6819814
6,1.9,11,2010,7,22,Savannah,35.14285294,-106.6819814
6,5.5,10.5,2017,4,19,Savannah,35.14285294,-106.6819814
6,1.7,16.5,2017,9,21,Savannah,35.14285294,-106.6819814
6,0.7,1.5,2013,1,16,Savannah,35.14285294,-106.6819814
6,NA,NA,2003,10,NA,Savannah,35.14285294,-106.6819814
6,0,3.2,2005,11,16,Savannah,35.14285294,-106.6819814
6,30,43,2009,10,20,Savannah,35.14285294,-106.6819814
6,10,20.5,2003,11,18,Savannah,35.14285294,-106.6819814
6,2.4,7.5,2005,7,20,Savannah,35.14285294,-106.6819814
6,1.5,6,2008,6,18,Savannah,35.14285294,-106.6819814
6,0,0,2014,1,23,Savannah,35.14285294,-106.6819814
6,NA,NA,2004,6,16,Savannah,35.14285294,-106.6819814
6,15,55,2016,8,16,Savannah,35.14285294,-106.6819814
6,21,44,2010,8,19,Savannah,35.14285294,-106.6819814
6,15,23,2009,4,21,Savannah,35.14285294,-106.6819814
6,NA,NA,2004,7,21,Savannah,35.14285294,-106.6819814
6,1.5,3,2010,5,19,Savannah,35.14285294,-106.6819814
6,0,0,2013,6,17,Savannah,35.14285294,-106.6819814
6,2.5,2.5,2008,1,15,Savannah,35.14285294,-106.6819814
6,0,0,2011,3,15,Savannah,35.14285294,-106.6819814
6,2.5,NA,2011,11,14,Savannah,35.14285294,-106.6819814
6,NA,NA,2003,12,17,Savannah,35.14285294,-106.6819814
6,34,54,2008,10,20,Savannah,35.14285294,-106.6819814
6,0,NA,2011,6,23,Savannah,35.14285294,-106.6819814
6,2.4,9.3,2004,11,16,Savannah,35.14285294,-106.6819814
6,2,0.3,2010,6,17,Savannah,35.14285294,-106.6819814
6,4.8,7,2001,11,20,Savannah,35.14285294,-106.6819814
6,21,47,2011,9,21,Savannah,35.14285294,-106.6819814
6,1.5,6,2016,7,20,Savannah,35.14285294,-106.6819814
6,NA,19,2013,7,18,Savannah,35.14285294,-106.6819814
6,0.1,1,2006,2,21,Savannah,35.14285294,-106.6819814
6,14,29,2006,10,18,Savannah,35.14285294,-106.6819814
6,27,46,2017,1,19,Savannah,35.14285294,-106.6819814
6,16.5,21.6,2000,6,20,Savannah,35.14285294,-106.6819814
6,4,8.5,2008,2,21,Savannah,35.14285294,-106.6819814
6,0,0,2014,4,14,Savannah,35.14285294,-106.6819814
6,34,39,2005,3,18,Savannah,35.14285294,-106.6819814
6,0,0,2002,5,23,Savannah,35.14285294,-106.6819814
6,5,7.5,2013,10,14,Savannah,35.14285294,-106.6819814
6,6.5,9,2010,1,21,Savannah,35.14285294,-106.6819814
6,59.9,63,2000,3,21,Savannah,35.14285294,-106.6819814
6,15,29,2009,8,20,Savannah,35.14285294,-106.6819814
6,5,8.5,2014,3,17,Savannah,35.14285294,-106.6819814
6,3.4,15,2005,9,21,Savannah,35.14285294,-106.6819814
6,13,18,2011,12,19,Savannah,35.14285294,-106.6819814
6,8,14,2015,2,18,Savannah,35.14285294,-106.6819814
6,NA,35,2015,6,16,Savannah,35.14285294,-106.6819814
6,5.8,8.1,2002,2,19,Savannah,35.14285294,-106.6819814
6,3.5,4.5,2012,3,21,Savannah,35.14285294,-106.6819814
6,5,7,2003,2,19,Savannah,35.14285294,-106.6819814
6,12.5,33,2010,9,21,Savannah,35.14285294,-106.6819814
6,1.5,1.5,2011,2,14,Savannah,35.14285294,-106.6819814
6,15,NA,2012,4,16,Savannah,35.14285294,-106.6819814
6,5,7,2009,12,18,Savannah,35.14285294,-106.6819814
6,39,41,2004,4,21,Savannah,35.14285294,-106.6819814
6,8.1,22.6,2004,9,21,Savannah,35.14285294,-106.6819814
6,12,20,2013,12,18,Savannah,35.14285294,-106.6819814
6,0,0,2000,5,16,Savannah,35.14285294,-106.6819814
6,10,16,2015,1,22,Savannah,35.14285294,-106.6819814
6,25.1,45,2002,12,17,Savannah,35.14285294,-106.6819814
6,25,45,2013,8,22,Savannah,35.14285294,-106.6819814
6,5,9.5,2016,5,18,Savannah,35.14285294,-106.6819814
6,0,0.3,2017,7,21,Savannah,35.14285294,-106.6819814
6,2,4.3,2011,1,18,Savannah,35.14285294,-106.6819814
6,NA,2.2,2002,3,20,Savannah,35.14285294,-106.6819814
6,0,0,2003,1,21,Savannah,35.14285294,-106.6819814
6,1,3.5,2007,7,18,Savannah,35.14285294,-106.6819814
6,0,2,2017,6,19,Savannah,35.14285294,-106.6819814
6,12,41,2014,8,22,Savannah,35.14285294,-106.6819814
6,7.5,15,2008,5,22,Savannah,35.14285294,-106.6819814
6,20,35,2011,10,17,Savannah,35.14285294,-106.6819814
6,1,0,2009,5,18,Savannah,35.14285294,-106.6819814
6,0,0.3,2003,7,15,Savannah,35.14285294,-106.6819814
6,NA,20,2007,12,19,Savannah,35.14285294,-106.6819814
6,1.4,1.8,2001,6,19,Savannah,35.14285294,-106.6819814
6,12,18,2014,12,16,Savannah,35.14285294,-106.6819814
6,7.5,25.5,2007,8,20,Savannah,35.14285294,-106.6819814
6,20,30,2010,4,20,Savannah,35.14285294,-106.6819814
6,8,21,2007,5,16,Savannah,35.14285294,-106.6819814
6,37,NA,2012,7,18,Savannah,35.14285294,-106.6819814
6,5.2,18.5,2005,8,16,Savannah,35.14285294,-106.6819814
6,7.5,12,2001,3,21,Savannah,35.14285294,-106.6819814
6,10.5,0.1,2012,1,18,Savannah,35.14285294,-106.6819814
6,21.4,50,2017,10,17,Savannah,35.14285294,-106.6819814
6,NA,9,2017,5,17,Savannah,35.14285294,-106.6819814
6,1,1,2016,2,19,Savannah,35.14285294,-106.6819814
6,7.6,5,2005,6,22,Savannah,35.14285294,-106.6819814
6,NA,48,2015,5,18,Savannah,35.14285294,-106.6819814
6,28,46,2007,4,18,Savannah,35.14285294,-106.6819814
6,8.6,40,2017,8,18,Savannah,35.14285294,-106.6819814
6,2.5,3,2010,3,16,Savannah,35.14285294,-106.6819814
6,0,1.2,2006,6,20,Savannah,35.14285294,-106.6819814
6,7,39,2001,12,18,Savannah,35.14285294,-106.6819814
6,12,24,2008,7,16,Savannah,35.14285294,-106.6819814
6,13,16,2008,12,17,Savannah,35.14285294,-106.6819814
6,NA,NA,2002,11,19,Savannah,35.14285294,-106.6819814
6,7.5,6,2013,5,22,Savannah,35.14285294,-106.6819814
6,5,10,2001,5,15,Savannah,35.14285294,-106.6819814
6,0,2,2012,5,16,Savannah,35.14285294,-106.6819814
6,0,7,2014,9,15,Savannah,35.14285294,-106.6819814
6,60,135.5,2006,8,15,Savannah,35.14285294,-106.6819814
6,9,15,2010,2,19,Savannah,35.14285294,-106.6819814
6,67,39.2,2013,9,16,Savannah,35.14285294,-106.6819814
6,20,37.5,2002,9,18,Savannah,35.14285294,-106.6819814
6,0,5.1,2000,8,15,Savannah,35.14285294,-106.6819814
6,NA,NA,2016,6,NA,Savannah,35.14285294,-106.6819814
6,2,6,2007,6,20,Savannah,35.14285294,-106.6819814
6,3,7.5,2002,7,16,Savannah,35.14285294,-106.6819814
6,0,0.2,2011,5,16,Savannah,35.14285294,-106.6819814
6,16.5,17.5,2000,7,18,Savannah,35.14285294,-106.6819814
6,43,53,2004,3,16,Savannah,35.14285294,-106.6819814
6,0,2.5,2015,4,21,Savannah,35.14285294,-106.6819814
6,0,0.5,2012,10,15,Savannah,35.14285294,-106.6819814
6,28,43,2015,10,22,Savannah,35.14285294,-106.6819814
6,0,0,2017,11,22,Savannah,35.14285294,-106.6819814
6,1.5,8.5,2015,9,16,Savannah,35.14285294,-106.6819814
6,6.5,NA,2016,1,20,Savannah,35.14285294,-106.6819814
6,0,0,2001,10,17,Savannah,35.14285294,-106.6819814
6,22.9,10.7,2000,12,19,Savannah,35.14285294,-106.6819814
6,13,22,2017,2,22,Savannah,35.14285294,-106.6819814
6,16.8,36.8,2000,11,21,Savannah,35.14285294,-106.6819814
6,0,0,2008,11,19,Savannah,35.14285294,-106.6819814
6,0,0,2012,6,19,Savannah,35.14285294,-106.6819814
6,2,3.5,2013,3,22,Savannah,35.14285294,-106.6819814
6,0,0,2003,5,20,Savannah,35.14285294,-106.6819814
6,8.5,17,2015,11,19,Savannah,35.14285294,-106.6819814
6,6.5,9.5,2012,2,23,Savannah,35.14285294,-106.6819814
6,16,22,2015,12,16,Savannah,35.14285294,-106.6819814
6,19,27,2010,10,18,Savannah,35.14285294,-106.6819814
6,1.2,3.2,2006,5,16,Savannah,35.14285294,-106.6819814
6,0,1.5,2012,11,19,Savannah,35.14285294,-106.6819814
6,2.5,8,2002,10,15,Savannah,35.14285294,-106.6819814
6,1.5,16,2014,10,21,Savannah,35.14285294,-106.6819814
6,13,38,2016,9,23,Savannah,35.14285294,-106.6819814
6,12.5,27,2007,10,16,Savannah,35.14285294,-106.6819814
6,3.4,5.8,2002,4,17,Savannah,35.14285294,-106.6819814
6,NA,NA,2017,3,21,Savannah,35.14285294,-106.6819814
6,2.5,0,2009,1,21,Savannah,35.14285294,-106.6819814
6,0,0,2017,12,19,Savannah,35.14285294,-106.6819814
6,34,90,2015,7,22,Savannah,35.14285294,-106.6819814
6,3.4,5.6,2004,2,18,Savannah,35.14285294,-106.6819814
6,1,2,2005,12,19,Savannah,35.14285294,-106.6819814
6,17.5,24.9,2000,4,19,Savannah,35.14285294,-106.6819814
6,23,NA,2011,8,16,Savannah,35.14285294,-106.6819814
6,21,39,2015,8,19,Savannah,35.14285294,-106.6819814
6,27.5,32,2003,4,17,Savannah,35.14285294,-106.6819814
6,21,21,2009,7,21,Savannah,35.14285294,-106.6819814
6,5,11,2016,4,20,Savannah,35.14285294,-106.6819814
6,8.5,12.5,2003,3,18,Savannah,35.14285294,-106.6819814
6,6,9.5,2009,3,17,Savannah,35.14285294,-106.6819814
6,0.9,1.5,2013,4,15,Savannah,35.14285294,-106.6819814
6,4,8,2008,3,19,Savannah,35.14285294,-106.6819814
6,7,30,2004,8,18,Savannah,35.14285294,-106.6819814
6,7,12.5,2005,1,18,Savannah,35.14285294,-106.6819814
6,0,0,2006,12,18,Savannah,35.14285294,-106.6819814
6,0,0,2004,5,18,Savannah,35.14285294,-106.6819814
6,4,NA,2008,4,18,Savannah,35.14285294,-106.6819814
6,23.5,38,2005,2,15,Savannah,35.14285294,-106.6819814
6,47,20,2007,2,22,Savannah,35.14285294,-106.6819814
6,9.8,14,2005,4,20,Savannah,35.14285294,-106.6819814
6,19.1,40.9,2000,10,16,Savannah,35.14285294,-106.6819814
6,0,0.8,2008,9,16,Savannah,35.14285294,-106.6819814
6,9,24,2016,12,19,Savannah,35.14285294,-106.6819814
6,0,0.1,2016,3,17,Savannah,35.14285294,-106.6819814
6,4.5,20,2009,6,16,Savannah,35.14285294,-106.6819814
6,3,12,2014,6,16,Savannah,35.14285294,-106.6819814
6,3.5,3.5,2013,2,19,Savannah,35.14285294,-106.6819814
6,10,8.5,2001,1,17,Savannah,35.14285294,-106.6819814
6,1,1.3,2009,2,17,Savannah,35.14285294,-106.6819814
6,27.9,38.3,2002,8,21,Savannah,35.14285294,-106.6819814
6,0.5,0.5,2006,11,20,Savannah,35.14285294,-106.6819814
6,3.5,8.5,2014,2,20,Savannah,35.14285294,-106.6819814
6,1.8,3.4,2004,1,21,Savannah,35.14285294,-106.6819814
6,2.5,NA,2011,7,21,Savannah,35.14285294,-106.6819814
6,7,18,2012,8,20,Savannah,35.14285294,-106.6819814
6,2,4.2,2002,6,18,Savannah,35.14285294,-106.6819814
6,20,50,2005,10,18,Savannah,35.14285294,-106.6819814
6,12,26.5,2009,9,14,Savannah,35.14285294,-106.6819814
6,3.5,12,2012,9,20,Savannah,35.14285294,-106.6819814
6,0,0,2007,11,19,Savannah,35.14285294,-106.6819814
6,4.3,0.5,2001,4,18,Savannah,35.14285294,-106.6819814
6,0,0,2006,1,17,Savannah,35.14285294,-106.6819814
6,29,73,2014,7,18,Savannah,35.14285294,-106.6819814
6,6.5,18,2015,3,18,Savannah,35.14285294,-106.6819814
6,2,3.8,2006,3,22,Savannah,35.14285294,-106.6819814
6,11,35,2001,8,21,Savannah,35.14285294,-106.6819814
6,NA,6.5,2016,10,17,Savannah,35.14285294,-106.6819814
6,1,10.5,2013,11,18,Savannah,35.14285294,-106.6819814
6,5,10,2010,11,17,Savannah,35.14285294,-106.6819814
6,6,8.5,2001,2,20,Savannah,35.14285294,-106.6819814
6,0,0,2011,4,18,Savannah,35.14285294,-106.6819814
6,NA,NA,2003,8,NA,Savannah,35.14285294,-106.6819814
6,43,23,2007,1,17,Savannah,35.14285294,-106.6819814
6,22.2,46.9,2004,10,19,Savannah,35.14285294,-106.6819814
6,0,2.6,2014,11,20,Savannah,35.14285294,-106.6819814
7,NA,NA,2011,1,19,Lemitar,34.16703188,-106.8899486
7,41,55,2016,11,14,Lemitar,34.16703188,-106.8899486
7,1,2.8,2003,6,17,Lemitar,34.16703188,-106.8899486
7,9.9,20,2001,11,20,Lemitar,34.16703188,-106.8899486
7,2.5,3,2016,5,16,Lemitar,34.16703188,-106.8899486
7,27.7,38,2006,7,18,Lemitar,34.16703188,-106.8899486
7,0,0,2003,12,16,Lemitar,34.16703188,-106.8899486
7,2,4,2012,3,23,Lemitar,34.16703188,-106.8899486
7,0.8,1,2008,1,15,Lemitar,34.16703188,-106.8899486
7,6.5,8,2010,5,19,Lemitar,34.16703188,-106.8899486
7,NA,NA,2010,12,20,Lemitar,34.16703188,-106.8899486
7,23,28,2007,9,18,Lemitar,34.16703188,-106.8899486
7,NA,22,2010,4,19,Lemitar,34.16703188,-106.8899486
7,5.5,8.5,2015,2,17,Lemitar,34.16703188,-106.8899486
7,0,1,2006,4,18,Lemitar,34.16703188,-106.8899486
7,30,47,2005,8,17,Lemitar,34.16703188,-106.8899486
7,0.9,2,2005,11,15,Lemitar,34.16703188,-106.8899486
7,9.4,12.5,2001,7,17,Lemitar,34.16703188,-106.8899486
7,0.8,2,2014,1,21,Lemitar,34.16703188,-106.8899486
7,0,0,2014,4,15,Lemitar,34.16703188,-106.8899486
7,16,41,2010,8,19,Lemitar,34.16703188,-106.8899486
7,69,86,2006,10,20,Lemitar,34.16703188,-106.8899486
7,9.5,16.5,2017,7,17,Lemitar,34.16703188,-106.8899486
7,21,32,2004,12,23,Lemitar,34.16703188,-106.8899486
7,30,42,2017,9,21,Lemitar,34.16703188,-106.8899486
7,62,84,2006,9,19,Lemitar,34.16703188,-106.8899486
7,6.5,12,2003,11,18,Lemitar,34.16703188,-106.8899486
7,0,0,2016,2,17,Lemitar,34.16703188,-106.8899486
7,4.2,7,2004,9,21,Lemitar,34.16703188,-106.8899486
7,39.5,55,2013,7,18,Lemitar,34.16703188,-106.8899486
7,8,14,2017,4,17,Lemitar,34.16703188,-106.8899486
7,3.5,7,2009,4,21,Lemitar,34.16703188,-106.8899486
7,2.5,0.5,2013,1,15,Lemitar,34.16703188,-106.8899486
7,26,NA,2010,2,17,Lemitar,34.16703188,-106.8899486
7,7.5,14,2008,5,20,Lemitar,34.16703188,-106.8899486
7,NA,3,2005,5,17,Lemitar,34.16703188,-106.8899486
7,5,1,2004,7,20,Lemitar,34.16703188,-106.8899486
7,28,45,2014,9,16,Lemitar,34.16703188,-106.8899486
7,11,24,2009,7,23,Lemitar,34.16703188,-106.8899486
7,6,8,2010,9,22,Lemitar,34.16703188,-106.8899486
7,0,0.5,2017,6,22,Lemitar,34.16703188,-106.8899486
7,4.5,9,2008,2,19,Lemitar,34.16703188,-106.8899486
7,9.9,12.7,2002,1,15,Lemitar,34.16703188,-106.8899486
7,43,51,2017,1,17,Lemitar,34.16703188,-106.8899486
7,0,0,2007,3,20,Lemitar,34.16703188,-106.8899486
7,7.1,8.9,2000,12,19,Lemitar,34.16703188,-106.8899486
7,7.3,9.5,2013,10,15,Lemitar,34.16703188,-106.8899486
7,NA,NA,2001,1,17,Lemitar,34.16703188,-106.8899486
7,20,33,2011,9,23,Lemitar,34.16703188,-106.8899486
7,40,55,2004,4,21,Lemitar,34.16703188,-106.8899486
7,20,40,2009,10,21,Lemitar,34.16703188,-106.8899486
