"Year","Month","Day","Site number","Tub","cw","cwprevyr","will","seep","willtree","willcoy","bacc","nmol","indbu","sc","ro","elm","othplan","repcw","repwil","repruol","repelm","repsc","repoth","wood","totalwt","willcombined","totalrepro","sumindwts","totalwt-indwts","Date mdy","Site name","Latitude","Longitude","Date type","Reaches","Current usgs gauge","Nearest USGS gauge"
"12485",2007,4,"17",13,"A",0,.,0,0,.,.,.,0,0,0,0.08,0,0,0,0,0,.,0,0,0.08,0.01,0,0,0.02,-0.01,2007-04-17,"Harrison",35.0150622305,-106.673722917,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"12486",2007,4,"17",13,"B",0,.,0.08,0,.,.,.,0,0,0,0,0,0,0,0,0,.,0,0,7.69,1,0.01,0,1.01,-0.01,2007-04-17,"Harrison",35.0150622305,-106.673722917,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"12487",2007,4,"17",13,"C",0,.,0.08,0,.,.,.,0,0,0,0.08,0,0.08,0,0,0,.,0,0,0.08,0.2,0.01,0,0.04,0.16,2007-04-17,"Harrison",35.0150622305,-106.673722917,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"12488",2007,4,"17",13,"D",0,.,0,0.08,.,.,.,0,0,0,0,0,0,0,0,0,.,0,0.08,7.69,1.2,0.01,0.01,1.02,0.18,2007-04-17,"Harrison",35.0150622305,-106.673722917,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"12489",2007,4,"17",13,"E",0.08,.,0.08,0,.,.,.,0,0,0,0.08,0.08,0.08,0,0,0,.,0,0.08,0.08,0.2,0.01,0.01,0.07,0.13,2007-04-17,"Harrison",35.0150622305,-106.673722917,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"12490",2007,4,"17",13,"F",1.54,.,0.08,0,.,.,.,0,0,0,0.08,0,0.08,0,0,0,.,0,0,0.08,0.6,0.01,0,0.24,0.36,2007-04-17,"Harrison",35.0150622305,-106.673722917,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"12491",2007,4,"17",13,"G",0,.,0,0,.,.,.,0,0,0.08,0,0,0.08,0,0,0,.,0,0,0.08,0.2,0,0,0.03,0.17,2007-04-17,"Harrison",35.0150622305,-106.673722917,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"12492",2007,4,"17",13,"H",0,.,0,0,.,.,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,2007-04-17,"Harrison",35.0150622305,-106.673722917,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"12493",2007,4,"17",13,"I",0,.,0.08,0,.,.,.,0,0,0,0.08,0,0,0,0,0,.,0,0,0,0.01,0.01,0,0.02,-0.01,2007-04-17,"Harrison",35.0150622305,-106.673722917,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"12494",2007,4,"17",13,"J",0,.,0,0,.,.,.,0,0,0,0.08,0,0,0,0,0,.,0,0,0.08,0.01,0,0,0.02,-0.01,2007-04-17,"Harrison",35.0150622305,-106.673722917,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"12495",2007,4,"17",14,"A",0,.,0,0,.,.,.,0,0,0.08,0,0,0,0,0,0,.,0,0,0,0.01,0,0,0.01,0,2007-04-17,"Sevilleta",34.2586573236,-106.883372761,"Center well ground EMLID","San Acacia Reach",8354900,"Rio Grande Floodway at San Acacia 08354900"
"12496",2007,4,"17",14,"B",0,.,0,0,.,.,.,0,0,0.08,0.08,0,0.77,0.08,0,0,.,0,0,3.85,0.8,0,0.01,0.63,0.17,2007-04-17,"Sevilleta",34.2586573236,-106.883372761,"Center well ground EMLID","San Acacia Reach",8354900,"Rio Grande Floodway at San Acacia 08354900"
"12497",2007,4,"17",14,"C",0,.,0,0,.,.,.,0,0,0.08,0.08,0,0,0.77,0,0,.,0,0,0,0.3,0,0.1,0.12,0.18,2007-04-17,"Sevilleta",34.2586573236,-106.883372761,"Center well ground EMLID","San Acacia Reach",8354900,"Rio Grande Floodway at San Acacia 08354900"
"12498",2007,4,"17",14,"D",4.62,.,0,0,.,.,.,0,0,0,0.08,0,0,10.77,0,0,.,0,0,0.08,2.3,0,1.4,2.02,0.28,2007-04-17,"Sevilleta",34.2586573236,-106.883372761,"Center well ground EMLID","San Acacia Reach",8354900,"Rio Grande Floodway at San Acacia 08354900"
"12499",2007,4,"17",14,"E",0.08,.,0,0,.,.,.,0,0,0,0.08,0,0,2.31,0,0,.,0,0,0,0.4,0,0.3,0.32,0.08,2007-04-17,"Sevilleta",34.2586573236,-106.883372761,"Center well ground EMLID","San Acacia Reach",8354900,"Rio Grande Floodway at San Acacia 08354900"
"12500",2007,4,"17",14,"F",0,.,0,0,.,.,.,0,0,0,0,0,0,25.38,0,0,.,0,0,4.62,4,0,3.3,3.9,0.1,2007-04-17,"Sevilleta",34.2586573236,-106.883372761,"Center well ground EMLID","San Acacia Reach",8354900,"Rio Grande Floodway at San Acacia 08354900"
"12501",2007,4,"17",14,"G",0.08,.,0,0,.,.,.,0,0,0,0,0,0,2.31,0,0.08,.,0,0.08,0.08,0.6,0,0.32,0.34,0.26,2007-04-17,"Sevilleta",34.2586573236,-106.883372761,"Center well ground EMLID","San Acacia Reach",8354900,"Rio Grande Floodway at San Acacia 08354900"
"12502",2007,4,"17",14,"H",0,.,0,0,.,.,.,0,0,0,0,0,0,3.08,0,0.08,.,0,0,6.92,1.3,0,0.41,1.31,-0.01,2007-04-17,"Sevilleta",34.2586573236,-106.883372761,"Center well ground EMLID","San Acacia Reach",8354900,"Rio Grande Floodway at San Acacia 08354900"
"12503",2007,4,"17",14,"I",0.08,.,0,0,.,.,.,0,0,0,0,0,0.08,5.38,0,0,.,0,0,4.62,1.5,0,0.7,1.32,0.18,2007-04-17,"Sevilleta",34.2586573236,-106.883372761,"Center well ground EMLID","San Acacia Reach",8354900,"Rio Grande Floodway at San Acacia 08354900"
"12504",2007,4,"17",14,"J",1.54,.,0,0,.,.,.,0,0,0,0.08,0,0.08,11.54,0,0,.,0,0,0.08,2.2,0,1.5,1.73,0.47,2007-04-17,"Sevilleta",34.2586573236,-106.883372761,"Center well ground EMLID","San Acacia Reach",8354900,"Rio Grande Floodway at San Acacia 08354900"
"12505",2007,4,"16",15,"A",0,.,0,0,.,.,.,0,0,0,0,0,0.08,0.08,0,0.77,.,0,0,0.77,0.3,0,0.11,0.22,0.08,2007-04-16,"Valencia Cleared",34.6486505386211,-106.739180486447,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12506",2007,4,"16",15,"B",0.08,.,0,0,.,.,.,0,0,0,0,0,0.77,0.08,0,0,.,0,0,0.08,0.2,0,0.01,0.13,0.07,2007-04-16,"Valencia Cleared",34.6486505386211,-106.739180486447,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12507",2007,4,"16",15,"C",0,.,0,0,.,.,.,0,0,0,0,0,0,12.31,0,0,.,0,0,76.92,11.5,0,1.6,11.6,-0.1,2007-04-16,"Valencia Cleared",34.6486505386211,-106.739180486447,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12508",2007,4,"16",15,"D",6.92,.,0,0,.,.,.,0,0,0,0,0,0.08,1.54,0,0,.,0,0.08,0,1.3,0,0.21,1.12,0.18,2007-04-16,"Valencia Cleared",34.6486505386211,-106.739180486447,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12509",2007,4,"16",15,"E",5.38,.,0,0,.,.,.,0,0,0,0,0,0,0.77,0,0,.,0,0,5.38,1.9,0,0.1,1.5,0.4,2007-04-16,"Valencia Cleared",34.6486505386211,-106.739180486447,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12510",2007,4,"16",15,"F",0,.,0,0,.,.,.,0,0,0,0.08,0,3.85,0.08,0,0,.,0,0,0.08,0.5,0,0.01,0.53,-0.03,2007-04-16,"Valencia Cleared",34.6486505386211,-106.739180486447,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12511",2007,4,"16",15,"G",0,.,0,0,.,.,.,0,0,0,0,0,0,2.31,0,0,.,0,0,0,0.3,0,0.3,0.3,0,2007-04-16,"Valencia Cleared",34.6486505386211,-106.739180486447,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12512",2007,4,"16",15,"H",0.08,.,0,0,.,.,.,0,0,0,0.08,0,4.62,0.08,0,0,.,0,0.08,0.08,0.8,0,0.02,0.65,0.15,2007-04-16,"Valencia Cleared",34.6486505386211,-106.739180486447,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12513",2007,4,"16",15,"I",0.08,.,0,0,.,.,.,0,0,0,0,0,0,2.31,0,0,.,0,0,0.08,0.3,0,0.3,0.32,-0.02,2007-04-16,"Valencia Cleared",34.6486505386211,-106.739180486447,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12514",2007,4,"16",15,"J",0.08,.,0,0,.,.,.,0,0,0,0.08,0,6.15,0.08,0,0,.,0,0.08,0.08,1.4,0,0.01,0.85,0.55,2007-04-16,"Valencia Cleared",34.6486505386211,-106.739180486447,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12515",2007,4,"16",16,"A",0.08,.,0,0,.,.,.,0,0,13.08,0.08,0,0,0,0,0,.,0,0.08,10.77,3.5,0,0.01,3.13,0.37,2007-04-16,"Valencia Forest",34.6472147233729,-106.738922864063,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12516",2007,4,"16",16,"B",0,.,0,0,.,.,.,0,0,0,0,0,9.23,0,0,0,.,0,0,0,1.2,0,0,1.2,0,2007-04-16,"Valencia Forest",34.6472147233729,-106.738922864063,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12517",2007,4,"16",16,"C",0,.,0,0,.,.,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,2007-04-16,"Valencia Forest",34.6472147233729,-106.738922864063,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12518",2007,4,"16",16,"D",0,.,0,0,.,.,.,0,0,0,0,0,16.92,0,0,0,.,0,0,10.77,3.6,0,0,3.6,0,2007-04-16,"Valencia Forest",34.6472147233729,-106.738922864063,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12519",2007,4,"16",16,"E",0,.,0,0,.,.,.,0,0,0,0,0,2.31,0,0,0,.,0,0,0.08,0.4,0,0,0.31,0.09,2007-04-16,"Valencia Forest",34.6472147233729,-106.738922864063,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12520",2007,4,"16",16,"F",3.85,.,0.08,0.08,.,.,.,0,0,0.08,0.08,0,3.08,0,0,0,.,0,0,5.38,2,0.02,0,1.64,0.36,2007-04-16,"Valencia Forest",34.6472147233729,-106.738922864063,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12521",2007,4,"16",16,"G",0,.,0,0,.,.,.,0,0,0,0,0,2.31,0.08,0,0,.,0,0,0.08,0.4,0,0.01,0.32,0.08,2007-04-16,"Valencia Forest",34.6472147233729,-106.738922864063,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12522",2007,4,"16",16,"H",0,.,0,0,.,.,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,2007-04-16,"Valencia Forest",34.6472147233729,-106.738922864063,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12523",2007,4,"16",16,"I",1.54,.,0,0,.,.,.,0,0,0,0,0,7.69,0,0,0,.,0,0,0,1.2,0,0,1.2,0,2007-04-16,"Valencia Forest",34.6472147233729,-106.738922864063,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12524",2007,4,"16",16,"J",0.08,.,0,0,.,.,.,0,0,0,0,0,0.08,0,0,0,.,0,0,0,0.01,0,0,0.02,-0.01,2007-04-16,"Valencia Forest",34.6472147233729,-106.738922864063,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12525",2007,4,"16",17,"A",0,.,0,0,.,.,.,0,0,0,0,0,0,0.08,0,0,.,0,0,0,0.01,0,0.01,0.01,0,2007-04-16,"Montano",35.1452628545,-106.680332705,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"12526",2007,4,"16",17,"B",0,.,0,0,.,.,.,0,0,0,0,0,0,0,0,0,.,0,0.08,1.54,0.2,0,0.01,0.21,-0.01,2007-04-16,"Montano",35.1452628545,-106.680332705,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"12527",2007,4,"16",17,"C",0,.,0,0,.,.,.,0,0,0,0,0,0,0,0,0,.,0,0,0.08,0.01,0,0,0.01,0,2007-04-16,"Montano",35.1452628545,-106.680332705,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"12528",2007,4,"16",17,"D",0,.,0,0,.,.,.,0,0,0,0,0,0,0,0,0,.,0,0,0.08,0.01,0,0,0.01,0,2007-04-16,"Montano",35.1452628545,-106.680332705,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"12529",2007,4,"16",17,"E",0,.,0,0,.,.,.,0,0,0,0,0,0,0.77,0,0,.,0,0,0.08,0.1,0,0.1,0.11,-0.01,2007-04-16,"Montano",35.1452628545,-106.680332705,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"12530",2007,4,"16",17,"F",0,.,0,0,.,.,.,0,0,0,0,0,0,0.08,0,0,.,0,0,0,0.01,0,0.01,0.01,0,2007-04-16,"Montano",35.1452628545,-106.680332705,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"12531",2007,4,"16",17,"G",0,.,0,0,.,.,.,0,0,0,0,0,0,10,0,0,.,0,0,0.08,1.3,0,1.3,1.31,-0.01,2007-04-16,"Montano",35.1452628545,-106.680332705,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"12532",2007,4,"16",17,"H",0,.,0,0,.,.,.,0,0,0,0,0,0,4.62,0,0,.,0,0.08,3.08,1,0,0.61,1.01,-0.01,2007-04-16,"Montano",35.1452628545,-106.680332705,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"12533",2007,4,"16",17,"I",0.08,.,0,0,.,.,.,0,0,0,0,0,3.85,3.85,0,0,.,0,0,2.31,1.3,0,0.5,1.31,-0.01,2007-04-16,"Montano",35.1452628545,-106.680332705,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"12534",2007,4,"16",17,"J",0,.,0,0,.,.,.,0,0,0,0,0,0,0.08,0,0,.,0,0,5.38,0.7,0,0.01,0.71,-0.01,2007-04-16,"Montano",35.1452628545,-106.680332705,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"12535",2007,4,"17",18,"A",0,.,0,0,.,.,.,0,0,0,0,0,0,5.38,0,0,.,0,0,0.77,0.8,0,0.7,0.8,0,2007-04-17,"Reynolds Cleared",34.6567454384498,-106.738602216398,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12536",2007,4,"17",18,"B",0,.,0,0,.,.,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0.01,0,0,0,0.01,2007-04-17,"Reynolds Cleared",34.6567454384498,-106.738602216398,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12537",2007,4,"17",18,"C",0,.,0,0,.,.,.,0,0,0,0,0,0,6.15,0,0,.,0,0,0.77,1,0,0.8,0.9,0.1,2007-04-17,"Reynolds Cleared",34.6567454384498,-106.738602216398,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12538",2007,4,"17",18,"D",0,.,0,0,.,.,.,0,0,0,0,0,0,6.92,0,0,.,0,0,0,0.9,0,0.9,0.9,0,2007-04-17,"Reynolds Cleared",34.6567454384498,-106.738602216398,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12539",2007,4,"17",18,"E",0.77,.,0,0,.,.,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0.1,0,0,0.1,0,2007-04-17,"Reynolds Cleared",34.6567454384498,-106.738602216398,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12540",2007,4,"17",18,"F",1.54,.,0,0,.,.,.,0,0,0,0,0,0,0.77,0,0,.,0,0,0,0.3,0,0.1,0.3,0,2007-04-17,"Reynolds Cleared",34.6567454384498,-106.738602216398,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12541",2007,4,"17",18,"G",0,.,0,0,.,.,.,0,0,0,0,0,0,0.08,0,0,.,0,0,0,0.01,0,0.01,0.01,0,2007-04-17,"Reynolds Cleared",34.6567454384498,-106.738602216398,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12542",2007,4,"17",18,"H",0,.,0,0,.,.,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,2007-04-17,"Reynolds Cleared",34.6567454384498,-106.738602216398,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12543",2007,4,"17",18,"I",1.54,.,0,0,.,.,.,0,0,0,0,0,0,4.62,0,0,.,0,0,0,0.9,0,0.6,0.8,0.1,2007-04-17,"Reynolds Cleared",34.6567454384498,-106.738602216398,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12544",2007,4,"17",18,"J",0,.,0,0,.,.,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,2007-04-17,"Reynolds Cleared",34.6567454384498,-106.738602216398,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12545",2007,4,"17",19,"A",0,.,0,0,.,.,.,0,0,0.08,0,0,0,10.77,0,0,.,0,0,1.54,1.6,0,1.4,1.61,-0.01,2007-04-17,"Reynolds Forest",34.6576114622675,-106.739436295579,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12546",2007,4,"17",19,"B",0,.,0,0,.,.,.,0,0,2.31,0,0,0,0,0,0,.,0,0,0.08,0.4,0,0,0.31,0.09,2007-04-17,"Reynolds Forest",34.6576114622675,-106.739436295579,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12547",2007,4,"17",19,"C",9.23,.,0,0,.,.,.,0,0,0.08,0,0,0,6.92,0,0,.,0,0,1.54,2.3,0,0.9,2.31,-0.01,2007-04-17,"Reynolds Forest",34.6576114622675,-106.739436295579,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12548",2007,4,"17",19,"D",8.46,.,0.08,0,.,.,.,0,0,0.77,0,0,0,24.62,0,0,.,0,0,23.08,7.3,0.01,3.2,7.41,-0.11,2007-04-17,"Reynolds Forest",34.6576114622675,-106.739436295579,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12549",2007,4,"17",19,"E",3.85,.,0,0,.,.,.,0,0,32.31,0.08,0,0,7.69,0,0,.,0,0,0.77,5.9,0,1,5.81,0.09,2007-04-17,"Reynolds Forest",34.6576114622675,-106.739436295579,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12550",2007,4,"17",19,"F",3.08,.,0,0,.,.,.,0,0,0,0,0,0,12.31,0,0,.,0,0,0,2.1,0,1.6,2,0.1,2007-04-17,"Reynolds Forest",34.6576114622675,-106.739436295579,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12551",2007,4,"17",19,"G",15.38,.,0,0,.,.,.,0,0,0,0,0,0,15.38,0,0,.,0,0,0.08,4.1,0,2,4.01,0.09,2007-04-17,"Reynolds Forest",34.6576114622675,-106.739436295579,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12552",2007,4,"17",19,"H",2.31,.,0,0,.,.,.,0,0,3.85,0,0,0,3.08,0,0,.,0,0,0,1.3,0,0.4,1.2,0.1,2007-04-17,"Reynolds Forest",34.6576114622675,-106.739436295579,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12553",2007,4,"17",19,"I",0.77,.,0,0,.,.,.,0,0,0,0,0,0,13.85,0,0,.,0,0,0,1.9,0,1.8,1.9,0,2007-04-17,"Reynolds Forest",34.6576114622675,-106.739436295579,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12554",2007,4,"17",19,"J",10.77,.,0,0,.,.,.,0,0,3.85,0,0,0,8.46,0,0,.,0,0,0.77,3.2,0,1.1,3.1,0.1,2007-04-17,"Reynolds Forest",34.6576114622675,-106.739436295579,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
"12555",2007,4,"17",20,"A",10,.,0,0,.,.,.,0,0,0,0,0.08,0,9.23,0,0,.,0,12.31,0.08,4.1,0,2.8,4.12,-0.02,2007-04-17,"Route 66",35.1006512603,-106.691932797,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"12556",2007,4,"17",20,"B",2.31,.,0.08,0,.,.,.,0,0,0,0,0.08,0,4.62,0,0.08,.,0,12.31,2.31,3.1,0.01,2.21,2.83,0.27,2007-04-17,"Route 66",35.1006512603,-106.691932797,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"12557",2007,4,"17",20,"C",1.54,.,0,0,.,.,.,0,0,0,0.08,0.08,0,3.08,0,0,.,0,14.62,0.77,2.6,0,2.3,2.62,-0.02,2007-04-17,"Route 66",35.1006512603,-106.691932797,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"12558",2007,4,"17",20,"D",0,.,0,0,.,.,.,0,0,0,0,0,0.08,0,0,0,.,0,1.54,18.46,2.7,0,0.2,2.61,0.09,2007-04-17,"Route 66",35.1006512603,-106.691932797,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"12559",2007,4,"17",20,"E",0,.,0,0,.,.,.,0,0,0,0,0,0,0.08,0,0,.,0,3.85,58.46,8.2,0,0.51,8.11,0.09,2007-04-17,"Route 66",35.1006512603,-106.691932797,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"12560",2007,4,"17",20,"F",3.85,.,0,0,.,.,.,0,0,0,0.08,0,0.08,3.08,0,0,.,0,27.69,42.31,10.4,0,4,10.02,0.38,2007-04-17,"Route 66",35.1006512603,-106.691932797,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
