Year,Site number,Species,Total cover cm
2009,13,ULPU,3.7900000000000005
2009,13,XAST,1.8500000000000003
2009,14,ANCA10,0.43
2009,14,BASA4,4.67
2009,14,CAREX,0.7800000000000001
2009,14,DISP,0.07
2009,14,DISP/MUAS,17.879999999999995
2009,14,ELAN,133.89
2009,14,JUARL,4.4399999999999995
2009,14,JUBA,1.6400000000000003
2009,14,LYCIUM,0.02
2009,14,MUAS,9.479999999999995
2009,14,PODEW,118.13000000000002
2009,14,PRPU,0.27
2009,14,SAEX,5.43
2009,14,SAGO,1.49
2009,14,TACH2,68.96
2009,15,ANCA10,130.40999999999997
2009,15,BASC5,62.81999999999999
2009,15,DISP,37.7
2009,15,ELAN,10.9
2009,15,HOJU,2.0999999999999996
2009,15,LYTO,4.599999999999999
2009,15,MUAS,34.07
2009,15,PODEW,22.74
2009,15,SAEX,11.229999999999999
2009,15,TACH2,4
2009,15,THPO7,17.719999999999995
2009,16,ACHY,0.8599999999999999
2009,16,AMPS,4.11
2009,16,ANCA10,74.92000000000002
2009,16,BASC5,71.05000000000003
2009,16,COAR4,2.3
2009,16,DISP,31.61
2009,16,DISP/MUAS,5.5600000000000005
2009,16,ELAN,7.970000000000001
2009,16,HEAN3,0.65
2009,16,MUAS,105.60000000000001
2009,16,PAOB,3.82
2009,16,SAEX,0.44
2009,16,SAGO,0.02
2009,16,SATR12,9.63
2009,16,SOEL,2.08
2009,16,SPAI,2.62
2009,16,TACH2,3.12
2009,17,ACHY,1.9
2009,17,AIAL,15.110000000000001
2009,17,BASC5,103.34999999999998
2009,17,BRINI,2.01
2009,17,CHFR3,0.23
2009,17,CHPR5,0.26
2009,17,DAWR2,0.85
2009,17,DIWI2,0.08
2009,17,ELAN,15.430000000000001
2009,17,ELEL5,0.2
2009,17,HEAN3,2.76
2009,17,HECI,0.72
2009,17,HECU3,0.35
2009,17,HOJU,0.25
2009,17,PHYSA,0.1
2009,17,PODEW,38.730000000000004
2009,17,RIAU,0.83
2009,17,SAGO,3.8
2009,17,SATR12,75.00000000000004
2009,17,SOEL,0.4
2009,17,SOLAN,0.17
2009,17,SPAI,12.78
2009,17,SPAN3,1.02
2009,17,SPORO,14.659999999999997
2009,18,AMPS,0.33999999999999997
2009,18,ANCA10,3.24
2009,18,BASC5,57.94999999999997
2009,18,COCA5,0.09
2009,18,DISP,1.04
2009,18,ECMUM,1.7300000000000002
2009,18,ELAN,2.1
2009,18,HEAN3,7.29
2009,18,HOJU,0.31999999999999995
2009,18,LASE,0.23
2009,18,MACA2,2.67
2009,18,PACA6,2.78
2009,18,PODEW,99.47000000000001
2009,18,SATR12,4.95
2009,18,SEVI4,0.37
2009,18,SPORO,0.81
2009,18,TACH2,5.81
2009,18,XAST,0.7999999999999999
2009,19,ANCA10,25.319999999999997
2009,19,ELAN,79.19
2009,19,PODEW,163.78999999999996
2009,19,RIAU,4.6000000000000005
2009,19,SAGO,8.3
2009,19,TACH2,147.81
2009,20,ACHY,0.15
2009,20,BASC5,6.52
2009,20,CAREX,0.38
2009,20,CUAR,0.6
2009,20,ELAN,31.089999999999996
2009,20,ELEL5,0.04
2009,20,MEOF,0.01
2009,20,MOAL,21.31
2009,20,MUAS,0.18
2009,20,PODEW,60.940000000000005
2009,20,RATA,0.24
2009,20,SAEX,58.10000000000001
2009,20,SAGO,2.2
2009,20,SATR12,18.419999999999998
2009,20,SPAN3,0.21
2009,20,SPCR,3.6
2009,20,SPORO,0.08
2009,20,TACH2,4.38
2009,20,ULPU,44.24
2009,21,AIAL,1.37
2009,21,AMFR,14.36
2009,21,APCA,2.7399999999999993
2009,21,BASC5,1.32
2009,21,COCA5,0.9300000000000002
2009,21,ELEL5,11.009999999999994
2009,21,GAMO5,0.5900000000000001
2009,21,PAVI5,16.099999999999998
2009,21,PODEW,97.28
2009,21,SAEX,31.5
2009,21,SATR12,4.55
2009,21,SOEL,19.449999999999992
2009,21,SOLAN,0.43000000000000005
2009,21,SPAN3,2.93
2009,21,SPORO,0.9600000000000001
2009,21,ULPU,69.52
2009,22,ANCA10,18.029999999999998
2009,22,BASA4,2.58
2009,22,BRCA6,0.47
2009,22,COAR4,9.849999999999998
2009,22,COCA5,0.37
2009,22,ELAN,3.85
2009,22,ELCA4,7.920000000000002
2009,22,ELEL5,2.64
2009,22,EQLA,14.19
2009,22,GAMO5,1.3600000000000003
2009,22,GLLE3,20.02
2009,22,JUARL,8.209999999999999
2009,22,LASE,2.6999999999999997
2009,22,MACA2,0.09
2009,22,MUAS,17.74
2009,22,PAOB,3.99
2009,22,PODEW,171.71
2009,22,SAEX,17.549999999999997
2009,22,SAGO,28.66
2009,22,SATR12,0.25
2009,22,SCPH,0.02
2009,22,SOEL,0.31
2009,22,SPAI,1.09
2009,22,SPAN3,1
2009,22,SPORO,0.13
2009,22,SYPR5,2.3899999999999997
2009,22,ULPU,3.9800000000000004
2009,23,ACHY,0.84
2009,23,BASC5,3.1799999999999997
2009,23,BOCU,0.51
2009,23,BRCA6,0.98
2009,23,COCA5,0.05
2009,23,ECMUM,0.85
2009,23,ELAN,9.28
2009,23,ELEL5,10.879999999999999
2009,23,FORB,0.08
2009,23,LASE,0.22
2009,23,MACA2,0.79
2009,23,MARE11,0.59
2009,23,MUAS,3.33
2009,23,PAVI5,0.03
2009,23,PHYSA,0.28
2009,23,PODEW,187.42999999999998
2009,23,SAGO,1.41
2009,23,SATR12,5.52
2009,23,SPAI,0.65
2009,23,SPAN3,0.15
2009,23,SPCO4,0.13
2009,23,SPCR,5.229999999999999
2009,23,SPORO,7.359999999999998
2009,23,TACH2,0.79
2009,23,TRTE,0.04
2009,23,TYPHA,0.6200000000000001
2009,23,ULPU,7.029999999999999
2009,24,ARDR4,1.3599999999999999
2009,24,BRINI,0.01
2009,24,BROMU,1.0200000000000005
2009,24,CESP4,0.09
2009,24,CHAMA15,2.0500000000000007
2009,24,CHIN2,0.54
2009,24,CHPR5,0.6900000000000001
2009,24,CHVI8,8.53
2009,24,COCA5,0.09
2009,24,DISP,6.499999999999998
2009,24,ELEL5,20.039999999999996
2009,24,ERBE2,4.380000000000001
2009,24,FOPUP,14.119999999999996
2009,24,FORB,0.45
2009,24,GAMO5,0.28
2009,24,GRSQ,1.3900000000000001
2009,24,GUSA2,14.649999999999995
2009,24,HEAN3,0.88
2009,24,HEPE,0.11
2009,24,JUMO,0.9199999999999999
2009,24,MACA2,0.09
2009,24,MAPIP4,11.99999999999999
2009,24,MEOF,0.38
2009,24,MUAS,7.379999999999999
2009,24,OPIM,1.8000000000000003
2009,24,OPPH,3.0700000000000003
2009,24,OPUNT,0.04
2009,24,PODEW,56.010000000000005
2009,24,SATR12,1.83
2009,24,SEFL3,0.48
2009,24,SOEL,0.09
2009,24,SPAN3,1.9900000000000009
2009,24,SPCR,4.259999999999998
2009,24,SPORO,25.949999999999985
2009,24,SPSA3,0.11
2009,24,SYER,0.15
2009,24,SYPR5,0.16
2009,24,TRTE,0.22000000000000003
2009,25,AMPS,0.21
2009,25,ANCA10,59.18000000000001
2009,25,BASC5,69.66000000000001
2009,25,CAREX,0.43
2009,25,CHAMA15,0.04
2009,25,COAR4,2.99
2009,25,COCA5,0.06
2009,25,CYES,0.39
2009,25,CYOD,2.5300000000000002
2009,25,DISA,0.06
2009,25,DISP,6.75
2009,25,ECMUM,15.149999999999997
2009,25,ELAN,3.9899999999999998
2009,25,ERAGR,0.35
2009,25,ERPEM,2.21
2009,25,GAURA/OENOT,0.07
2009,25,HEAN3,2.2100000000000004
2009,25,HECI,1.29
2009,25,JUARL,0.8400000000000001
2009,25,LEFUF,1.49
2009,25,MEOF,0.11
2009,25,MUAS,6.19
2009,25,PACA6,12.899999999999997
2009,25,PADI,0.67
2009,25,PAVI5,0.36
2009,25,PODEW,9.099999999999996
2009,25,POLA4,0.03
2009,25,SAEX,10.850000000000001
2009,25,SAGO,0.21000000000000002
2009,25,SATR12,0.03
2009,25,TACH2,17.51999999999999
2009,25,XAST,11.790000000000004
2010,1,AMFR,3.51
2010,1,CHAMA15,0.03
2010,1,COCA5,0.08
2010,1,ELAN,3.02
2010,1,ELCA4,0.07
2010,1,ELEL5,0.78
2010,1,FOPUP,162.85000000000002
2010,1,GUSA2,0.33999999999999997
2010,1,MEOF,0.04
2010,1,PAVI5,5.9799999999999995
2010,1,PODEW,174.16
2010,1,SAGO,2.06
2010,1,SATR12,0.03
2010,1,SOEL,0.11
2010,1,SPAI,0.32
2010,1,TACH2,0.66
2010,1,ULPU,11.44
2010,2,ACHY,2.12
2010,2,ARPU9,0.27
2010,2,ATCA2,2.59
2010,2,CHAMA15,0.2
2010,2,ELEL5,20.72
2010,2,GUSA2,11.120000000000005
2010,2,HENE5,1.48
2010,2,MACA2,0.32
2010,2,MEOF,14.38
2010,2,PODEW,152.47000000000003
2010,2,SATR12,1.4600000000000004
2010,2,SEFL3,0.19
2010,2,SPORO,3.289999999999999
2010,3,AMFR,0.03
2010,3,AMPS,0.6000000000000001
2010,3,ANCA10,136.51000000000002
2010,3,APCA,3.33
2010,3,BASA4,2.08
2010,3,CAREX,42.239999999999995
2010,3,ELAN,33.199999999999996
2010,3,ELCA4,0.03
2010,3,EUOC4,2.23
2010,3,FOPUP,1.63
2010,3,GRASS,0.05
2010,3,HOJU,0.06
2010,3,MOAL,11.32
2010,3,MUAS,29.15999999999999
2010,3,PAOB,0.6200000000000001
2010,3,PAVI5,4.490000000000001
2010,3,PODEW,130.31
2010,3,RIAU,0.53
2010,3,SAEX,66.3
2010,3,SAGO,12.57
2010,3,ULPU,28.039999999999996
2010,4,AMPS,7.669999999999998
2010,4,APCA,6.239999999999999
2010,4,ASSU2,3.7400000000000007
2010,4,BIFR,0.04
2010,4,CAREX,40.50000000000001
2010,4,DISP,9.96
2010,4,ECMUM,0.4800000000000001
2010,4,ELAN,91.99
2010,4,ELCA4,1.36
2010,4,EQLA,4.6199999999999966
2010,4,EUOC4,2.4100000000000006
2010,4,HEAN3,0.06
2010,4,HOJU,0.28
2010,4,JUARL,0.05
2010,4,LATAP,1.17
2010,4,LEFUF,1.0200000000000002
2010,4,MINT,0.03
2010,4,MUAS,18.47
2010,4,PAOB,90.97000000000003
2010,4,PODEW,148.33999999999997
2010,4,SAEX,42.279999999999994
2010,4,SOHA,1.12
2010,4,SPAI,2.71
2010,4,SYPR5,0.04
2010,4,XAST,4.02
2010,5,ACHY,0.74
2010,5,ANCA10,0.04
2010,5,DISP,2.7499999999999996
2010,5,ELEL5,7.58
2010,5,FOPUP,1.46
2010,5,HOJU,0.03
2010,5,JUMO,0.21
2010,5,MACA2,0.61
2010,5,MUAS,0.26
2010,5,PODEW,258.85
2010,5,SATR12,1.5500000000000003
2010,5,SCPH,0.02
2010,5,.,0.16
2010,6,AIAL,3.36
2010,6,AMPS,0.77
2010,6,BASC5,23.53999999999998
2010,6,BRCA6,0.04
2010,6,BRINI,0.38999999999999996
2010,6,COAR4,2.5000000000000004
2010,6,COCA5,0.02
2010,6,ELAN,54.68999999999998
2010,6,ELEL5,0.93
2010,6,GLLE3,10.23
2010,6,GUSA2,0.7
2010,6,HEAN3,0.2
2010,6,HECI,6.6199999999999974
2010,6,HOJU,0.2
2010,6,MACA2,7.7799999999999985
2010,6,MEOF,0.03
2010,6,PHVI5,0.25
2010,6,PHYSA,0.07
2010,6,PODEW,38.4
2010,6,RIAU,5.46
2010,6,SAEX,1.5499999999999998
2010,6,SATR12,32.64000000000001
2010,6,SELE6,15.610000000000003
2010,6,SOEL,14.380000000000004
2010,6,SOLAN,0.07
2010,6,SPAI,9.839999999999998
2010,6,SPAN3,6.9
2010,6,SPCO4,1.99
2010,6,SPORO,14.359999999999996
2010,6,TACH2,23.17
2010,7,ACHY,0.31
2010,7,AMPS,0.09
2010,7,ARPU9,0.42000000000000004
2010,7,BOAR,4.5299999999999985
2010,7,BOAR/BOBA2,24.970000000000052
2010,7,BOBA2,2.7599999999999993
2010,7,DIWI2,9.419999999999996
2010,7,FOPUP,1.7799999999999998
2010,7,FORB,0.09999999999999999
2010,7,GRASS,0.05
2010,7,GUSA2,2.59
2010,7,IPLO2,14.269999999999996
2010,7,MACA2,1.4300000000000002
2010,7,OEPA,0.16
2010,7,PODEW,27.36
2010,7,POOL,0.4300000000000001
2010,7,PORTU,5.289999999999987
2010,7,PSSC6,15.549999999999997
2010,7,SATR12,1.6600000000000001
2010,7,SEFL3,0.46
2010,7,SPAN3,0.56
2010,7,SPCO4,11.61
2010,7,SPFL2,4.489999999999999
2010,7,SPGI,2.1699999999999995
2010,7,SPORO,2.92
2010,7,TACH2,26.189999999999998
2010,8,AIAL,5.67
2010,8,AMARA,0.02
2010,8,AMPS,0.8700000000000001
2010,8,BASA4,2.1100000000000003
2010,8,BASC5,1.4100000000000001
2010,8,BOCU,0.52
2010,8,BOGR2,0.49
2010,8,BRCA6,4.039999999999999
2010,8,BRINI,0.25
2010,8,BROMU,0.33000000000000007
2010,8,COCA5,0.16
2010,8,CYDA,5.23
2010,8,DICOT,11.26
2010,8,ELAN,3.13
2010,8,ELCA4,2.5400000000000005
2010,8,ELEL5,0.05
2010,8,ELTR7,8.249999999999998
2010,8,FOPUP,1.41
2010,8,FORB,0.42
2010,8,GRASS,0.9299999999999999
2010,8,HEAN3,2.23
2010,8,HOJU,30.97000000000001
2010,8,LASE,0.53
2010,8,MEOF,0.38
2010,8,MOAL,9.18
2010,8,MUAS,1.79
2010,8,PLJA,1.7400000000000002
2010,8,PODEW,153.53
2010,8,POOL,0.07
2010,8,RIAU,0.43
2010,8,ROPS,5.6
2010,8,SAGO,16.06
2010,8,SATR12,13.540000000000001
2010,8,SPAI,10.379999999999999
2010,8,SPCR,6.3100000000000005
2010,8,SPORO,1.3900000000000001
2010,8,SYER,1.76
2010,8,THPO7,44.93000000000001
2010,8,TRTE,0.03
2010,8,ULPU,0.53
2010,8,XAST,0.23
2010,10,ARDR4,9.540000000000001
2010,10,ARPU9,3.9000000000000004
2010,10,BASA4,1.28
2010,10,BOUTE,1.3700000000000003
2010,10,BREUC2,1.5
2010,10,CHAMA15,3.199999999999998
2010,10,COCA5,0.05
2010,10,DALA3,0.62
2010,10,ELAN,1.15
2010,10,ELEL5,6.4799999999999995
2010,10,ERBE2,0.07
2010,10,GAMO5,0.05
2010,10,GLLE3,0.9400000000000001
2010,10,GRASS,0.13
2010,10,GUSA2,2.55
2010,10,MACA2,0.15
2010,10,MEOF,1.82
2010,10,MOAL,0.88
2010,10,MUAS,0.66
2010,10,MUME2,0.18
2010,10,MUTO2,1.52
2010,10,OPPH,2.54
2010,10,PAVI5,9.280000000000001
2010,10,PODEW,42.9
2010,10,POPR,0.03
2010,10,RATA,0.52
2010,10,SAEX,7.19
2010,10,SATR12,0.29
2010,10,SEFL3,0.55
2010,10,SOCA6,4.84
2010,10,SPAI,16.51
2010,10,SPAN3,0.9400000000000001
2010,10,SPORO,3.78
2010,10,SYPR5,0.31
2010,10,TACH2,16.39
2010,10,TRTE,0.08
2010,10,ULPU,23.46
2010,11,AMCO3,1.0400000000000003
2010,11,AMFR,1.9000000000000001
2010,11,AMPS,1.8500000000000005
2010,11,ATCA2,1.35
2010,11,ELEL5,1.09
2010,11,FOPUP,16.929999999999996
2010,11,HEAN3,0.1
2010,11,LASE,0.01
2010,11,MACA2,0.64
2010,11,MEOF,0.24
2010,11,MUAS,0.01
2010,11,PIOP,0.37
2010,11,PODEW,145.48000000000002
2010,11,RATA,1.78
2010,11,SAEX,3.3299999999999996
2010,11,SAGO,7.74
2010,11,SATR12,1.1300000000000001
2010,11,SPAI,0.51
2010,11,SPAN3,1.9699999999999998
2010,11,SPCR,0.97
2010,11,ULPU,5.33
2010,12,AMFR,0.27
2010,12,AMPS,1.42
2010,12,ASSU2,1.34
2010,12,CYPER,0.05
2010,12,DISP,2.13
2010,12,ELCA4,0.13
2010,12,ELEL5,3.6799999999999997
2010,12,ELTR7,1.19
2010,12,FOPUP,6.93
2010,12,GAMO5,0.16
2010,12,LASE,0.21000000000000002
2010,12,MACA2,0.24000000000000002
2010,12,MUAS,10.639999999999999
2010,12,PAOB,0.37000000000000005
2010,12,PASM,1.35
2010,12,PAVI5,9.229999999999999
2010,12,PODEW,160.36000000000004
2010,12,SAEX,6.01
2010,12,SAGO,16.66
2010,12,SARA3,3.6799999999999997
2010,12,SATR12,10.979999999999999
2010,12,SOCA6,0.15
2010,12,SPAI,14.220000000000002
2010,12,SPAN3,1.08
2010,12,SPORO,0.32
2010,12,TACH2,3.14
2010,12,ULPU,1.0899999999999999
2010,13,AGGI2,6.3500000000000005
2010,13,AMPS,25.599999999999994
2010,13,APCA,1.31
2010,13,BASA4,10.799999999999997
2010,13,BROMU,1.53
2010,13,CAREX,7.639999999999999
2010,13,CESP4,0.9900000000000001
2010,13,CHAMA15,2.18
2010,13,COCA5,0.8600000000000001
2010,13,CYES,0.5700000000000001
2010,13,DAGL,1.68
2010,13,DICOT,0.05
2010,13,ECMUM,0.9100000000000001
2010,13,ELAN,38.510000000000005
2010,13,ELCA4,8.43
2010,13,ELPA3,1.64
2010,13,ELTR7,2.1399999999999997
2010,13,EQLA,41.86000000000005
2010,13,ERPE,10.999999999999995
2010,13,EUOC4,19.830000000000005
2010,13,FORB,0.06
2010,13,GRASS,1.7200000000000004
2010,13,HOJU,1.82
2010,13,LASE,0.08
2010,13,MEOF,1.81
2010,13,MOAL,0.08
2010,13,MUAS,17.769999999999992
2010,13,PACA6,3.5599999999999996
2010,13,PAOB,10.800000000000002
2010,13,PAVI5,0.52
2010,13,PODEW,33.169999999999995
2010,13,POPR,3.8699999999999988
2010,13,SAEX,152.06000000000003
2010,13,SAGO,0.56
2010,13,SARA3,16.529999999999994
2010,13,SCPH,6.429999999999999
2010,13,SCPU10,0.07
2010,13,SEVI4,0.07
2010,13,SOCA6,1.45
2010,13,SONU2,4.01
2010,13,SPAI,2.21
2010,13,SPORO,12.619999999999997
2010,13,SYER,0.16000000000000003
2010,13,TACH2,4.079999999999999
2010,13,ULPU,7.180000000000001
2010,13,XAST,3.3100000000000005
2010,13,.,1.15
2010,14,AMPS,0.27
2010,14,ANCA10,2.62
2010,14,APCA,0.26
2010,14,BASA4,1.4000000000000001
2010,14,CAREX,1.8600000000000003
2010,14,CHSP11,0.18
2010,14,DISP,90.41000000000001
2010,14,ELAN,151.37
2010,14,FOPUP,0.01
2010,14,GRASS,0.52
2010,14,JUARL,8.54
2010,14,MUAS,22.490000000000006
2010,14,PAOB,0.41000000000000003
2010,14,PHAU7,0.44
2010,14,PODEW,158.69
2010,14,SAEX,5.550000000000001
2010,14,SPSA3,1.2800000000000002
2010,14,TACH2,88.66000000000001
2010,15,ANCA10,137.99000000000004
2010,15,BASC5,138.35000000000005
2010,15,DISP,62.999999999999986
2010,15,ELAN,17.600000000000005
2010,15,ELCA4,0.35
2010,15,HOJU,0.7000000000000002
2010,15,LYTO,6.89
2010,15,MUAS,18.410000000000004
2010,15,PODEW,29.509999999999994
2010,15,SAEX,6.3
2010,15,TACH2,3.98
2010,15,THPO7,15.520000000000001
2010,16,AMPS,2.9599999999999995
2010,16,ANCA10,83.15000000000005
2010,16,BASC5,180.96000000000004
2010,16,DISP,50.75
2010,16,ELAN,3.08
2010,16,LYTO,0.14
2010,16,MUAS,73.53
2010,16,MUAS/DISP,18.25
2010,16,PAOB,2.4099999999999997
2010,16,PODEW,11.87
2010,16,SAEX,0.48
2010,16,SAGO,0.75
2010,16,SATR12,18.43
2010,16,SOEL,1.5000000000000002
2010,16,SPAI,2.77
2010,16,TACH2,1.36
2010,17,ACHY,0.71
2010,17,AIAL,15.81
2010,17,AMFR,0.66
2010,17,ARPU9,0.09
2010,17,BASC5,31.029999999999998
2010,17,BRINI,2.72
2010,17,CHPR5,0.66
2010,17,DAWR2,0.21
2010,17,DIWI2,0.02
2010,17,ELAN,25.560000000000002
2010,17,ELEL5,0.19
2010,17,HECI,0.8300000000000001
2010,17,PHYSA,0.04
2010,17,PODEW,38.72
2010,17,RIAU,1.74
2010,17,SAEX,0.02
2010,17,SAGO,5.13
2010,17,SATR12,23.22999999999999
2010,17,SOEL,1.4500000000000002
2010,17,SOLAN,0.64
2010,17,SPAI,12.209999999999999
2010,17,SPAN3,1.16
2010,17,SPCR,2.35
2010,17,SPORO,17.03
2010,18,AMPS,1.5900000000000003
2010,18,ANCA10,4.29
2010,18,BASC5,54.96000000000001
2010,18,COAR4,0.08
2010,18,DISP,1.56
2010,18,ECMUM,0.7900000000000001
2010,18,ELAN,1.7
2010,18,FOPUP,1.53
2010,18,HEAN3,4.51
2010,18,HOJU,0.14
2010,18,MACA2,0.77
2010,18,MUAS,1.28
2010,18,PACA6,0.13
2010,18,PODEW,110.46999999999998
2010,18,SATR12,5.210000000000001
2010,18,SEVI4,0.46
2010,18,SPCR,0.26
2010,18,SPORO,0.59
2010,18,TACH2,5.84
2010,20,ACHY,0.36
2010,20,ATCA2,0.03
2010,20,BASC5,4.94
2010,20,CAREX,0.37
2010,20,CHAMA15,0.08
2010,20,CHENO,0.06
2010,20,ELAN,38.089999999999996
2010,20,ELEL5,0.4
2010,20,HEAN3,0.21
2010,20,MOAL,14.950000000000003
2010,20,MUAS,0.69
2010,20,PODEW,59.38999999999999
2010,20,SAEX,57.15000000000002
2010,20,SAGO,0.2
2010,20,SATR12,17.32999999999999
2010,20,SPCR,1.51
2010,20,SPORO,0.67
2010,20,TACH2,6.54
2010,20,TRTE,0.06
2010,20,ULPU,41.95
2010,21,AIAL,0.37
2010,21,AMFR,16.3
2010,21,APCA,0.9099999999999999
2010,21,BASC5,1.0900000000000003
2010,21,CHAMA15,0.02
2010,21,COCA5,0.07
2010,21,CUFO,0.09
2010,21,DICOT,0.13
2010,21,ELEL5,2.43
2010,21,FORB,0.09
2010,21,GAMO5,1.9200000000000006
2010,21,GRASS,0.02
2010,21,HEAN3,0.02
2010,21,HOJU,0.01
2010,21,PAVI5,19.389999999999997
2010,21,PODEW,104.86
2010,21,SAEX,31.519999999999996
2010,21,SATR12,2.13
2010,21,SOEL,11.929999999999993
2010,21,SPAN3,2.7999999999999994
2010,21,SPORO,0.07
2010,21,ULPU,76.02
2010,22,ANCA10,18.93
2010,22,APCA,0.17
2010,22,BASA4,3.18
2010,22,BROMU,0.18
2010,22,COAR4,13.290000000000003
2010,22,DICOT,0.01
2010,22,DISP,0.7899999999999999
2010,22,ELAN,4.47
2010,22,ELCA4,1.0399999999999998
2010,22,EQLA,13.069999999999999
2010,22,GAMO5,0.03
2010,22,GLLE3,8.47
2010,22,HEAN3,0.03
2010,22,HOJU,0.5800000000000001
2010,22,JUARL,10.499999999999998
2010,22,LASE,0.38
2010,22,MACA2,0.22999999999999998
2010,22,MUAS,16.17
2010,22,PAOB,3.1199999999999997
2010,22,PAVI5,0.05
2010,22,PODEW,172.54000000000002
2010,22,SAEX,23.85
2010,22,SAGO,28.75
2010,22,SCPH,0.09999999999999999
2010,22,SOEL,0.36
2010,22,SPAI,0.96
2010,22,SPAN3,0.27
2010,22,SYER,0.11
2010,22,ULPU,6.590000000000001
2010,23,ACHY,0.72
2010,23,AIAL,0.22000000000000003
2010,23,BASC5,9.239999999999998
2010,23,BRCA6,1.87
2010,23,CHAMA15,0.22
2010,23,COCA5,0.07
2010,23,DICOT,0.55
2010,23,ELAN,13.849999999999998
2010,23,ELEL5,10.739999999999995
2010,23,GRASS,8.019999999999998
2010,23,HEAN3,0.06
2010,23,LASE,0.19
2010,23,MACA2,2.17
2010,23,MARE11,0.65
2010,23,MUAS,1.82
2010,23,PAVI5,0.33
2010,23,PHYSA,1.36
2010,23,PODEW,185.32999999999998
2010,23,SATR12,3.8200000000000003
2010,23,SEFL3,0.32
2010,23,SPAN3,0.5
2010,23,SPCR,2.12
2010,23,SPORO,7.5600000000000005
2010,23,SYER,0.14
2010,23,TACH2,2.9
2010,23,TRTE,2.6399999999999992
2010,23,TYLA,0.3
2010,23,ULPU,9.950000000000003
2010,23,VETH,0.04
2010,25,AMPS,0.12
2010,25,ANCA10,56.199999999999996
2010,25,BASC5,86.25
2010,25,BIFR,0.05
2010,25,CAREX,0.01
2010,25,CHENO,0.32
2010,25,COAR4,1.47
2010,25,CYPER,7.3799999999999955
2010,25,DISP,8.02
2010,25,ECMUM,23.339999999999993
2010,25,ELAN,0.72
2010,25,ERPE,0.27
2010,25,EUOC4,0.07
2010,25,GLLE3,0.18
2010,25,HEAN3,0.49
2010,25,JUARL,0.11000000000000001
2010,25,JUTO,0.26
2010,25,LEFUF,11.019999999999996
2010,25,MUAS,5.37
2010,25,PACA6,3.1999999999999993
2010,25,PODEW,22.479999999999997
2010,25,POLA4,0.12000000000000001
2010,25,SAEX,6.869999999999998
2010,25,SAGO,0.07
2010,25,SCPU10,1.11
2010,25,SPORO,0.06
2010,25,SUAED,14.719999999999997
2010,25,TACH2,15.589999999999991
2010,25,XAST,36.99
2011,1,AMFR,2.32
2011,1,ELAN,2.82
2011,1,ELEL5,0.09
2011,1,FOPUP,168
2011,1,GACO5,0.07
2011,1,GUSA2,0.05
2011,1,MEOF,0.32
2011,1,OPPH,0.06
2011,1,PAVI5,1.94
2011,1,PODEW,201.21000000000004
2011,1,SAEX,3.04
2011,1,SAGO,1.14
2011,1,SPAI,0.01
2011,1,TACH2,1.9100000000000001
2011,1,ULPU,11.78
2011,2,ACHY,0.9900000000000002
2011,2,AMFR,1.05
2011,2,ARPU9,0.07
2011,2,ATCA2,2.4699999999999998
2011,2,CHAMA15,2.4999999999999956
2011,2,ELEL5,12.31999999999998
2011,2,FOPUP,0.13
2011,2,FORB,0.01
2011,2,GRASS,0.5500000000000002
2011,2,GUSA2,5.2299999999999995
2011,2,HOJU,0.1
2011,2,MEOF,11.129999999999983
2011,2,PAOB,0.7900000000000001
2011,2,PODEW,135.07
2011,2,SATR12,0.7700000000000001
2011,2,SEFL3,0.71
2011,2,SPCR,0.81
2011,2,SPORO,11.819999999999988
2011,3,AMFR,0.54
2011,3,AMPS,0.15
2011,3,ANCA10,99.13000000000007
2011,3,APCA,3.0099999999999993
2011,3,BASA4,1.26
2011,3,CAREX,26.810000000000105
2011,3,ELAN,37.67000000000001
2011,3,ELCA4,0.01
2011,3,EUOC4,0.81
2011,3,FOPUP,1.9500000000000002
2011,3,GRASS,0.02
2011,3,HOJU,0.03
2011,3,MOAL,7.639999999999999
2011,3,MUAS,21.01000000000001
2011,3,PAOB,0.19
2011,3,PAVI5,4.04
2011,3,PODEW,144.11999999999998
2011,3,RIAU,0.6599999999999999
2011,3,SAEX,59.570000000000014
2011,3,SAGO,23.61
2011,3,ULPU,32.25
2011,3,.,1.71
2011,4,AMPS,1.9700000000000004
2011,4,APCA,0.12000000000000001
2011,4,ASSU2,1.6600000000000006
2011,4,BASA4,0.03
2011,4,CAREX,6.779999999999994
2011,4,CYES,0.30000000000000004
2011,4,DISP,2.9699999999999998
2011,4,ELAN,67.31
2011,4,ELCA4,2.3099999999999983
2011,4,EQLA,1.4500000000000008
2011,4,EUOC4,0.18000000000000002
2011,4,HEAN3,0.04
2011,4,JUARL,1.03
2011,4,LATAP,0.31
2011,4,MUAS,5.659999999999993
2011,4,PAOB,44.410000000000004
2011,4,PODEW,174.48
2011,4,PSST7,0.01
2011,4,SAEX,37.52999999999999
2011,4,SPAI,0.49
2011,5,ACHY,0.6
2011,5,DISP,0.15
2011,5,ELEL5,1.9000000000000006
2011,5,FOPUP,1.68
2011,5,JUMO,0.33
2011,5,MACA2,0.18
2011,5,MUAS,0.21000000000000002
2011,5,PODEW,248.02
2011,5,SPORO,0.08
2011,6,AIAL,4.949999999999999
2011,6,AMFR,0.43
2011,6,BASC5,2.8699999999999997
2011,6,BRINI,0.28
2011,6,COAR4,0.78
2011,6,ELAN,54.739999999999995
